"Step","swin_unetr_fold0 - train/mae","swin_unetr_fold0 - train/mae__MIN","swin_unetr_fold0 - train/mae__MAX"
"0","0.10474581705926397","0.10474581705926397","0.10474581705926397"
"1","0.08918203712638581","0.08918203712638581","0.08918203712638581"
"2","0.08612444794744865","0.08612444794744865","0.08612444794744865"
"3","0.08328887545685103","0.08328887545685103","0.08328887545685103"
"4","0.08100277094323656","0.08100277094323656","0.08100277094323656"
"7","0.08016810189928553","0.08016810189928553","0.08016810189928553"
"8","0.07910333230518998","0.07910333230518998","0.07910333230518998"
"9","0.07838286941334831","0.07838286941334831","0.07838286941334831"
"10","0.07741542740219003","0.07741542740219003","0.07741542740219003"
"11","0.07740916901880883","0.07740916901880883","0.07740916901880883"
"14","0.07666184455690526","0.07666184455690526","0.07666184455690526"
"15","0.07543767449419943","0.07543767449419943","0.07543767449419943"
"16","0.0754075725865248","0.0754075725865248","0.0754075725865248"
"17","0.07487651877996242","0.07487651877996242","0.07487651877996242"
"18","0.07484434548366282","0.07484434548366282","0.07484434548366282"
"21","0.07356016392601872","0.07356016392601872","0.07356016392601872"
"22","0.07434117548304783","0.07434117548304783","0.07434117548304783"
"23","0.07342396933964385","0.07342396933964385","0.07342396933964385"
"24","0.0730800608906782","0.0730800608906782","0.0730800608906782"
"25","0.07325980951807974","0.07325980951807974","0.07325980951807974"
"28","0.07171551660469278","0.07171551660469278","0.07171551660469278"
"29","0.07179705815559084","0.07179705815559084","0.07179705815559084"
"30","0.0716941074782668","0.0716941074782668","0.0716941074782668"
"31","0.071288980039651","0.071288980039651","0.071288980039651"
"32","0.0703982976073746","0.0703982976073746","0.0703982976073746"
"35","0.07104524853135342","0.07104524853135342","0.07104524853135342"
"36","0.06985527674518364","0.06985527674518364","0.06985527674518364"
"37","0.070981459900761","0.070981459900761","0.070981459900761"
"38","0.070110693878849","0.070110693878849","0.070110693878849"
"39","0.0699105834259825","0.0699105834259825","0.0699105834259825"
"42","0.06904496198612793","0.06904496198612793","0.06904496198612793"
"43","0.06939424074948382","0.06939424074948382","0.06939424074948382"
"44","0.06862814877599527","0.06862814877599527","0.06862814877599527"
"45","0.06874021201483196","0.06874021201483196","0.06874021201483196"
"46","0.06925101773974635","0.06925101773974635","0.06925101773974635"
"49","0.06878246109755266","0.06878246109755266","0.06878246109755266"
"50","0.06883896253317659","0.06883896253317659","0.06883896253317659"
"51","0.06828633801672947","0.06828633801672947","0.06828633801672947"
"52","0.06773474396940207","0.06773474396940207","0.06773474396940207"
"53","0.06763017963712785","0.06763017963712785","0.06763017963712785"
"56","0.06775176567751189","0.06775176567751189","0.06775176567751189"
"57","0.06741547023321127","0.06741547023321127","0.06741547023321127"
"58","0.06723243289010285","0.06723243289010285","0.06723243289010285"
"59","0.06707922199708752","0.06707922199708752","0.06707922199708752"
"60","0.06685081979126803","0.06685081979126803","0.06685081979126803"
"63","0.0666772408877828","0.0666772408877828","0.0666772408877828"
"64","0.06580007971099122","0.06580007971099122","0.06580007971099122"
"65","0.06645612672144684","0.06645612672144684","0.06645612672144684"
"66","0.06628493182522394","0.06628493182522394","0.06628493182522394"
"67","0.06623907397235078","0.06623907397235078","0.06623907397235078"
"70","0.0660052564825653","0.0660052564825653","0.0660052564825653"
"71","0.06623655126240605","0.06623655126240605","0.06623655126240605"
"72","0.06581291236543778","0.06581291236543778","0.06581291236543778"
"73","0.06557248261942653","0.06557248261942653","0.06557248261942653"
"74","0.06556142850585475","0.06556142850585475","0.06556142850585475"
"77","0.06560846434470702","0.06560846434470702","0.06560846434470702"
"78","0.06513047324457243","0.06513047324457243","0.06513047324457243"
"79","0.06531536915073437","0.06531536915073437","0.06531536915073437"
"80","0.0645227471267748","0.0645227471267748","0.0645227471267748"
"81","0.06522238611453314","0.06522238611453314","0.06522238611453314"
"84","0.06518039057077639","0.06518039057077639","0.06518039057077639"
"85","0.06519104100162067","0.06519104100162067","0.06519104100162067"
"86","0.06447187264840969","0.06447187264840969","0.06447187264840969"
"87","0.06448154263218535","0.06448154263218535","0.06448154263218535"
"88","0.06472573905388998","0.06472573905388998","0.06472573905388998"
"91","0.06404756400451968","0.06404756400451968","0.06404756400451968"
"92","0.06461351691015484","0.06461351691015484","0.06461351691015484"
"93","0.06390829160869993","0.06390829160869993","0.06390829160869993"
"94","0.06386765036570691","0.06386765036570691","0.06386765036570691"
"95","0.06396212717981856","0.06396212717981856","0.06396212717981856"
"98","0.06387791497979588","0.06387791497979588","0.06387791497979588"
"99","0.06332976611893527","0.06332976611893527","0.06332976611893527"
"100","0.06330393635248564","0.06330393635248564","0.06330393635248564"
"101","0.06368405024170296","0.06368405024170296","0.06368405024170296"
"102","0.06355812108785204","0.06355812108785204","0.06355812108785204"
"105","0.06352150817381548","0.06352150817381548","0.06352150817381548"
"106","0.06322323818574156","0.06322323818574156","0.06322323818574156"
"107","0.06384943899783221","0.06384943899783221","0.06384943899783221"
"108","0.06339568557979708","0.06339568557979708","0.06339568557979708"
"109","0.06378952621933863","0.06378952621933863","0.06378952621933863"
"112","0.06260886963142397","0.06260886963142397","0.06260886963142397"
"113","0.06294348895916659","0.06294348895916659","0.06294348895916659"
"114","0.06319186834465244","0.06319186834465244","0.06319186834465244"
"115","0.06292160301876468","0.06292160301876468","0.06292160301876468"
"116","0.06307845686016064","0.06307845686016064","0.06307845686016064"
"119","0.06247606747723245","0.06247606747723245","0.06247606747723245"
