"Step","swin_unetr_fold3 - train/mae","swin_unetr_fold3 - train/mae__MIN","swin_unetr_fold3 - train/mae__MAX"
"0","0.10473469047772961","0.10473469047772961","0.10473469047772961"
"1","0.0897249605257233","0.0897249605257233","0.0897249605257233"
"2","0.08778156166127833","0.08778156166127833","0.08778156166127833"
"3","0.08479356499525596","0.08479356499525596","0.08479356499525596"
"4","0.08308198672395449","0.08308198672395449","0.08308198672395449"
"7","0.08284468415392397","0.08284468415392397","0.08284468415392397"
"8","0.08256225921937765","0.08256225921937765","0.08256225921937765"
"9","0.07958336227088685","0.07958336227088685","0.07958336227088685"
"10","0.07944769690368429","0.07944769690368429","0.07944769690368429"
"11","0.07859245192090585","0.07859245192090585","0.07859245192090585"
"14","0.07860011823845477","0.07860011823845477","0.07860011823845477"
"15","0.07696589813356491","0.07696589813356491","0.07696589813356491"
"16","0.07711206906280012","0.07711206906280012","0.07711206906280012"
"17","0.07564904266157736","0.07564904266157736","0.07564904266157736"
"18","0.07538085518722815","0.07538085518722815","0.07538085518722815"
"21","0.07520533990231594","0.07520533990231594","0.07520533990231594"
"22","0.07487157426802662","0.07487157426802662","0.07487157426802662"
"23","0.07391713937663033","0.07391713937663033","0.07391713937663033"
"24","0.0733555756030568","0.0733555756030568","0.0733555756030568"
"25","0.07391041846237835","0.07391041846237835","0.07391041846237835"
"28","0.07311998613854592","0.07311998613854592","0.07311998613854592"
"29","0.0730488767979926","0.0730488767979926","0.0730488767979926"
"30","0.07243091501617406","0.07243091501617406","0.07243091501617406"
"31","0.0721555019459299","0.0721555019459299","0.0721555019459299"
"32","0.07220134140267871","0.07220134140267871","0.07220134140267871"
"35","0.07156064308230357","0.07156064308230357","0.07156064308230357"
"36","0.07086003617208539","0.07086003617208539","0.07086003617208539"
"37","0.0712783858662805","0.0712783858662805","0.0712783858662805"
"38","0.07069398797284128","0.07069398797284128","0.07069398797284128"
"39","0.07076217959643509","0.07076217959643509","0.07076217959643509"
"42","0.07051513259767778","0.07051513259767778","0.07051513259767778"
"43","0.0696557803023164","0.0696557803023164","0.0696557803023164"
"44","0.06969822751112749","0.06969822751112749","0.06969822751112749"
"45","0.06923374094644291","0.06923374094644291","0.06923374094644291"
"46","0.06999547071211829","0.06999547071211829","0.06999547071211829"
"49","0.06929175005863636","0.06929175005863636","0.06929175005863636"
"50","0.06905509412744269","0.06905509412744269","0.06905509412744269"
"51","0.06892373236992495","0.06892373236992495","0.06892373236992495"
"52","0.0685810562354949","0.0685810562354949","0.0685810562354949"
"53","0.06857522891947022","0.06857522891947022","0.06857522891947022"
"56","0.06865507762247523","0.06865507762247523","0.06865507762247523"
"57","0.06806479025879557","0.06806479025879557","0.06806479025879557"
"58","0.06801957320864463","0.06801957320864463","0.06801957320864463"
"59","0.06838539248980083","0.06838539248980083","0.06838539248980083"
"60","0.06741508740235772","0.06741508740235772","0.06741508740235772"
"63","0.06746854314622801","0.06746854314622801","0.06746854314622801"
"64","0.06694366805231275","0.06694366805231275","0.06694366805231275"
"65","0.06699457788260625","0.06699457788260625","0.06699457788260625"
"66","0.06689150803611808","0.06689150803611808","0.06689150803611808"
"67","0.06683332116602564","0.06683332116602564","0.06683332116602564"
"70","0.06676827828031734","0.06676827828031734","0.06676827828031734"
"71","0.0669396567182539","0.0669396567182539","0.0669396567182539"
"72","0.06650943290562918","0.06650943290562918","0.06650943290562918"
"73","0.0660937115123604","0.0660937115123604","0.0660937115123604"
"74","0.06659451743173483","0.06659451743173483","0.06659451743173483"
"77","0.06577510098734625","0.06577510098734625","0.06577510098734625"
"78","0.06586680113595406","0.06586680113595406","0.06586680113595406"
"79","0.06620939985846952","0.06620939985846952","0.06620939985846952"
"80","0.06558731259384895","0.06558731259384895","0.06558731259384895"
"81","0.06586560482696327","0.06586560482696327","0.06586560482696327"
"84","0.06567539038241199","0.06567539038241199","0.06567539038241199"
"85","0.06493750784735218","0.06493750784735218","0.06493750784735218"
"86","0.06517495370528321","0.06517495370528321","0.06517495370528321"
"87","0.06464010505226982","0.06464010505226982","0.06464010505226982"
"88","0.06437987681240906","0.06437987681240906","0.06437987681240906"
"91","0.06524298054550334","0.06524298054550334","0.06524298054550334"
"92","0.06481296838749981","0.06481296838749981","0.06481296838749981"
"93","0.06492380395060965","0.06492380395060965","0.06492380395060965"
"94","0.06460203761516489","0.06460203761516489","0.06460203761516489"
"95","0.06420605488173808","0.06420605488173808","0.06420605488173808"
"98","0.06475227332591496","0.06475227332591496","0.06475227332591496"
"99","0.06416957723439448","0.06416957723439448","0.06416957723439448"
"100","0.0641705316016712","0.0641705316016712","0.0641705316016712"
"101","0.06383332052342514","0.06383332052342514","0.06383332052342514"
"102","0.06365589380815433","0.06365589380815433","0.06365589380815433"
"105","0.06316696949286556","0.06316696949286556","0.06316696949286556"
"106","0.06347088274127577","0.06347088274127577","0.06347088274127577"
"107","0.06400350032004147","0.06400350032004147","0.06400350032004147"
"108","0.06339454324916005","0.06339454324916005","0.06339454324916005"
"109","0.06357644879928998","0.06357644879928998","0.06357644879928998"
"112","0.0638233397727265","0.0638233397727265","0.0638233397727265"
"113","0.06330873617363317","0.06330873617363317","0.06330873617363317"
"114","0.06286166316465541","0.06286166316465541","0.06286166316465541"
"115","0.06310361823907874","0.06310361823907874","0.06310361823907874"
"116","0.0628823114711928","0.0628823114711928","0.0628823114711928"
"119","0.06272681172309567","0.06272681172309567","0.06272681172309567"
"120","0.062370297765524225","0.062370297765524225","0.062370297765524225"
"121","0.06280780761536879","0.06280780761536879","0.06280780761536879"
"122","0.0624462217575273","0.0624462217575273","0.0624462217575273"
"123","0.06317569941008709","0.06317569941008709","0.06317569941008709"
"126","0.06249338468299378","0.06249338468299378","0.06249338468299378"
"127","0.061999068302796355","0.061999068302796355","0.061999068302796355"
"128","0.06263108937105981","0.06263108937105981","0.06263108937105981"
"129","0.06221774317722438","0.06221774317722438","0.06221774317722438"
"130","0.06279699378556393","0.06279699378556393","0.06279699378556393"
"133","0.06268911313348033","0.06268911313348033","0.06268911313348033"
"134","0.06248187697361793","0.06248187697361793","0.06248187697361793"
"135","0.06171092723816086","0.06171092723816086","0.06171092723816086"
"136","0.0622328121977462","0.0622328121977462","0.0622328121977462"
"137","0.06176867634440183","0.06176867634440183","0.06176867634440183"
"140","0.06141744671614748","0.06141744671614748","0.06141744671614748"
"141","0.0614100775077233","0.0614100775077233","0.0614100775077233"
"142","0.06195476364302117","0.06195476364302117","0.06195476364302117"
"143","0.06158625251426488","0.06158625251426488","0.06158625251426488"
"144","0.061635880038085886","0.061635880038085886","0.061635880038085886"
"147","0.06188303967897597","0.06188303967897597","0.06188303967897597"
"148","0.06160167132234744","0.06160167132234744","0.06160167132234744"
"149","0.06128762887396546","0.06128762887396546","0.06128762887396546"
"150","0.06118800318508246","0.06118800318508246","0.06118800318508246"
"151","0.06147692918015109","0.06147692918015109","0.06147692918015109"
"154","0.061433937214516086","0.061433937214516086","0.061433937214516086"
"155","0.06164505160247734","0.06164505160247734","0.06164505160247734"
"156","0.06098943510742508","0.06098943510742508","0.06098943510742508"
"157","0.06143569727740039","0.06143569727740039","0.06143569727740039"
"158","0.061749794274029476","0.061749794274029476","0.061749794274029476"
"161","0.06098940749260442","0.06098940749260442","0.06098940749260442"
"162","0.061226993958117766","0.061226993958117766","0.061226993958117766"
"163","0.06105753475071995","0.06105753475071995","0.06105753475071995"
"164","0.06117677386471958","0.06117677386471958","0.06117677386471958"
"165","0.06145626166231979","0.06145626166231979","0.06145626166231979"
"168","0.061658114949180935","0.061658114949180935","0.061658114949180935"
"169","0.06089742778907037","0.06089742778907037","0.06089742778907037"
"170","0.06077022398530343","0.06077022398530343","0.06077022398530343"
"171","0.06091808814647935","0.06091808814647935","0.06091808814647935"
"172","0.061138666029737915","0.061138666029737915","0.061138666029737915"
"175","0.06055358557717484","0.06055358557717484","0.06055358557717484"
"176","0.061076343672040276","0.061076343672040276","0.061076343672040276"
"177","0.061005479271964175","0.061005479271964175","0.061005479271964175"
"178","0.060511315675939134","0.060511315675939134","0.060511315675939134"
"179","0.06118242958254839","0.06118242958254839","0.06118242958254839"
"182","0.060433315765917234","0.060433315765917234","0.060433315765917234"
"183","0.060644980695010134","0.060644980695010134","0.060644980695010134"
"184","0.06105075213307873","0.06105075213307873","0.06105075213307873"
"185","0.06075199479116509","0.06075199479116509","0.06075199479116509"
"186","0.06054380879240597","0.06054380879240597","0.06054380879240597"
"189","0.060249351500080935","0.060249351500080935","0.060249351500080935"
"190","0.06032112938164357","0.06032112938164357","0.06032112938164357"
"191","0.060396953131882855","0.060396953131882855","0.060396953131882855"
"192","0.06023510178042169","0.06023510178042169","0.06023510178042169"
"193","0.061053724031187355","0.061053724031187355","0.061053724031187355"
"196","0.060868016574893866","0.060868016574893866","0.060868016574893866"
"197","0.0603316537603398","0.0603316537603398","0.0603316537603398"
"198","0.06059020669370503","0.06059020669370503","0.06059020669370503"
"199","0.06040681730734575","0.06040681730734575","0.06040681730734575"
"200","0.059880357620871544","0.059880357620871544","0.059880357620871544"
"203","0.06066202764554235","0.06066202764554235","0.06066202764554235"
"204","0.060101776809500004","0.060101776809500004","0.060101776809500004"
"205","0.06026613588892949","0.06026613588892949","0.06026613588892949"
"206","0.060718982326586936","0.060718982326586936","0.060718982326586936"
"207","0.06074176213883073","0.06074176213883073","0.06074176213883073"
