"Step","unet2d_25d_fold0 - train/ssim","unet2d_25d_fold0 - train/ssim__MIN","unet2d_25d_fold0 - train/ssim__MAX"
"113","0.08955229155630934","0.08955229155630934","0.08955229155630934"
"114","0.08908009085023827","0.08908009085023827","0.08908009085023827"
"115","0.08861075452429504","0.08861075452429504","0.08861075452429504"
"116","0.08857262049739069","0.08857262049739069","0.08857262049739069"
"119","0.08832289908714445","0.08832289908714445","0.08832289908714445"
"120","0.08799387160026037","0.08799387160026037","0.08799387160026037"
"121","0.0876716603874689","0.0876716603874689","0.0876716603874689"
"122","0.08753445236814823","0.08753445236814823","0.08753445236814823"
"123","0.0872912492205503","0.0872912492205503","0.0872912492205503"
"126","0.08713137542777381","0.08713137542777381","0.08713137542777381"
"127","0.08719889911502718","0.08719889911502718","0.08719889911502718"
"128","0.0872633721046297","0.0872633721046297","0.0872633721046297"
"129","0.08676296908393678","0.08676296908393678","0.08676296908393678"
"130","0.08686806243870099","0.08686806243870099","0.08686806243870099"
"133","0.08675397506108869","0.08675397506108869","0.08675397506108869"
"134","0.08648530175327783","0.08648530175327783","0.08648530175327783"
"135","0.0865078040262456","0.0865078040262456","0.0865078040262456"
"136","0.08632964430590392","0.08632964430590392","0.08632964430590392"
"137","0.08642908962583354","0.08642908962583354","0.08642908962583354"
