"Step","swin_unetr_fold4 - train/gdl","swin_unetr_fold4 - train/gdl__MIN","swin_unetr_fold4 - train/gdl__MAX"
"0","0.013647285546025274","0.013647285546025274","0.013647285546025274"
"1","0.012105545660653845","0.012105545660653845","0.012105545660653845"
"2","0.011971113409673027","0.011971113409673027","0.011971113409673027"
"3","0.01190986058266922","0.01190986058266922","0.01190986058266922"
"4","0.011891845995147931","0.011891845995147931","0.011891845995147931"
"7","0.011760327380430154","0.011760327380430154","0.011760327380430154"
"8","0.01184244321512871","0.01184244321512871","0.01184244321512871"
"9","0.011891820319409264","0.011891820319409264","0.011891820319409264"
"10","0.011793388900363145","0.011793388900363145","0.011793388900363145"
"11","0.011685144644759627","0.011685144644759627","0.011685144644759627"
"14","0.01157481484110095","0.01157481484110095","0.01157481484110095"
"15","0.011624720467799636","0.011624720467799636","0.011624720467799636"
"16","0.011619468234538766","0.011619468234538766","0.011619468234538766"
"17","0.011654766347886869","0.011654766347886869","0.011654766347886869"
"18","0.011612512935134009","0.011612512935134009","0.011612512935134009"
"21","0.011558040517651864","0.011558040517651864","0.011558040517651864"
"22","0.011513727892604585","0.011513727892604585","0.011513727892604585"
"23","0.01155723870976287","0.01155723870976287","0.01155723870976287"
"24","0.011485947611576779","0.011485947611576779","0.011485947611576779"
"25","0.011429994428539387","0.011429994428539387","0.011429994428539387"
"28","0.011455684427330854","0.011455684427330854","0.011455684427330854"
"29","0.01138562296107854","0.01138562296107854","0.01138562296107854"
"30","0.01146663343971374","0.01146663343971374","0.01146663343971374"
"31","0.011418640743925982","0.011418640743925982","0.011418640743925982"
"32","0.011378429179355406","0.011378429179355406","0.011378429179355406"
"35","0.011408000680080918","0.011408000680080918","0.011408000680080918"
"36","0.011383826037784374","0.011383826037784374","0.011383826037784374"
"37","0.011316315798663693","0.011316315798663693","0.011316315798663693"
"38","0.011311336022703134","0.011311336022703134","0.011311336022703134"
"39","0.0113357500410508","0.0113357500410508","0.0113357500410508"
"42","0.01129819259809865","0.01129819259809865","0.01129819259809865"
"43","0.011283993741626133","0.011283993741626133","0.011283993741626133"
"44","0.011280644647943028","0.011280644647943028","0.011280644647943028"
"45","0.011261740901062897","0.011261740901062897","0.011261740901062897"
"46","0.011221214914800033","0.011221214914800033","0.011221214914800033"
"49","0.011285916980950375","0.011285916980950375","0.011285916980950375"
"50","0.011234757867360138","0.011234757867360138","0.011234757867360138"
"51","0.0112626697934991","0.0112626697934991","0.0112626697934991"
"52","0.011263584187639009","0.011263584187639009","0.011263584187639009"
"53","0.011273466632072864","0.011273466632072864","0.011273466632072864"
"56","0.011240166110604133","0.011240166110604133","0.011240166110604133"
"57","0.011217064137689239","0.011217064137689239","0.011217064137689239"
"58","0.011256543298771899","0.011256543298771899","0.011256543298771899"
"59","0.011236508916102986","0.011236508916102986","0.011236508916102986"
"60","0.011208215086483527","0.011208215086483527","0.011208215086483527"
"63","0.011266565250562702","0.011266565250562702","0.011266565250562702"
