"Step","round2_unet2d_fold1 - train/mae","round2_unet2d_fold1 - train/mae__MIN","round2_unet2d_fold1 - train/mae__MAX"
"123","0.04048478087609821","0.04048478087609821","0.04048478087609821"
"126","0.040459636489580474","0.040459636489580474","0.040459636489580474"
"127","0.0404293296724213","0.0404293296724213","0.0404293296724213"
"128","0.04042698193243575","0.04042698193243575","0.04042698193243575"
"129","0.04029976209591257","0.04029976209591257","0.04029976209591257"
"130","0.040344985708720006","0.040344985708720006","0.040344985708720006"
"133","0.040323822102891246","0.040323822102891246","0.040323822102891246"
"134","0.04023978648953529","0.04023978648953529","0.04023978648953529"
"135","0.04021798185244197","0.04021798185244197","0.04021798185244197"
"136","0.0402455121394219","0.0402455121394219","0.0402455121394219"
"137","0.040241722282783665","0.040241722282783665","0.040241722282783665"
