"Step","dynunet_fold2 - train/total","dynunet_fold2 - train/total__MIN","dynunet_fold2 - train/total__MAX"
"0","0.19819928315826954","0.19819928315826954","0.19819928315826954"
"1","0.17133161292544433","0.17133161292544433","0.17133161292544433"
"2","0.1606387667180527","0.1606387667180527","0.1606387667180527"
"3","0.15621743199629184","0.15621743199629184","0.15621743199629184"
"4","0.15116222617639738","0.15116222617639738","0.15116222617639738"
"7","0.14810628282285226","0.14810628282285226","0.14810628282285226"
"8","0.14383754422444672","0.14383754422444672","0.14383754422444672"
"9","0.14306736241792253","0.14306736241792253","0.14306736241792253"
"10","0.14032744329616234","0.14032744329616234","0.14032744329616234"
"11","0.13777284449504615","0.13777284449504615","0.13777284449504615"
"14","0.13724394272650023","0.13724394272650023","0.13724394272650023"
"15","0.1360532819007189","0.1360532819007189","0.1360532819007189"
"16","0.13496981824655488","0.13496981824655488","0.13496981824655488"
"17","0.13424064234721583","0.13424064234721583","0.13424064234721583"
"18","0.13283372017881506","0.13283372017881506","0.13283372017881506"
"21","0.13205645770818253","0.13205645770818253","0.13205645770818253"
"22","0.13096924920796188","0.13096924920796188","0.13096924920796188"
"23","0.1300120476101126","0.1300120476101126","0.1300120476101126"
"24","0.13075766406622735","0.13075766406622735","0.13075766406622735"
"25","0.128674953385736","0.128674953385736","0.128674953385736"
"28","0.1284421671452041","0.1284421671452041","0.1284421671452041"
"29","0.1274932518125677","0.1274932518125677","0.1274932518125677"
"30","0.12780001697844112","0.12780001697844112","0.12780001697844112"
"31","0.12622203266457754","0.12622203266457754","0.12622203266457754"
"32","0.12648196573907436","0.12648196573907436","0.12648196573907436"
"35","0.12585779593943","0.12585779593943","0.12585779593943"
"36","0.1263768188433633","0.1263768188433633","0.1263768188433633"
"37","0.12387243930242343","0.12387243930242343","0.12387243930242343"
"38","0.12431453035950854","0.12431453035950854","0.12431453035950854"
"39","0.12388018868033053","0.12388018868033053","0.12388018868033053"
"42","0.12306982578983877","0.12306982578983877","0.12306982578983877"
"43","0.1240259573907789","0.1240259573907789","0.1240259573907789"
"44","0.12320790356387953","0.12320790356387953","0.12320790356387953"
"45","0.12299172345294872","0.12299172345294872","0.12299172345294872"
"46","0.12262886669688346","0.12262886669688346","0.12262886669688346"
"49","0.12257500765321058","0.12257500765321058","0.12257500765321058"
"50","0.12101319077569846","0.12101319077569846","0.12101319077569846"
"51","0.12156035654141983","0.12156035654141983","0.12156035654141983"
"52","0.12036221743121872","0.12036221743121872","0.12036221743121872"
"53","0.12007270363518299","0.12007270363518299","0.12007270363518299"
"56","0.12070512028665027","0.12070512028665027","0.12070512028665027"
"57","0.12184013335993796","0.12184013335993796","0.12184013335993796"
"58","0.12038934077398279","0.12038934077398279","0.12038934077398279"
