"Step","dynunet_fold3 - train/gdl","dynunet_fold3 - train/gdl__MIN","dynunet_fold3 - train/gdl__MAX"
"0","0.014506090091708364","0.014506090091708364","0.014506090091708364"
"1","0.012101152651042116","0.012101152651042116","0.012101152651042116"
"2","0.011885380976985271","0.011885380976985271","0.011885380976985271"
"3","0.011771737083065531","0.011771737083065531","0.011771737083065531"
"4","0.011754527445892617","0.011754527445892617","0.011754527445892617"
"7","0.011707692868709886","0.011707692868709886","0.011707692868709886"
"8","0.011666206358993597","0.011666206358993597","0.011666206358993597"
"9","0.011543199517155673","0.011543199517155673","0.011543199517155673"
"10","0.011512567806379471","0.011512567806379471","0.011512567806379471"
"11","0.01159042259389092","0.01159042259389092","0.01159042259389092"
"14","0.011537534913166827","0.011537534913166827","0.011537534913166827"
"15","0.011464747371701181","0.011464747371701181","0.011464747371701181"
"16","0.011345757451078142","0.011345757451078142","0.011345757451078142"
"17","0.01139068891524114","0.01139068891524114","0.01139068891524114"
"18","0.011351931341330381","0.011351931341330381","0.011351931341330381"
"21","0.01136468021052268","0.01136468021052268","0.01136468021052268"
"22","0.011278661065000728","0.011278661065000728","0.011278661065000728"
"23","0.011264542986429649","0.011264542986429649","0.011264542986429649"
"24","0.011222105663114873","0.011222105663114873","0.011222105663114873"
"25","0.01118076822245755","0.01118076822245755","0.01118076822245755"
"28","0.011181884095249757","0.011181884095249757","0.011181884095249757"
"29","0.011217741085996864","0.011217741085996864","0.011217741085996864"
"30","0.011154196286583058","0.011154196286583058","0.011154196286583058"
"31","0.011159787752834546","0.011159787752834546","0.011159787752834546"
"32","0.011169707912878288","0.011169707912878288","0.011169707912878288"
"35","0.011050123902772942","0.011050123902772942","0.011050123902772942"
"36","0.01111419599143221","0.01111419599143221","0.01111419599143221"
"37","0.011105173092777552","0.011105173092777552","0.011105173092777552"
"38","0.011081628240423667","0.011081628240423667","0.011081628240423667"
"39","0.01099438202561364","0.01099438202561364","0.01099438202561364"
"42","0.01108388737126678","0.01108388737126678","0.01108388737126678"
"43","0.011039383474839992","0.011039383474839992","0.011039383474839992"
"44","0.011050782998929256","0.011050782998929256","0.011050782998929256"
"45","0.010953718039044229","0.010953718039044229","0.010953718039044229"
"46","0.011060318172623687","0.011060318172623687","0.011060318172623687"
"49","0.010975012302112798","0.010975012302112798","0.010975012302112798"
"50","0.011017256105478579","0.011017256105478579","0.011017256105478579"
"51","0.010936075909898996","0.010936075909898996","0.010936075909898996"
"52","0.010972002623366396","0.010972002623366396","0.010972002623366396"
"53","0.011010211037666","0.011010211037666","0.011010211037666"
"56","0.010895458564009381","0.010895458564009381","0.010895458564009381"
"57","0.01090497418961007","0.01090497418961007","0.01090497418961007"
"58","0.01096214380879136","0.01096214380879136","0.01096214380879136"
"59","0.010885842466454342","0.010885842466454342","0.010885842466454342"
"60","0.01094624909286168","0.01094624909286168","0.01094624909286168"
"63","0.010904761718635872","0.010904761718635872","0.010904761718635872"
"64","0.01097331553059942","0.01097331553059942","0.01097331553059942"
"65","0.010899886647304072","0.010899886647304072","0.010899886647304072"
"66","0.01095908750567714","0.01095908750567714","0.01095908750567714"
"67","0.010894110538699054","0.010894110538699054","0.010894110538699054"
"70","0.010900977507915516","0.010900977507915516","0.010900977507915516"
"71","0.01092110991542837","0.01092110991542837","0.01092110991542837"
"72","0.010883642565363467","0.010883642565363467","0.010883642565363467"
"73","0.010919562192708173","0.010919562192708173","0.010919562192708173"
"74","0.010903395226725114","0.010903395226725114","0.010903395226725114"
"77","0.010783927713658612","0.010783927713658612","0.010783927713658612"
"78","0.010849775964083435","0.010849775964083435","0.010849775964083435"
"79","0.010905937249314636","0.010905937249314636","0.010905937249314636"
"80","0.010870187223881894","0.010870187223881894","0.010870187223881894"
"81","0.010776283679712065","0.010776283679712065","0.010776283679712065"
"84","0.010860611905077575","0.010860611905077575","0.010860611905077575"
"85","0.010851704645509677","0.010851704645509677","0.010851704645509677"
"86","0.010790642180689258","0.010790642180689258","0.010790642180689258"
"87","0.010765364852087215","0.010765364852087215","0.010765364852087215"
"88","0.01077190888010933","0.01077190888010933","0.01077190888010933"
"91","0.010738355960841136","0.010738355960841136","0.010738355960841136"
"92","0.010789290284506623","0.010789290284506623","0.010789290284506623"
"93","0.010771929551183486","0.010771929551183486","0.010771929551183486"
"94","0.01076575566234558","0.01076575566234558","0.01076575566234558"
"95","0.010829146202217655","0.010829146202217655","0.010829146202217655"
"98","0.010793480438471432","0.010793480438471432","0.010793480438471432"
"99","0.010807744192400017","0.010807744192400017","0.010807744192400017"
"100","0.010851625529606676","0.010851625529606676","0.010851625529606676"
"101","0.010753695728530358","0.010753695728530358","0.010753695728530358"
"102","0.010847512697730592","0.010847512697730592","0.010847512697730592"
"105","0.010800958460837513","0.010800958460837513","0.010800958460837513"
"106","0.010724235685103719","0.010724235685103719","0.010724235685103719"
"107","0.010786739022990982","0.010786739022990982","0.010786739022990982"
"108","0.010779081318290104","0.010779081318290104","0.010779081318290104"
"109","0.010774280969770102","0.010774280969770102","0.010774280969770102"
"112","0.010751047147011493","0.010751047147011493","0.010751047147011493"
"113","0.010757957882794489","0.010757957882794489","0.010757957882794489"
"114","0.01066482082628102","0.01066482082628102","0.01066482082628102"
"115","0.010766412601172603","0.010766412601172603","0.010766412601172603"
"116","0.010694567264976949","0.010694567264976949","0.010694567264976949"
"119","0.010785726934709621","0.010785726934709621","0.010785726934709621"
"120","0.010715315943396777","0.010715315943396777","0.010715315943396777"
"121","0.010675936778298263","0.010675936778298263","0.010675936778298263"
"122","0.010709061533987464","0.010709061533987464","0.010709061533987464"
"123","0.010792711691465229","0.010792711691465229","0.010792711691465229"
"126","0.010700099616131461","0.010700099616131461","0.010700099616131461"
"127","0.010666102962719264","0.010666102962719264","0.010666102962719264"
"128","0.010706510604887228","0.010706510604887228","0.010706510604887228"
"129","0.010624459115363413","0.010624459115363413","0.010624459115363413"
