"Step","unet2d_25d_fold3 - train/total","unet2d_25d_fold3 - train/total__MIN","unet2d_25d_fold3 - train/total__MAX"
"0","0.3340824247956931","0.3340824247956931","0.3340824247956931"
"1","0.28777409482690275","0.28777409482690275","0.28777409482690275"
"2","0.2688250495161105","0.2688250495161105","0.2688250495161105"
"3","0.2586289395157337","0.2586289395157337","0.2586289395157337"
"4","0.25186049590244874","0.25186049590244874","0.25186049590244874"
"7","0.2476323361376547","0.2476323361376547","0.2476323361376547"
"8","0.24372458985367146","0.24372458985367146","0.24372458985367146"
"9","0.24051724249094106","0.24051724249094106","0.24051724249094106"
"10","0.23802333450932853","0.23802333450932853","0.23802333450932853"
"11","0.23544377452885118","0.23544377452885118","0.23544377452885118"
"14","0.2331181027632884","0.2331181027632884","0.2331181027632884"
"15","0.23130211800711267","0.23130211800711267","0.23130211800711267"
"16","0.22958120184760025","0.22958120184760025","0.22958120184760025"
"17","0.22748901038443428","0.22748901038443428","0.22748901038443428"
"18","0.22530387550106834","0.22530387550106834","0.22530387550106834"
"21","0.22474392682524535","0.22474392682524535","0.22474392682524535"
"22","0.2227328679241711","0.2227328679241711","0.2227328679241711"
"23","0.22107795464013152","0.22107795464013152","0.22107795464013152"
"24","0.21940104887591516","0.21940104887591516","0.21940104887591516"
"25","0.2182167481790466","0.2182167481790466","0.2182167481790466"
"28","0.21726762250937523","0.21726762250937523","0.21726762250937523"
"29","0.21559206229749034","0.21559206229749034","0.21559206229749034"
"30","0.21347331043740886","0.21347331043740886","0.21347331043740886"
"31","0.2128956008835615","0.2128956008835615","0.2128956008835615"
"32","0.21179448981693694","0.21179448981693694","0.21179448981693694"
"35","0.21006611760663293","0.21006611760663293","0.21006611760663293"
"36","0.20823096159098192","0.20823096159098192","0.20823096159098192"
"37","0.20702738465516765","0.20702738465516765","0.20702738465516765"
"38","0.20662150018189204","0.20662150018189204","0.20662150018189204"
"39","0.20461345406071457","0.20461345406071457","0.20461345406071457"
"42","0.20262917192323002","0.20262917192323002","0.20262917192323002"
"43","0.20150185814606333","0.20150185814606333","0.20150185814606333"
"44","0.20036463628434928","0.20036463628434928","0.20036463628434928"
"45","0.19872614562300828","0.19872614562300828","0.19872614562300828"
"46","0.1971464508871647","0.1971464508871647","0.1971464508871647"
"49","0.19590927318504944","0.19590927318504944","0.19590927318504944"
"50","0.19390879283375045","0.19390879283375045","0.19390879283375045"
"51","0.19223312824280017","0.19223312824280017","0.19223312824280017"
"52","0.19116461887797703","0.19116461887797703","0.19116461887797703"
"53","0.18989213149296943","0.18989213149296943","0.18989213149296943"
"56","0.1875698990435356","0.1875698990435356","0.1875698990435356"
"57","0.18670607071178283","0.18670607071178283","0.18670607071178283"
"58","0.1841798145565324","0.1841798145565324","0.1841798145565324"
"59","0.18303594263186396","0.18303594263186396","0.18303594263186396"
"60","0.18113191553925737","0.18113191553925737","0.18113191553925737"
"63","0.1795054141872295","0.1795054141872295","0.1795054141872295"
"64","0.17766354596560427","0.17766354596560427","0.17766354596560427"
"65","0.17653639153052672","0.17653639153052672","0.17653639153052672"
"66","0.17491847959584378","0.17491847959584378","0.17491847959584378"
"67","0.17353368046520548","0.17353368046520548","0.17353368046520548"
"70","0.17137936758872782","0.17137936758872782","0.17137936758872782"
"71","0.1699235493885474","0.1699235493885474","0.1699235493885474"
"72","0.16854897363701543","0.16854897363701543","0.16854897363701543"
"73","0.1669034243857142","0.1669034243857142","0.1669034243857142"
"74","0.16519822794936734","0.16519822794936734","0.16519822794936734"
"77","0.16360102725241948","0.16360102725241948","0.16360102725241948"
"78","0.16208432705339423","0.16208432705339423","0.16208432705339423"
"79","0.16083906860426098","0.16083906860426098","0.16083906860426098"
