"Step","unet2d_25d_fold2 - train/total","unet2d_25d_fold2 - train/total__MIN","unet2d_25d_fold2 - train/total__MAX"
"0","0.32780180350383437","0.32780180350383437","0.32780180350383437"
"1","0.285264837674782","0.285264837674782","0.285264837674782"
"2","0.26614059065477724","0.26614059065477724","0.26614059065477724"
"3","0.25565166491322555","0.25565166491322555","0.25565166491322555"
"4","0.24950890468466305","0.24950890468466305","0.24950890468466305"
"7","0.24556177370177323","0.24556177370177323","0.24556177370177323"
"8","0.24166256236878395","0.24166256236878395","0.24166256236878395"
"9","0.23868035147159766","0.23868035147159766","0.23868035147159766"
"10","0.2360783231249644","0.2360783231249644","0.2360783231249644"
"11","0.23376827214037135","0.23376827214037135","0.23376827214037135"
"14","0.23250376069644893","0.23250376069644893","0.23250376069644893"
"15","0.22997384505845797","0.22997384505845797","0.22997384505845797"
"16","0.22818282462962686","0.22818282462962686","0.22818282462962686"
"17","0.2260746414596379","0.2260746414596379","0.2260746414596379"
"18","0.2241323896204422","0.2241323896204422","0.2241323896204422"
"21","0.22344021994161278","0.22344021994161278","0.22344021994161278"
"22","0.2215863246915392","0.2215863246915392","0.2215863246915392"
"23","0.22046451974084233","0.22046451974084233","0.22046451974084233"
"24","0.21925323834012167","0.21925323834012167","0.21925323834012167"
"25","0.21741718452737288","0.21741718452737288","0.21741718452737288"
"28","0.21697357352932373","0.21697357352932373","0.21697357352932373"
"29","0.21544515437313488","0.21544515437313488","0.21544515437313488"
"30","0.21419631644879303","0.21419631644879303","0.21419631644879303"
"31","0.21287365310521042","0.21287365310521042","0.21287365310521042"
"32","0.21113941030697114","0.21113941030697114","0.21113941030697114"
"35","0.21033889505348793","0.21033889505348793","0.21033889505348793"
"36","0.2089513734055942","0.2089513734055942","0.2089513734055942"
"37","0.20777707104142865","0.20777707104142865","0.20777707104142865"
"38","0.20582786989990629","0.20582786989990629","0.20582786989990629"
"39","0.20410492017777698","0.20410492017777698","0.20410492017777698"
"42","0.20296675922411062","0.20296675922411062","0.20296675922411062"
"43","0.2017389667098303","0.2017389667098303","0.2017389667098303"
"44","0.2006404753344283","0.2006404753344283","0.2006404753344283"
"45","0.19858503362451865","0.19858503362451865","0.19858503362451865"
"46","0.1977410433416614","0.1977410433416614","0.1977410433416614"
"49","0.19645512939782525","0.19645512939782525","0.19645512939782525"
"50","0.19532171590016778","0.19532171590016778","0.19532171590016778"
"51","0.19347848532076217","0.19347848532076217","0.19347848532076217"
"52","0.19239556517473871","0.19239556517473871","0.19239556517473871"
"53","0.19095420489368373","0.19095420489368373","0.19095420489368373"
"56","0.18976623637058612","0.18976623637058612","0.18976623637058612"
"57","0.18791493174206253","0.18791493174206253","0.18791493174206253"
"58","0.18582209174078387","0.18582209174078387","0.18582209174078387"
"59","0.18510340286560956","0.18510340286560956","0.18510340286560956"
"60","0.18314124224980866","0.18314124224980866","0.18314124224980866"
"63","0.18084433156479363","0.18084433156479363","0.18084433156479363"
"64","0.18004850607635106","0.18004850607635106","0.18004850607635106"
"65","0.17868099194858406","0.17868099194858406","0.17868099194858406"
"66","0.17692536940750778","0.17692536940750778","0.17692536940750778"
"67","0.1752870796405056","0.1752870796405056","0.1752870796405056"
"70","0.17344582751539123","0.17344582751539123","0.17344582751539123"
"71","0.17148026382284506","0.17148026382284506","0.17148026382284506"
"72","0.1709152740865596","0.1709152740865596","0.1709152740865596"
"73","0.16898463402315245","0.16898463402315245","0.16898463402315245"
"74","0.16802253106612633","0.16802253106612633","0.16802253106612633"
"77","0.16630640647386852","0.16630640647386852","0.16630640647386852"
"78","0.1648696255463735","0.1648696255463735","0.1648696255463735"
"79","0.16327697755568416","0.16327697755568416","0.16327697755568416"
"80","0.16206714145824633","0.16206714145824633","0.16206714145824633"
"81","0.16049016355491313","0.16049016355491313","0.16049016355491313"
"84","0.15952098458174274","0.15952098458174274","0.15952098458174274"
"85","0.15770234750208323","0.15770234750208323","0.15770234750208323"
"86","0.15690432608914937","0.15690432608914937","0.15690432608914937"
"87","0.1554895675680992","0.1554895675680992","0.1554895675680992"
"88","0.15430489438868433","0.15430489438868433","0.15430489438868433"
"91","0.15374407541014093","0.15374407541014093","0.15374407541014093"
"92","0.15189081863035428","0.15189081863035428","0.15189081863035428"
"93","0.15125265778379549","0.15125265778379549","0.15125265778379549"
"94","0.1501192781075456","0.1501192781075456","0.1501192781075456"
"95","0.1490761996810042","0.1490761996810042","0.1490761996810042"
"98","0.14846883256885055","0.14846883256885055","0.14846883256885055"
"99","0.14745746711287247","0.14745746711287247","0.14745746711287247"
"100","0.14660171760271673","0.14660171760271673","0.14660171760271673"
"101","0.14553320127194874","0.14553320127194874","0.14553320127194874"
"102","0.1447382737410395","0.1447382737410395","0.1447382737410395"
"105","0.14422123976737086","0.14422123976737086","0.14422123976737086"
"106","0.14330162983132552","0.14330162983132552","0.14330162983132552"
"107","0.14290803899503735","0.14290803899503735","0.14290803899503735"
"108","0.1425531200116861","0.1425531200116861","0.1425531200116861"
"109","0.14168417576824383","0.14168417576824383","0.14168417576824383"
"112","0.1413537610694037","0.1413537610694037","0.1413537610694037"
"113","0.1407177882724662","0.1407177882724662","0.1407177882724662"
"114","0.14026088531251174","0.14026088531251174","0.14026088531251174"
"115","0.14012016220539517","0.14012016220539517","0.14012016220539517"
"116","0.139274909430404","0.139274909430404","0.139274909430404"
"119","0.13918637699008338","0.13918637699008338","0.13918637699008338"
"120","0.13860782448005537","0.13860782448005537","0.13860782448005537"
"121","0.13835818954176632","0.13835818954176632","0.13835818954176632"
"122","0.13820720384090615","0.13820720384090615","0.13820720384090615"
"123","0.13813711515465593","0.13813711515465593","0.13813711515465593"
"126","0.13789865206307395","0.13789865206307395","0.13789865206307395"
"127","0.13750635933954772","0.13750635933954772","0.13750635933954772"
"128","0.13722143367064094","0.13722143367064094","0.13722143367064094"
"129","0.13738528160768362","0.13738528160768362","0.13738528160768362"
"130","0.13727852293744014","0.13727852293744014","0.13727852293744014"
"133","0.13672882401677844","0.13672882401677844","0.13672882401677844"
"134","0.13695124087457905","0.13695124087457905","0.13695124087457905"
"135","0.13682752837975548","0.13682752837975548","0.13682752837975548"
"136","0.13687626673036243","0.13687626673036243","0.13687626673036243"
"137","0.1368307989353128","0.1368307989353128","0.1368307989353128"
