"Step","unet2d_25d_fold3 - train/mae","unet2d_25d_fold3 - train/mae__MIN","unet2d_25d_fold3 - train/mae__MAX"
"112","0.04085296136555622","0.04085296136555622","0.04085296136555622"
"113","0.04069708986994001","0.04069708986994001","0.04069708986994001"
"114","0.04061628092251481","0.04061628092251481","0.04061628092251481"
"115","0.04055493576419227","0.04055493576419227","0.04055493576419227"
"116","0.04044202085464468","0.04044202085464468","0.04044202085464468"
"119","0.04040402450796596","0.04040402450796596","0.04040402450796596"
"120","0.04029441362595706","0.04029441362595706","0.04029441362595706"
"121","0.0402227801943222","0.0402227801943222","0.0402227801943222"
"122","0.040086026998945416","0.040086026998945416","0.040086026998945416"
"123","0.040056490051568513","0.040056490051568513","0.040056490051568513"
"126","0.040105998282795055","0.040105998282795055","0.040105998282795055"
"127","0.03997777680993302","0.03997777680993302","0.03997777680993302"
"128","0.039984884357769486","0.039984884357769486","0.039984884357769486"
"129","0.03997342192546311","0.03997342192546311","0.03997342192546311"
"130","0.03992597446610554","0.03992597446610554","0.03992597446610554"
"133","0.03984558752701008","0.03984558752701008","0.03984558752701008"
"134","0.03986918446463454","0.03986918446463454","0.03986918446463454"
"135","0.0398372604365782","0.0398372604365782","0.0398372604365782"
"136","0.03983284751575661","0.03983284751575661","0.03983284751575661"
"137","0.03982320841669475","0.03982320841669475","0.03982320841669475"
