"Step","unet2d_25d_fold3 - train/mae","unet2d_25d_fold3 - train/mae__MIN","unet2d_25d_fold3 - train/mae__MAX"
"0","0.08866067107695198","0.08866067107695198","0.08866067107695198"
"1","0.0770230361592854","0.0770230361592854","0.0770230361592854"
"2","0.07173370472497398","0.07173370472497398","0.07173370472497398"
"3","0.06917751392859324","0.06917751392859324","0.06917751392859324"
"4","0.06737686866147698","0.06737686866147698","0.06737686866147698"
"7","0.06639817464529216","0.06639817464529216","0.06639817464529216"
"8","0.06543420200189703","0.06543420200189703","0.06543420200189703"
"9","0.06468156026950538","0.06468156026950538","0.06468156026950538"
"10","0.06400687655768221","0.06400687655768221","0.06400687655768221"
"11","0.06346724192349698","0.06346724192349698","0.06346724192349698"
"14","0.0627839902527762","0.0627839902527762","0.0627839902527762"
"15","0.06231008375646392","0.06231008375646392","0.06231008375646392"
"16","0.06193575563372165","0.06193575563372165","0.06193575563372165"
"17","0.06131669783158119","0.06131669783158119","0.06131669783158119"
"18","0.06076784473180209","0.06076784473180209","0.06076784473180209"
"21","0.060712299529063755","0.060712299529063755","0.060712299529063755"
"22","0.060231805841932474","0.060231805841932474","0.060231805841932474"
"23","0.05970483990572612","0.05970483990572612","0.05970483990572612"
"24","0.05930864849593308","0.05930864849593308","0.05930864849593308"
"25","0.05905150767952543","0.05905150767952543","0.05905150767952543"
"28","0.05877827615508226","0.05877827615508226","0.05877827615508226"
"29","0.05837865300150387","0.05837865300150387","0.05837865300150387"
"30","0.0578346542592084","0.0578346542592084","0.0578346542592084"
"31","0.05773459624719938","0.05773459624719938","0.05773459624719938"
"32","0.05740882354431238","0.05740882354431238","0.05740882354431238"
"35","0.05700904853542529","0.05700904853542529","0.05700904853542529"
"36","0.05654980351254022","0.05654980351254022","0.05654980351254022"
"37","0.05625727014673905","0.05625727014673905","0.05625727014673905"
"38","0.05619720780097963","0.05619720780097963","0.05619720780097963"
"39","0.05565952401956332","0.05565952401956332","0.05565952401956332"
"42","0.05520756552006843","0.05520756552006843","0.05520756552006843"
"43","0.05496586706455684","0.05496586706455684","0.05496586706455684"
"44","0.054626319729651734","0.054626319729651734","0.054626319729651734"
"45","0.054276133405536844","0.054276133405536844","0.054276133405536844"
"46","0.05390786012275562","0.05390786012275562","0.05390786012275562"
"49","0.05361842285383904","0.05361842285383904","0.05361842285383904"
"50","0.05313157049765716","0.05313157049765716","0.05313157049765716"
"51","0.05278627867040725","0.05278627867040725","0.05278627867040725"
"52","0.052480905374909174","0.052480905374909174","0.052480905374909174"
"53","0.05222828514928098","0.05222828514928098","0.05222828514928098"
"56","0.051718605201417876","0.051718605201417876","0.051718605201417876"
"57","0.05148163306134492","0.05148163306134492","0.05148163306134492"
"58","0.050949031210672305","0.050949031210672305","0.050949031210672305"
"59","0.050706990245286514","0.050706990245286514","0.050706990245286514"
"60","0.05023133514165984","0.05023133514165984","0.05023133514165984"
"63","0.04992177437012412","0.04992177437012412","0.04992177437012412"
"64","0.04945688335715695","0.04945688335715695","0.04945688335715695"
"65","0.04924160411232562","0.04924160411232562","0.04924160411232562"
"66","0.048866376100882486","0.048866376100882486","0.048866376100882486"
"67","0.0485257621741922","0.0485257621741922","0.0485257621741922"
"70","0.04805450223592517","0.04805450223592517","0.04805450223592517"
"71","0.047759393959561774","0.047759393959561774","0.047759393959561774"
"72","0.04750156111087947","0.04750156111087947","0.04750156111087947"
"73","0.04714711085890654","0.04714711085890654","0.04714711085890654"
"74","0.0467601748652139","0.0467601748652139","0.0467601748652139"
"77","0.04637302438979716","0.04637302438979716","0.04637302438979716"
"78","0.04604538994675636","0.04604538994675636","0.04604538994675636"
"79","0.045794916707798575","0.045794916707798575","0.045794916707798575"
"80","0.04545988081096959","0.04545988081096959","0.04545988081096959"
"81","0.04519506836983565","0.04519506836983565","0.04519506836983565"
"84","0.04494819514786888","0.04494819514786888","0.04494819514786888"
"85","0.04455774833390092","0.04455774833390092","0.04455774833390092"
"86","0.044283429148281886","0.044283429148281886","0.044283429148281886"
"87","0.044064404809658064","0.044064404809658064","0.044064404809658064"
"88","0.04375210777327307","0.04375210777327307","0.04375210777327307"
"91","0.043510672490068236","0.043510672490068236","0.043510672490068236"
"92","0.04330343014001554","0.04330343014001554","0.04330343014001554"
"93","0.04313716817095811","0.04313716817095811","0.04313716817095811"
"94","0.04286172538725158","0.04286172538725158","0.04286172538725158"
"95","0.04267057525246318","0.04267057525246318","0.04267057525246318"
"98","0.04247963023132491","0.04247963023132491","0.04247963023132491"
"99","0.04220391610548819","0.04220391610548819","0.04220391610548819"
"100","0.04209158341186417","0.04209158341186417","0.04209158341186417"
"101","0.041882136107532476","0.041882136107532476","0.041882136107532476"
"102","0.041673271844772715","0.041673271844772715","0.041673271844772715"
"105","0.04151979155698078","0.04151979155698078","0.04151979155698078"
"106","0.04134951387160916","0.04134951387160916","0.04134951387160916"
"107","0.04118834629407702","0.04118834629407702","0.04118834629407702"
"108","0.041138797114275226","0.041138797114275226","0.041138797114275226"
"109","0.0409755172499744","0.0409755172499744","0.0409755172499744"
