"Step","swin_unetr_fold3 - train/total","swin_unetr_fold3 - train/total__MIN","swin_unetr_fold3 - train/total__MAX"
"0","0.11838522588443937","0.11838522588443937","0.11838522588443937"
"1","0.10201481069572929","0.10201481069572929","0.10201481069572929"
"2","0.09990860928718974","0.09990860928718974","0.09990860928718974"
"3","0.09678048454828513","0.09678048454828513","0.09678048454828513"
"4","0.09500365496912798","0.09500365496912798","0.09500365496912798"
"7","0.09485633544760634","0.09485633544760634","0.09485633544760634"
"8","0.09454919111192805","0.09454919111192805","0.09454919111192805"
"9","0.09146883420959984","0.09146883420959984","0.09146883420959984"
"10","0.09129968215359403","0.09129968215359403","0.09129968215359403"
"11","0.09044349945067845","0.09044349945067845","0.09044349945067845"
"14","0.09034948499740522","0.09034948499740522","0.09034948499740522"
"15","0.08877084741557971","0.08877084741557971","0.08877084741557971"
"16","0.08889544547231744","0.08889544547231744","0.08889544547231744"
"17","0.08729343199710207","0.08729343199710207","0.08729343199710207"
"18","0.08711294107135402","0.08711294107135402","0.08711294107135402"
"21","0.08687934708292747","0.08687934708292747","0.08687934708292747"
"22","0.08649540488602148","0.08649540488602148","0.08649540488602148"
"23","0.08550727229613658","0.08550727229613658","0.08550727229613658"
"24","0.08498846063567386","0.08498846063567386","0.08498846063567386"
"25","0.08551934303023871","0.08551934303023871","0.08551934303023871"
"28","0.08473226989339835","0.08473226989339835","0.08473226989339835"
"29","0.08471151367061194","0.08471151367061194","0.08471151367061194"
"30","0.08394699805208983","0.08394699805208983","0.08394699805208983"
"31","0.08363648275512856","0.08363648275512856","0.08363648275512856"
"32","0.0836698404949794","0.0836698404949794","0.0836698404949794"
"35","0.08304374021242653","0.08304374021242653","0.08304374021242653"
"36","0.0823298491744755","0.0823298491744755","0.0823298491744755"
"37","0.0827747993422652","0.0827747993422652","0.0827747993422652"
"38","0.0821365351053498","0.0821365351053498","0.0821365351053498"
"39","0.08223384433123233","0.08223384433123233","0.08223384433123233"
"42","0.08197606433400197","0.08197606433400197","0.08197606433400197"
"43","0.08106715761157271","0.08106715761157271","0.08106715761157271"
"44","0.08112067272725715","0.08112067272725715","0.08112067272725715"
"45","0.0806151600041654","0.0806151600041654","0.0806151600041654"
"46","0.0814321311854518","0.0814321311854518","0.0814321311854518"
"49","0.08072983061182705","0.08072983061182705","0.08072983061182705"
"50","0.08047448878214729","0.08047448878214729","0.08047448878214729"
"51","0.08027444065087846","0.08027444065087846","0.08027444065087846"
"52","0.07991309163812346","0.07991309163812346","0.07991309163812346"
"53","0.07994147123201684","0.07994147123201684","0.07994147123201684"
"56","0.08004177222832973","0.08004177222832973","0.08004177222832973"
"57","0.07942719402628474","0.07942719402628474","0.07942719402628474"
"58","0.07937700570345761","0.07937700570345761","0.07937700570345761"
"59","0.07969238931116031","0.07969238931116031","0.07969238931116031"
"60","0.07871919825671092","0.07871919825671092","0.07871919825671092"
"63","0.07870496071364176","0.07870496071364176","0.07870496071364176"
"64","0.07818840070804642","0.07818840070804642","0.07818840070804642"
"65","0.07829151468323323","0.07829151468323323","0.07829151468323323"
"66","0.07817972041807313","0.07817972041807313","0.07817972041807313"
"67","0.07814387419737763","0.07814387419737763","0.07814387419737763"
"70","0.07802463757360986","0.07802463757360986","0.07802463757360986"
"71","0.07826365364743618","0.07826365364743618","0.07826365364743618"
"72","0.0778097581051966","0.0778097581051966","0.0778097581051966"
"73","0.07732388632951333","0.07732388632951333","0.07732388632951333"
"74","0.077890665334756","0.077890665334756","0.077890665334756"
"77","0.07699921193128335","0.07699921193128335","0.07699921193128335"
"78","0.07709286115524513","0.07709286115524513","0.07709286115524513"
"79","0.07752053157203141","0.07752053157203141","0.07752053157203141"
"80","0.07675906037584905","0.07675906037584905","0.07675906037584905"
"81","0.0770940339013222","0.0770940339013222","0.0770940339013222"
"84","0.07697310057804632","0.07697310057804632","0.07697310057804632"
"85","0.07608082967751999","0.07608082967751999","0.07608082967751999"
"86","0.07632361303966645","0.07632361303966645","0.07632361303966645"
"87","0.07575801660791522","0.07575801660791522","0.07575801660791522"
"88","0.07552082965464268","0.07552082965464268","0.07552082965464268"
"91","0.07644488780857839","0.07644488780857839","0.07644488780857839"
"92","0.07605411799133757","0.07605411799133757","0.07605411799133757"
"93","0.07610221166409085","0.07610221166409085","0.07610221166409085"
"94","0.07576899533662905","0.07576899533662905","0.07576899533662905"
"95","0.07538294879876511","0.07538294879876511","0.07538294879876511"
"98","0.07595176340863269","0.07595176340863269","0.07595176340863269"
"99","0.0753115270986799","0.0753115270986799","0.0753115270986799"
"100","0.07531688186253539","0.07531688186253539","0.07531688186253539"
"101","0.07499967515569173","0.07499967515569173","0.07499967515569173"
"102","0.07478880981429929","0.07478880981429929","0.07478880981429929"
"105","0.07428446348472931","0.07428446348472931","0.07428446348472931"
"106","0.07458897643686387","0.07458897643686387","0.07458897643686387"
"107","0.07520351298937884","0.07520351298937884","0.07520351298937884"
"108","0.07454853620758324","0.07454853620758324","0.07454853620758324"
"109","0.07469885646351503","0.07469885646351503","0.07469885646351503"
"112","0.0749164496922612","0.0749164496922612","0.0749164496922612"
"113","0.07450328166868143","0.07450328166868143","0.07450328166868143"
"114","0.07399897164610852","0.07399897164610852","0.07399897164610852"
"115","0.07415558789911042","0.07415558789911042","0.07415558789911042"
"116","0.07392849181587637","0.07392849181587637","0.07392849181587637"
"119","0.07380559889209451","0.07380559889209451","0.07380559889209451"
"120","0.07342124340218968","0.07342124340218968","0.07342124340218968"
"121","0.07388881182088869","0.07388881182088869","0.07388881182088869"
"122","0.07354530584988371","0.07354530584988371","0.07354530584988371"
"123","0.07426374823711893","0.07426374823711893","0.07426374823711893"
"126","0.0735982731326642","0.0735982731326642","0.0735982731326642"
"127","0.07310991430278972","0.07310991430278972","0.07310991430278972"
"128","0.0737083112513224","0.0737083112513224","0.0737083112513224"
"129","0.07329571608264908","0.07329571608264908","0.07329571608264908"
"130","0.07393431530251585","0.07393431530251585","0.07393431530251585"
"133","0.07377440774698639","0.07377440774698639","0.07377440774698639"
"134","0.07360054828331164","0.07360054828331164","0.07360054828331164"
"135","0.07276434856054592","0.07276434856054592","0.07276434856054592"
"136","0.07330102948612709","0.07330102948612709","0.07330102948612709"
"137","0.07284356982469334","0.07284356982469334","0.07284356982469334"
"140","0.07242005412239524","0.07242005412239524","0.07242005412239524"
"141","0.0724688268712416","0.0724688268712416","0.0724688268712416"
"142","0.07301816850051798","0.07301816850051798","0.07301816850051798"
"143","0.07264054210184717","0.07264054210184717","0.07264054210184717"
"144","0.07262852436462598","0.07262852436462598","0.07262852436462598"
"147","0.07290714918826878","0.07290714918826878","0.07290714918826878"
"148","0.07262782507010818","0.07262782507010818","0.07262782507010818"
"149","0.07235224114743023","0.07235224114743023","0.07235224114743023"
"150","0.07215323012481095","0.07215323012481095","0.07215323012481095"
"151","0.07249930178139109","0.07249930178139109","0.07249930178139109"
"154","0.07250616962761974","0.07250616962761974","0.07250616962761974"
"155","0.07272043958714647","0.07272043958714647","0.07272043958714647"
"156","0.07203886384691552","0.07203886384691552","0.07203886384691552"
"157","0.0725223633267597","0.0725223633267597","0.0725223633267597"
"158","0.07285861491344338","0.07285861491344338","0.07285861491344338"
"161","0.07200159878645004","0.07200159878645004","0.07200159878645004"
