"Step","dynunet_fold0 - train/total","dynunet_fold0 - train/total__MIN","dynunet_fold0 - train/total__MAX"
"0","0.20044704302097166","0.20044704302097166","0.20044704302097166"
"1","0.17113915898986323","0.17113915898986323","0.17113915898986323"
"2","0.16152685536353878","0.16152685536353878","0.16152685536353878"
"3","0.15620302066239186","0.15620302066239186","0.15620302066239186"
"4","0.15061647529225974","0.15061647529225974","0.15061647529225974"
"7","0.14640521275855245","0.14640521275855245","0.14640521275855245"
"8","0.14466614833553182","0.14466614833553182","0.14466614833553182"
"9","0.14167042719341363","0.14167042719341363","0.14167042719341363"
"10","0.1407651565827881","0.1407651565827881","0.1407651565827881"
"11","0.1376188942926706","0.1376188942926706","0.1376188942926706"
"14","0.13619555015866827","0.13619555015866827","0.13619555015866827"
"15","0.13539214733004312","0.13539214733004312","0.13539214733004312"
"16","0.1342782542851322","0.1342782542851322","0.1342782542851322"
"17","0.13315514564711714","0.13315514564711714","0.13315514564711714"
"18","0.13197338876407191","0.13197338876407191","0.13197338876407191"
"21","0.1312011783394269","0.1312011783394269","0.1312011783394269"
"22","0.13017158178427132","0.13017158178427132","0.13017158178427132"
"23","0.13033505152806124","0.13033505152806124","0.13033505152806124"
"24","0.1297896394729856","0.1297896394729856","0.1297896394729856"
"25","0.12826399201954597","0.12826399201954597","0.12826399201954597"
"28","0.1283431020928184","0.1283431020928184","0.1283431020928184"
"29","0.12756364761742872","0.12756364761742872","0.12756364761742872"
"30","0.12781367273557753","0.12781367273557753","0.12781367273557753"
"31","0.1266406884868488","0.1266406884868488","0.1266406884868488"
"32","0.1255239362030157","0.1255239362030157","0.1255239362030157"
"35","0.1255728100120086","0.1255728100120086","0.1255728100120086"
"36","0.12514994736509882","0.12514994736509882","0.12514994736509882"
"37","0.12480921220050488","0.12480921220050488","0.12480921220050488"
"38","0.12286777769566162","0.12286777769566162","0.12286777769566162"
"39","0.12324514002962546","0.12324514002962546","0.12324514002962546"
"42","0.12330055550885793","0.12330055550885793","0.12330055550885793"
"43","0.12396074733918622","0.12396074733918622","0.12396074733918622"
"44","0.12209193810449663","0.12209193810449663","0.12209193810449663"
"45","0.1221903723113247","0.1221903723113247","0.1221903723113247"
"46","0.12226173383873198","0.12226173383873198","0.12226173383873198"
"49","0.1231178554980431","0.1231178554980431","0.1231178554980431"
"50","0.12248867811046509","0.12248867811046509","0.12248867811046509"
"51","0.12105998145295428","0.12105998145295428","0.12105998145295428"
"52","0.12128378838316832","0.12128378838316832","0.12128378838316832"
"53","0.12064810739870453","0.12064810739870453","0.12064810739870453"
"56","0.1201586424377122","0.1201586424377122","0.1201586424377122"
"57","0.12108170453789624","0.12108170453789624","0.12108170453789624"
"58","0.12098856857731874","0.12098856857731874","0.12098856857731874"
"59","0.12013299416577307","0.12013299416577307","0.12013299416577307"
"60","0.11870954727786251","0.11870954727786251","0.11870954727786251"
"63","0.11898436637603359","0.11898436637603359","0.11898436637603359"
"64","0.11986670538468601","0.11986670538468601","0.11986670538468601"
"65","0.12019181323491714","0.12019181323491714","0.12019181323491714"
"66","0.11893573371709619","0.11893573371709619","0.11893573371709619"
"67","0.11942907543933559","0.11942907543933559","0.11942907543933559"
"70","0.11916311806495185","0.11916311806495185","0.11916311806495185"
"71","0.11744034953931451","0.11744034953931451","0.11744034953931451"
"72","0.11863070214570408","0.11863070214570408","0.11863070214570408"
"73","0.11837535025148745","0.11837535025148745","0.11837535025148745"
"74","0.11806418802548861","0.11806418802548861","0.11806418802548861"
"77","0.1181287424884801","0.1181287424884801","0.1181287424884801"
"78","0.11734970565230154","0.11734970565230154","0.11734970565230154"
"79","0.11764083759359274","0.11764083759359274","0.11764083759359274"
"80","0.11656207076648807","0.11656207076648807","0.11656207076648807"
"81","0.11630237609696337","0.11630237609696337","0.11630237609696337"
"84","0.11668882023309281","0.11668882023309281","0.11668882023309281"
"85","0.11628449027269304","0.11628449027269304","0.11628449027269304"
"86","0.11613135962863956","0.11613135962863956","0.11613135962863956"
"87","0.11488437440318915","0.11488437440318915","0.11488437440318915"
"88","0.1145067009712001","0.1145067009712001","0.1145067009712001"
"91","0.11546121546151963","0.11546121546151963","0.11546121546151963"
"92","0.1153732791111615","0.1153732791111615","0.1153732791111615"
"93","0.1158755537338184","0.1158755537338184","0.1158755537338184"
"94","0.11484601306406483","0.11484601306406483","0.11484601306406483"
"95","0.1153066738677973","0.1153066738677973","0.1153066738677973"
"98","0.11475993598129972","0.11475993598129972","0.11475993598129972"
"99","0.11551945070127323","0.11551945070127323","0.11551945070127323"
"100","0.11503113206532417","0.11503113206532417","0.11503113206532417"
"101","0.1142984643755924","0.1142984643755924","0.1142984643755924"
"102","0.11406248294470178","0.11406248294470178","0.11406248294470178"
"105","0.11309962432420292","0.11309962432420292","0.11309962432420292"
"106","0.11342735950395594","0.11342735950395594","0.11342735950395594"
"107","0.113139030110349","0.113139030110349","0.113139030110349"
"108","0.11394386790950835","0.11394386790950835","0.11394386790950835"
"109","0.11320839391102071","0.11320839391102071","0.11320839391102071"
"112","0.1130227418576097","0.1130227418576097","0.1130227418576097"
"113","0.11357258407205537","0.11357258407205537","0.11357258407205537"
"114","0.11313170165597618","0.11313170165597618","0.11313170165597618"
"115","0.11334284337326175","0.11334284337326175","0.11334284337326175"
"116","0.1123364288057503","0.1123364288057503","0.1123364288057503"
"119","0.11212886837855368","0.11212886837855368","0.11212886837855368"
"120","0.11247554856445237","0.11247554856445237","0.11247554856445237"
"121","0.11306827894141858","0.11306827894141858","0.11306827894141858"
"122","0.11301388980183767","0.11301388980183767","0.11301388980183767"
"123","0.11231393682734146","0.11231393682734146","0.11231393682734146"
"126","0.11204413284882259","0.11204413284882259","0.11204413284882259"
"127","0.11255502291789754","0.11255502291789754","0.11255502291789754"
"128","0.11129607061262835","0.11129607061262835","0.11129607061262835"
"129","0.11193727290366667","0.11193727290366667","0.11193727290366667"
"130","0.1101355392030275","0.1101355392030275","0.1101355392030275"
"133","0.11101982527053653","0.11101982527053653","0.11101982527053653"
"134","0.1113903375092523","0.1113903375092523","0.1113903375092523"
"135","0.11032382107351894","0.11032382107351894","0.11032382107351894"
"136","0.11152544848467687","0.11152544848467687","0.11152544848467687"
"137","0.11078882861471215","0.11078882861471215","0.11078882861471215"
"140","0.11093610941303401","0.11093610941303401","0.11093610941303401"
"141","0.10989428702661228","0.10989428702661228","0.10989428702661228"
"142","0.1098930269930294","0.1098930269930294","0.1098930269930294"
"143","0.11066135951797619","0.11066135951797619","0.11066135951797619"
"144","0.11078475260586998","0.11078475260586998","0.11078475260586998"
"147","0.11041785029742818","0.11041785029742818","0.11041785029742818"
"148","0.1105130272897291","0.1105130272897291","0.1105130272897291"
"149","0.1097968494442989","0.1097968494442989","0.1097968494442989"
"150","0.10942258081677092","0.10942258081677092","0.10942258081677092"
"151","0.10976570911374894","0.10976570911374894","0.10976570911374894"
"154","0.10964854158364333","0.10964854158364333","0.10964854158364333"
"155","0.10962901675460852","0.10962901675460852","0.10962901675460852"
"156","0.10980786201120778","0.10980786201120778","0.10980786201120778"
"157","0.10954948239334864","0.10954948239334864","0.10954948239334864"
"158","0.10934991693503154","0.10934991693503154","0.10934991693503154"
"161","0.10958829130654857","0.10958829130654857","0.10958829130654857"
"162","0.10953714874335181","0.10953714874335181","0.10953714874335181"
"163","0.10903309606160823","0.10903309606160823","0.10903309606160823"
"164","0.10943196970945249","0.10943196970945249","0.10943196970945249"
"165","0.10923644571839247","0.10923644571839247","0.10923644571839247"
"168","0.10902465768440654","0.10902465768440654","0.10902465768440654"
"169","0.11007889050958089","0.11007889050958089","0.11007889050958089"
"170","0.10907366381780732","0.10907366381780732","0.10907366381780732"
"171","0.1087749547695991","0.1087749547695991","0.1087749547695991"
"172","0.10880856191965216","0.10880856191965216","0.10880856191965216"
"175","0.1082526471655316","0.1082526471655316","0.1082526471655316"
"176","0.10886984591642435","0.10886984591642435","0.10886984591642435"
"177","0.10896166534948232","0.10896166534948232","0.10896166534948232"
"178","0.1084607929632358","0.1084607929632358","0.1084607929632358"
"179","0.10879073141634593","0.10879073141634593","0.10879073141634593"
"182","0.10844600117600067","0.10844600117600067","0.10844600117600067"
"183","0.10827939002270694","0.10827939002270694","0.10827939002270694"
"184","0.10840175005312992","0.10840175005312992","0.10840175005312992"
"185","0.10793480879195776","0.10793480879195776","0.10793480879195776"
"186","0.10818713770985797","0.10818713770985797","0.10818713770985797"
"189","0.10780996257374749","0.10780996257374749","0.10780996257374749"
"190","0.1080465164112161","0.1080465164112161","0.1080465164112161"
"191","0.10800666716635163","0.10800666716635163","0.10800666716635163"
"192","0.10843021507088692","0.10843021507088692","0.10843021507088692"
"193","0.10830569173939107","0.10830569173939107","0.10830569173939107"
"196","0.10848854231402213","0.10848854231402213","0.10848854231402213"
"197","0.10896565149905103","0.10896565149905103","0.10896565149905103"
"198","0.10827348573794549","0.10827348573794549","0.10827348573794549"
"199","0.10800746605969418","0.10800746605969418","0.10800746605969418"
"200","0.10837217008098315","0.10837217008098315","0.10837217008098315"
"203","0.10833268000812822","0.10833268000812822","0.10833268000812822"
"204","0.10888957388263631","0.10888957388263631","0.10888957388263631"
"205","0.1077007145935355","0.1077007145935355","0.1077007145935355"
"206","0.10793417913726333","0.10793417913726333","0.10793417913726333"
"207","0.10917154492536213","0.10917154492536213","0.10917154492536213"
