"Step","dynunet_fold1 - train/total","dynunet_fold1 - train/total__MIN","dynunet_fold1 - train/total__MAX"
"0","0.19847763903858343","0.19847763903858343","0.19847763903858343"
"1","0.17137737230708203","0.17137737230708203","0.17137737230708203"
"2","0.1616458373640168","0.1616458373640168","0.1616458373640168"
"3","0.15496811062274946","0.15496811062274946","0.15496811062274946"
"4","0.15143103661616353","0.15143103661616353","0.15143103661616353"
"7","0.1468969957532111","0.1468969957532111","0.1468969957532111"
"8","0.14380657923653786","0.14380657923653786","0.14380657923653786"
"9","0.14228481851574598","0.14228481851574598","0.14228481851574598"
"10","0.13929665245486672","0.13929665245486672","0.13929665245486672"
"11","0.1385537563859449","0.1385537563859449","0.1385537563859449"
"14","0.1372368223844217","0.1372368223844217","0.1372368223844217"
"15","0.1364937374928716","0.1364937374928716","0.1364937374928716"
"16","0.133926416479164","0.133926416479164","0.133926416479164"
"17","0.13183072120660827","0.13183072120660827","0.13183072120660827"
"18","0.1320887612848184","0.1320887612848184","0.1320887612848184"
"21","0.13178116852393398","0.13178116852393398","0.13178116852393398"
"22","0.13177745032136318","0.13177745032136318","0.13177745032136318"
"23","0.1284423656056099","0.1284423656056099","0.1284423656056099"
"24","0.12952005720391943","0.12952005720391943","0.12952005720391943"
"25","0.12766004231198008","0.12766004231198008","0.12766004231198008"
"28","0.12753460890395785","0.12753460890395785","0.12753460890395785"
"29","0.12662655998876085","0.12662655998876085","0.12662655998876085"
"30","0.12703584747598606","0.12703584747598606","0.12703584747598606"
"31","0.12543195441518445","0.12543195441518445","0.12543195441518445"
"32","0.12522882145317474","0.12522882145317474","0.12522882145317474"
"35","0.12499727941323797","0.12499727941323797","0.12499727941323797"
"36","0.12465981756703871","0.12465981756703871","0.12465981756703871"
"37","0.12425254237358317","0.12425254237358317","0.12425254237358317"
"38","0.12344765666775502","0.12344765666775502","0.12344765666775502"
"39","0.12290881188723432","0.12290881188723432","0.12290881188723432"
"42","0.12283237038172169","0.12283237038172169","0.12283237038172169"
"43","0.12255460788290222","0.12255460788290222","0.12255460788290222"
"44","0.12301601469919925","0.12301601469919925","0.12301601469919925"
"45","0.12165714994887318","0.12165714994887318","0.12165714994887318"
"46","0.12265584292293434","0.12265584292293434","0.12265584292293434"
"49","0.12176462133652914","0.12176462133652914","0.12176462133652914"
"50","0.12081953202217043","0.12081953202217043","0.12081953202217043"
"51","0.12084564801861906","0.12084564801861906","0.12084564801861906"
"52","0.11893777240035466","0.11893777240035466","0.11893777240035466"
"53","0.11911654742071767","0.11911654742071767","0.11911654742071767"
"56","0.1183719777227964","0.1183719777227964","0.1183719777227964"
"57","0.11939278695313059","0.11939278695313059","0.11939278695313059"
"58","0.11951915240439373","0.11951915240439373","0.11951915240439373"
"59","0.11950588220472395","0.11950588220472395","0.11950588220472395"
"60","0.11876045880452185","0.11876045880452185","0.11876045880452185"
"63","0.11913047121732911","0.11913047121732911","0.11913047121732911"
"64","0.11913958537589872","0.11913958537589872","0.11913958537589872"
"65","0.11949685782504578","0.11949685782504578","0.11949685782504578"
"66","0.11710132959649547","0.11710132959649547","0.11710132959649547"
"67","0.11825953583128235","0.11825953583128235","0.11825953583128235"
"70","0.11732918916983748","0.11732918916983748","0.11732918916983748"
"71","0.11844810810407777","0.11844810810407777","0.11844810810407777"
"72","0.11698386209988684","0.11698386209988684","0.11698386209988684"
"73","0.11603766498135733","0.11603766498135733","0.11603766498135733"
"74","0.11643960311387976","0.11643960311387976","0.11643960311387976"
"77","0.11632716941175522","0.11632716941175522","0.11632716941175522"
"78","0.1167959842540614","0.1167959842540614","0.1167959842540614"
"79","0.1169934965371763","0.1169934965371763","0.1169934965371763"
"80","0.1167608648961918","0.1167608648961918","0.1167608648961918"
"81","0.1153839035897044","0.1153839035897044","0.1153839035897044"
"84","0.11532046156431432","0.11532046156431432","0.11532046156431432"
"85","0.11593611393269006","0.11593611393269006","0.11593611393269006"
"86","0.11504083565432272","0.11504083565432272","0.11504083565432272"
"87","0.11512437788769603","0.11512437788769603","0.11512437788769603"
"88","0.11520684660650242","0.11520684660650242","0.11520684660650242"
"91","0.11527431201899335","0.11527431201899335","0.11527431201899335"
"92","0.11487898593204039","0.11487898593204039","0.11487898593204039"
"93","0.11541698214061784","0.11541698214061784","0.11541698214061784"
"94","0.1129362245142718","0.1129362245142718","0.1129362245142718"
"95","0.11392119908564244","0.11392119908564244","0.11392119908564244"
"98","0.11337369804782592","0.11337369804782592","0.11337369804782592"
"99","0.112534462200131","0.112534462200131","0.112534462200131"
