"Step","round2_unet2d_fold0 - train/mae","round2_unet2d_fold0 - train/mae__MIN","round2_unet2d_fold0 - train/mae__MAX"
"0","0.0876475745547018","0.0876475745547018","0.0876475745547018"
"1","0.0758132065664756","0.0758132065664756","0.0758132065664756"
"2","0.0713562266444677","0.0713562266444677","0.0713562266444677"
"3","0.06896541040140414","0.06896541040140414","0.06896541040140414"
"4","0.06748190022629534","0.06748190022629534","0.06748190022629534"
"7","0.0659756952793643","0.0659756952793643","0.0659756952793643"
"8","0.06504399604440148","0.06504399604440148","0.06504399604440148"
"9","0.06467320007261021","0.06467320007261021","0.06467320007261021"
"10","0.06375805114730898","0.06375805114730898","0.06375805114730898"
"11","0.0631239001061252","0.0631239001061252","0.0631239001061252"
"14","0.06254033953790726","0.06254033953790726","0.06254033953790726"
"15","0.06199821863441246","0.06199821863441246","0.06199821863441246"
"16","0.06166959078540738","0.06166959078540738","0.06166959078540738"
"17","0.06127030328210634","0.06127030328210634","0.06127030328210634"
"18","0.0610444459412615","0.0610444459412615","0.0610444459412615"
"21","0.060564044387017194","0.060564044387017194","0.060564044387017194"
"22","0.06024322779959605","0.06024322779959605","0.06024322779959605"
"23","0.05968686552836078","0.05968686552836078","0.05968686552836078"
"24","0.059386309933859724","0.059386309933859724","0.059386309933859724"
"25","0.059115380336615175","0.059115380336615175","0.059115380336615175"
"28","0.058854361760463166","0.058854361760463166","0.058854361760463166"
"29","0.05874586552749627","0.05874586552749627","0.05874586552749627"
"30","0.05827621536056986","0.05827621536056986","0.05827621536056986"
"31","0.05782821535062884","0.05782821535062884","0.05782821535062884"
"32","0.05758692347978356","0.05758692347978356","0.05758692347978356"
"35","0.05732489980963379","0.05732489980963379","0.05732489980963379"
"36","0.056907432316158246","0.056907432316158246","0.056907432316158246"
"37","0.05661351546284415","0.05661351546284415","0.05661351546284415"
"38","0.05629939197124582","0.05629939197124582","0.05629939197124582"
"39","0.05603775307499314","0.05603775307499314","0.05603775307499314"
"42","0.05556513761784955","0.05556513761784955","0.05556513761784955"
"43","0.05531663926826282","0.05531663926826282","0.05531663926826282"
"44","0.05503815874575155","0.05503815874575155","0.05503815874575155"
"45","0.054756299921278305","0.054756299921278305","0.054756299921278305"
"46","0.05441815303160032","0.05441815303160032","0.05441815303160032"
"49","0.05394130634556234","0.05394130634556234","0.05394130634556234"
"50","0.05348519891198621","0.05348519891198621","0.05348519891198621"
"51","0.05329597779244125","0.05329597779244125","0.05329597779244125"
"52","0.0531650359823328","0.0531650359823328","0.0531650359823328"
"53","0.05267031364908567","0.05267031364908567","0.05267031364908567"
"56","0.052321533514591664","0.052321533514591664","0.052321533514591664"
"57","0.052097177996186045","0.052097177996186045","0.052097177996186045"
"58","0.051521226192047825","0.051521226192047825","0.051521226192047825"
"59","0.05130895078108598","0.05130895078108598","0.05130895078108598"
"60","0.050879596961154176","0.050879596961154176","0.050879596961154176"
"63","0.05058683677256225","0.05058683677256225","0.05058683677256225"
"64","0.050328083746429726","0.050328083746429726","0.050328083746429726"
"65","0.049884053949531715","0.049884053949531715","0.049884053949531715"
"66","0.04959998817068963","0.04959998817068963","0.04959998817068963"
"67","0.049344838610132453","0.049344838610132453","0.049344838610132453"
"70","0.049065419567726816","0.049065419567726816","0.049065419567726816"
"71","0.04856027726695059","0.04856027726695059","0.04856027726695059"
"72","0.0483639197074348","0.0483639197074348","0.0483639197074348"
"73","0.048009815416758944","0.048009815416758944","0.048009815416758944"
"74","0.04772557348101271","0.04772557348101271","0.04772557348101271"
"77","0.04742637070506929","0.04742637070506929","0.04742637070506929"
"78","0.04707818185733889","0.04707818185733889","0.04707818185733889"
"79","0.046763332833061104","0.046763332833061104","0.046763332833061104"
"80","0.046662785719505884","0.046662785719505884","0.046662785719505884"
"81","0.04630870559867545","0.04630870559867545","0.04630870559867545"
"84","0.046050305779022076","0.046050305779022076","0.046050305779022076"
"85","0.04575380133575366","0.04575380133575366","0.04575380133575366"
"86","0.04546602844286401","0.04546602844286401","0.04546602844286401"
"87","0.04524212358261757","0.04524212358261757","0.04524212358261757"
"88","0.04498263263868779","0.04498263263868779","0.04498263263868779"
"91","0.044820108267997684","0.044820108267997684","0.044820108267997684"
"92","0.04452828956259922","0.04452828956259922","0.04452828956259922"
"93","0.044348205254218086","0.044348205254218086","0.044348205254218086"
"94","0.04416003429474449","0.04416003429474449","0.04416003429474449"
"95","0.043946677067578425","0.043946677067578425","0.043946677067578425"
"98","0.043762550060913376","0.043762550060913376","0.043762550060913376"
"99","0.04354762847686238","0.04354762847686238","0.04354762847686238"
"100","0.043381265078564525","0.043381265078564525","0.043381265078564525"
"101","0.04327577659528953","0.04327577659528953","0.04327577659528953"
"102","0.043046885214215916","0.043046885214215916","0.043046885214215916"
"105","0.04292200783326515","0.04292200783326515","0.04292200783326515"
"106","0.042755722008247975","0.042755722008247975","0.042755722008247975"
