"Step","unet2d_25d_fold0 - train/total","unet2d_25d_fold0 - train/total__MIN","unet2d_25d_fold0 - train/total__MAX"
"0","0.328866649869638","0.328866649869638","0.328866649869638"
"1","0.2850349951903575","0.2850349951903575","0.2850349951903575"
"2","0.26581371746250526","0.26581371746250526","0.26581371746250526"
"3","0.2557847947397604","0.2557847947397604","0.2557847947397604"
"4","0.24924991348750977","0.24924991348750977","0.24924991348750977"
"7","0.24446291634187162","0.24446291634187162","0.24446291634187162"
"8","0.24077856543330337","0.24077856543330337","0.24077856543330337"
"9","0.23819674149803494","0.23819674149803494","0.23819674149803494"
"10","0.23533403806152786","0.23533403806152786","0.23533403806152786"
"11","0.23257528881546066","0.23257528881546066","0.23257528881546066"
"14","0.23008113690751344","0.23008113690751344","0.23008113690751344"
"15","0.2283959241694377","0.2283959241694377","0.2283959241694377"
"16","0.22686955595293298","0.22686955595293298","0.22686955595293298"
"17","0.22533369308168238","0.22533369308168238","0.22533369308168238"
"18","0.22356147761106962","0.22356147761106962","0.22356147761106962"
"21","0.22151940170336853","0.22151940170336853","0.22151940170336853"
"22","0.22074485426923268","0.22074485426923268","0.22074485426923268"
"23","0.21890628460367678","0.21890628460367678","0.21890628460367678"
"24","0.21836030119625122","0.21836030119625122","0.21836030119625122"
"25","0.21703374811370854","0.21703374811370854","0.21703374811370854"
"28","0.21520704978068356","0.21520704978068356","0.21520704978068356"
"29","0.21346124993423699","0.21346124993423699","0.21346124993423699"
"30","0.2121978242185865","0.2121978242185865","0.2121978242185865"
"31","0.21101640631617766","0.21101640631617766","0.21101640631617766"
"32","0.2102578514973401","0.2102578514973401","0.2102578514973401"
"35","0.20948038378752504","0.20948038378752504","0.20948038378752504"
"36","0.20727191785784813","0.20727191785784813","0.20727191785784813"
"37","0.2056048505111292","0.2056048505111292","0.2056048505111292"
"38","0.20463864006205157","0.20463864006205157","0.20463864006205157"
"39","0.2031767591730997","0.2031767591730997","0.2031767591730997"
"42","0.20160192231474658","0.20160192231474658","0.20160192231474658"
"43","0.20057773233166795","0.20057773233166795","0.20057773233166795"
"44","0.199931923267634","0.199931923267634","0.199931923267634"
"45","0.19838276773013852","0.19838276773013852","0.19838276773013852"
"46","0.19600829182950993","0.19600829182950993","0.19600829182950993"
"49","0.1948082593486832","0.1948082593486832","0.1948082593486832"
"50","0.19285818085943168","0.19285818085943168","0.19285818085943168"
"51","0.19170416862641282","0.19170416862641282","0.19170416862641282"
"52","0.1902001961859554","0.1902001961859554","0.1902001961859554"
