"Step","unet2d_25d_fold0 - train/total","unet2d_25d_fold0 - train/total__MIN","unet2d_25d_fold0 - train/total__MAX"
"53","0.18882774675979092","0.18882774675979092","0.18882774675979092"
"56","0.18715697686103258","0.18715697686103258","0.18715697686103258"
"57","0.1855170508353371","0.1855170508353371","0.1855170508353371"
"58","0.18376240475625977","0.18376240475625977","0.18376240475625977"
"59","0.18266466468970177","0.18266466468970177","0.18266466468970177"
"60","0.18045576232754196","0.18045576232754196","0.18045576232754196"
"63","0.17909297537603397","0.17909297537603397","0.17909297537603397"
"64","0.17716905741249267","0.17716905741249267","0.17716905741249267"
"65","0.17610479272946186","0.17610479272946186","0.17610479272946186"
"66","0.17420591892814447","0.17420591892814447","0.17420591892814447"
"67","0.17301102446414265","0.17301102446414265","0.17301102446414265"
"70","0.17097979665774365","0.17097979665774365","0.17097979665774365"
"71","0.16975022033814033","0.16975022033814033","0.16975022033814033"
"72","0.1679757463786265","0.1679757463786265","0.1679757463786265"
"73","0.1664799632210093","0.1664799632210093","0.1664799632210093"
"74","0.16498792715105615","0.16498792715105615","0.16498792715105615"
"77","0.162957533450407","0.162957533450407","0.162957533450407"
"78","0.16205971354375714","0.16205971354375714","0.16205971354375714"
"79","0.16069278752158872","0.16069278752158872","0.16069278752158872"
"80","0.15911374642649895","0.15911374642649895","0.15911374642649895"
"81","0.1575963198490765","0.1575963198490765","0.1575963198490765"
"84","0.15641447073106357","0.15641447073106357","0.15641447073106357"
"85","0.15529176801104438","0.15529176801104438","0.15529176801104438"
"86","0.15372143492559082","0.15372143492559082","0.15372143492559082"
"87","0.15263259683702537","0.15263259683702537","0.15263259683702537"
"88","0.15142636914542423","0.15142636914542423","0.15142636914542423"
"91","0.15061240358270794","0.15061240358270794","0.15061240358270794"
"92","0.1494180387843091","0.1494180387843091","0.1494180387843091"
"93","0.14816578733900437","0.14816578733900437","0.14816578733900437"
"94","0.14742832972259506","0.14742832972259506","0.14742832972259506"
"95","0.14624405136118412","0.14624405136118412","0.14624405136118412"
"98","0.14580991659239817","0.14580991659239817","0.14580991659239817"
"99","0.14451544908696248","0.14451544908696248","0.14451544908696248"
"100","0.14372488322259175","0.14372488322259175","0.14372488322259175"
"101","0.14310043330263833","0.14310043330263833","0.14310043330263833"
"102","0.14194661907542483","0.14194661907542483","0.14194661907542483"
"105","0.14144585000888515","0.14144585000888515","0.14144585000888515"
"106","0.14057608822382722","0.14057608822382722","0.14057608822382722"
"107","0.13979772302531912","0.13979772302531912","0.13979772302531912"
"108","0.13946504345671698","0.13946504345671698","0.13946504345671698"
"109","0.1390636100223943","0.1390636100223943","0.1390636100223943"
"112","0.13825231705214314","0.13825231705214314","0.13825231705214314"
"113","0.13802551209131483","0.13802551209131483","0.13802551209131483"
"114","0.13740461411639282","0.13740461411639282","0.13740461411639282"
"115","0.1368177141839631","0.1368177141839631","0.1368177141839631"
"116","0.13674851699544507","0.13674851699544507","0.13674851699544507"
"119","0.13639342063309057","0.13639342063309057","0.13639342063309057"
"120","0.13596614998555467","0.13596614998555467","0.13596614998555467"
"121","0.13555796427482908","0.13555796427482908","0.13555796427482908"
"122","0.1353704140392747","0.1353704140392747","0.1353704140392747"
"123","0.13505476098434022","0.13505476098434022","0.13505476098434022"
"126","0.13485260955076445","0.13485260955076445","0.13485260955076445"
"127","0.13491638051677246","0.13491638051677246","0.13491638051677246"
"128","0.13497786669156298","0.13497786669156298","0.13497786669156298"
"129","0.13434829931897607","0.13434829931897607","0.13434829931897607"
"130","0.13447699035654073","0.13447699035654073","0.13447699035654073"
"133","0.13433605497077167","0.13433605497077167","0.13433605497077167"
"134","0.13398563512582554","0.13398563512582554","0.13398563512582554"
"135","0.13398590393055215","0.13398590393055215","0.13398590393055215"
"136","0.13377327687169605","0.13377327687169605","0.13377327687169605"
"137","0.13391178702942938","0.13391178702942938","0.13391178702942938"
