"Step","unet2d_25d_fold2 - train/ssim","unet2d_25d_fold2 - train/ssim__MIN","unet2d_25d_fold2 - train/ssim__MAX"
"0","0.23111131544682378","0.23111131544682378","0.23111131544682378"
"1","0.1998169085634198","0.1998169085634198","0.1998169085634198"
"2","0.18629260469089515","0.18629260469089515","0.18629260469089515"
"3","0.17856551514912958","0.17856551514912958","0.17856551514912958"
"4","0.17402950050546231","0.17402950050546231","0.17402950050546231"
"7","0.17102593332820676","0.17102593332820676","0.17102593332820676"
"8","0.1681069808580171","0.1681069808580171","0.1681069808580171"
"9","0.16587887521825892","0.16587887521825892","0.16587887521825892"
"10","0.16398246932169697","0.16398246932169697","0.16398246932169697"
"11","0.16223573755844697","0.16223573755844697","0.16223573755844697"
"14","0.1612657517602999","0.1612657517602999","0.1612657517602999"
"15","0.15941262719915805","0.15941262719915805","0.15941262719915805"
"16","0.158114718865975","0.158114718865975","0.158114718865975"
"17","0.1565598840699504","0.1565598840699504","0.1565598840699504"
"18","0.1550988123258266","0.1550988123258266","0.1550988123258266"
"21","0.15460492995387187","0.15460492995387187","0.15460492995387187"
"22","0.15320705870592896","0.15320705870592896","0.15320705870592896"
"23","0.15241490012278996","0.15241490012278996","0.15241490012278996"
"24","0.1514538332090919","0.1514538332090919","0.1514538332090919"
"25","0.15011534398082652","0.15011534398082652","0.15011534398082652"
"28","0.1497883529695746","0.1497883529695746","0.1497883529695746"
"29","0.14869460786625363","0.14869460786625363","0.14869460786625363"
"30","0.14779539017294718","0.14779539017294718","0.14779539017294718"
"31","0.1467591871604061","0.1467591871604061","0.1467591871604061"
"32","0.14549726523065287","0.14549726523065287","0.14549726523065287"
"35","0.14488952395500734","0.14488952395500734","0.14488952395500734"
"36","0.14382773854727848","0.14382773854727848","0.14382773854727848"
"37","0.14294729089317024","0.14294729089317024","0.14294729089317024"
"38","0.1415148156613053","0.1415148156613053","0.1415148156613053"
"39","0.14018634172801636","0.14018634172801636","0.14018634172801636"
"42","0.13938320012008606","0.13938320012008606","0.13938320012008606"
"43","0.13841109203499125","0.13841109203499125","0.13841109203499125"
"44","0.13760257077543703","0.13760257077543703","0.13760257077543703"
"45","0.13607190661934257","0.13607190661934257","0.13607190661934257"
"46","0.1354398439075149","0.1354398439075149","0.1354398439075149"
"49","0.13445154094882675","0.13445154094882675","0.13445154094882675"
"50","0.13360449291488663","0.13360449291488663","0.13360449291488663"
"51","0.13217702772752646","0.13217702772752646","0.13217702772752646"
"52","0.13140109267720038","0.13140109267720038","0.13140109267720038"
"53","0.13029415020737395","0.13029415020737395","0.13029415020737395"
"56","0.12937962850245943","0.12937962850245943","0.12937962850245943"
"57","0.127935525524173","0.127935525524173","0.127935525524173"
"58","0.12634979477134003","0.12634979477134003","0.12634979477134003"
"59","0.12579693856071353","0.12579693856071353","0.12579693856071353"
"60","0.1242797974387727","0.1242797974387727","0.1242797974387727"
"63","0.122563140791223","0.122563140791223","0.122563140791223"
"64","0.12195498334451664","0.12195498334451664","0.12195498334451664"
"65","0.12092656338051574","0.12092656338051574","0.12092656338051574"
"66","0.11949079176684416","0.11949079176684416","0.11949079176684416"
"67","0.1182444096311431","0.1182444096311431","0.1182444096311431"
"70","0.11682076595300797","0.11682076595300797","0.11682076595300797"
"71","0.11535905234501087","0.11535905234501087","0.11535905234501087"
"72","0.1149285769742529","0.1149285769742529","0.1149285769742529"
"73","0.11342351071521961","0.11342351071521961","0.11342351071521961"
"74","0.11269409054646054","0.11269409054646054","0.11269409054646054"
"77","0.1113236113420438","0.1113236113420438","0.1113236113420438"
"78","0.11025987904365749","0.11025987904365749","0.11025987904365749"
"79","0.10901239564507441","0.10901239564507441","0.10901239564507441"
"80","0.10810061059819276","0.10810061059819276","0.10810061059819276"
"81","0.10688723028289362","0.10688723028289362","0.10688723028289362"
"84","0.1061419204839755","0.1061419204839755","0.1061419204839755"
"85","0.1047305402573774","0.1047305402573774","0.1047305402573774"
"86","0.10410839979429301","0.10410839979429301","0.10410839979429301"
"87","0.10302923005621027","0.10302923005621027","0.10302923005621027"
"88","0.10213701434564684","0.10213701434564684","0.10213701434564684"
"91","0.10165843698843118","0.10165843698843118","0.10165843698843118"
"92","0.10026493457432128","0.10026493457432128","0.10026493457432128"
"93","0.09977305018271952","0.09977305018271952","0.09977305018271952"
"94","0.09888582453569088","0.09888582453569088","0.09888582453569088"
"95","0.09811542796995308","0.09811542796995308","0.09811542796995308"
"98","0.09762994889643795","0.09762994889643795","0.09762994889643795"
"99","0.09686534263616439","0.09686534263616439","0.09686534263616439"
"100","0.09620965455609524","0.09620965455609524","0.09620965455609524"
"101","0.095391540098097","0.095391540098097","0.095391540098097"
"102","0.09478147133689103","0.09478147133689103","0.09478147133689103"
"105","0.09435933097001391","0.09435933097001391","0.09435933097001391"
"106","0.09367427288202856","0.09367427288202856","0.09367427288202856"
"107","0.09337416835960344","0.09337416835960344","0.09337416835960344"
"108","0.09309880447714296","0.09309880447714296","0.09309880447714296"
"109","0.09243910759395815","0.09243910759395815","0.09243910759395815"
"112","0.09220253442598182","0.09220253442598182","0.09220253442598182"
"113","0.09168662479012446","0.09168662479012446","0.09168662479012446"
"114","0.091358499774261","0.091358499774261","0.091358499774261"
"115","0.09125561870474172","0.09125561870474172","0.09125561870474172"
"116","0.09060418224381374","0.09060418224381374","0.09060418224381374"
"119","0.09051513267123303","0.09051513267123303","0.09051513267123303"
"120","0.09008184004203214","0.09008184004203214","0.09008184004203214"
"121","0.08990529092090704","0.08990529092090704","0.08990529092090704"
"122","0.08979336565721292","0.08979336565721292","0.08979336565721292"
"123","0.08976195645892224","0.08976195645892224","0.08976195645892224"
"126","0.08956844089315828","0.08956844089315828","0.08956844089315828"
"127","0.0892688601684197","0.0892688601684197","0.0892688601684197"
"128","0.08903721147554028","0.08903721147554028","0.08903721147554028"
"129","0.08916500224759201","0.08916500224759201","0.08916500224759201"
"130","0.08910041270657294","0.08910041270657294","0.08910041270657294"
"133","0.08868365994638193","0.08868365994638193","0.08868365994638193"
"134","0.08883810993976556","0.08883810993976556","0.08883810993976556"
"135","0.08874849263002728","0.08874849263002728","0.08874849263002728"
"136","0.08879176356087926","0.08879176356087926","0.08879176356087926"
"137","0.08874959473273993","0.08874959473273993","0.08874959473273993"
