"Step","unet2d_25d_fold4 - train/mae","unet2d_25d_fold4 - train/mae__MIN","unet2d_25d_fold4 - train/mae__MAX"
"0","0.08577074998503874","0.08577074998503874","0.08577074998503874"
"1","0.07458743561652742","0.07458743561652742","0.07458743561652742"
"2","0.06927548095039321","0.06927548095039321","0.06927548095039321"
"3","0.06677385628064275","0.06677385628064275","0.06677385628064275"
"4","0.06529048324659155","0.06529048324659155","0.06529048324659155"
"7","0.0642032941502933","0.0642032941502933","0.0642032941502933"
"8","0.06338152438278073","0.06338152438278073","0.06338152438278073"
"9","0.06260613321910506","0.06260613321910506","0.06260613321910506"
"10","0.06186239656798984","0.06186239656798984","0.06186239656798984"
"11","0.06122502764019339","0.06122502764019339","0.06122502764019339"
"14","0.06089473476765928","0.06089473476765928","0.06089473476765928"
"15","0.060446797013238976","0.060446797013238976","0.060446797013238976"
"16","0.05990022540971412","0.05990022540971412","0.05990022540971412"
"17","0.059448596597077005","0.059448596597077005","0.059448596597077005"
"18","0.05902629860720809","0.05902629860720809","0.05902629860720809"
"21","0.058690893795766856","0.058690893795766856","0.058690893795766856"
"22","0.058345232537049485","0.058345232537049485","0.058345232537049485"
"23","0.058066688626917023","0.058066688626917023","0.058066688626917023"
"24","0.05762437239724375","0.05762437239724375","0.05762437239724375"
"25","0.05742607790339456","0.05742607790339456","0.05742607790339456"
"28","0.05702235434345234","0.05702235434345234","0.05702235434345234"
"29","0.05666979538269856","0.05666979538269856","0.05666979538269856"
"30","0.05632284621053085","0.05632284621053085","0.05632284621053085"
"31","0.05598505719942823","0.05598505719942823","0.05598505719942823"
"32","0.05555973008023905","0.05555973008023905","0.05555973008023905"
"35","0.055224892634598385","0.055224892634598385","0.055224892634598385"
"36","0.05486439710529311","0.05486439710529311","0.05486439710529311"
"37","0.054604862238273724","0.054604862238273724","0.054604862238273724"
"38","0.05420086165594805","0.05420086165594805","0.05420086165594805"
"39","0.05404707096741932","0.05404707096741932","0.05404707096741932"
"42","0.053674972006387156","0.053674972006387156","0.053674972006387156"
"43","0.053441356044454644","0.053441356044454644","0.053441356044454644"
"44","0.052779532966077874","0.052779532966077874","0.052779532966077874"
"45","0.05255201296866606","0.05255201296866606","0.05255201296866606"
"46","0.05228567815836729","0.05228567815836729","0.05228567815836729"
"49","0.05187768869243625","0.05187768869243625","0.05187768869243625"
"50","0.05142091519549539","0.05142091519549539","0.05142091519549539"
"51","0.05119325579353029","0.05119325579353029","0.05119325579353029"
"52","0.05084553117513972","0.05084553117513972","0.05084553117513972"
"53","0.050475407072037966","0.050475407072037966","0.050475407072037966"
"56","0.05011479443224965","0.05011479443224965","0.05011479443224965"
"57","0.04977300888657068","0.04977300888657068","0.04977300888657068"
"58","0.04932786353945721","0.04932786353945721","0.04932786353945721"
"59","0.04907354203042051","0.04907354203042051","0.04907354203042051"
