"Step","swin_unetr_fold1 - train/total","swin_unetr_fold1 - train/total__MIN","swin_unetr_fold1 - train/total__MAX"
"0","0.1162512908000257","0.1162512908000257","0.1162512908000257"
"1","0.10053505362071968","0.10053505362071968","0.10053505362071968"
"2","0.09698666393095667","0.09698666393095667","0.09698666393095667"
"3","0.09429094658003419","0.09429094658003419","0.09429094658003419"
"4","0.09328072589874525","0.09328072589874525","0.09328072589874525"
"7","0.09193302181577592","0.09193302181577592","0.09193302181577592"
"8","0.09149960095256374","0.09149960095256374","0.09149960095256374"
"9","0.09020494106044243","0.09020494106044243","0.09020494106044243"
"10","0.0893402356408472","0.0893402356408472","0.0893402356408472"
"11","0.08985191522653968","0.08985191522653968","0.08985191522653968"
"14","0.08802560554188374","0.08802560554188374","0.08802560554188374"
"15","0.08729769452475011","0.08729769452475011","0.08729769452475011"
"16","0.08723705869724417","0.08723705869724417","0.08723705869724417"
"17","0.0864747913001968","0.0864747913001968","0.0864747913001968"
"18","0.0857008801323656","0.0857008801323656","0.0857008801323656"
"21","0.08456676846341879","0.08456676846341879","0.08456676846341879"
"22","0.08436124851963446","0.08436124851963446","0.08436124851963446"
"23","0.08440048107071034","0.08440048107071034","0.08440048107071034"
"24","0.08399889339366323","0.08399889339366323","0.08399889339366323"
"25","0.08345983701443614","0.08345983701443614","0.08345983701443614"
"28","0.08326435455693601","0.08326435455693601","0.08326435455693601"
"29","0.08311780147028691","0.08311780147028691","0.08311780147028691"
"30","0.08322622674493144","0.08322622674493144","0.08322622674493144"
"31","0.08172860864128563","0.08172860864128563","0.08172860864128563"
"32","0.08144554861688189","0.08144554861688189","0.08144554861688189"
"35","0.08164275283683334","0.08164275283683334","0.08164275283683334"
"36","0.08116481938395342","0.08116481938395342","0.08116481938395342"
"37","0.0817495734759433","0.0817495734759433","0.0817495734759433"
"38","0.0805243326278476","0.0805243326278476","0.0805243326278476"
"39","0.0807695957233331","0.0807695957233331","0.0807695957233331"
