"Step","round2_unet2d_fold1 - train/ssim","round2_unet2d_fold1 - train/ssim__MIN","round2_unet2d_fold1 - train/ssim__MAX"
"0","0.2337589827459342","0.2337589827459342","0.2337589827459342"
"1","0.19966731534700105","0.19966731534700105","0.19966731534700105"
"2","0.18598286210672207","0.18598286210672207","0.18598286210672207"
"3","0.17827913692391306","0.17827913692391306","0.17827913692391306"
"4","0.17384613713080765","0.17384613713080765","0.17384613713080765"
"7","0.17059850524387532","0.17059850524387532","0.17059850524387532"
"8","0.1679913046173883","0.1679913046173883","0.1679913046173883"
"9","0.16568816562828806","0.16568816562828806","0.16568816562828806"
"10","0.16355345644591696","0.16355345644591696","0.16355345644591696"
"11","0.16143533624869413","0.16143533624869413","0.16143533624869413"
"14","0.16000823884115073","0.16000823884115073","0.16000823884115073"
"15","0.15820210281190988","0.15820210281190988","0.15820210281190988"
"16","0.15652022298853646","0.15652022298853646","0.15652022298853646"
"17","0.15583455647941474","0.15583455647941474","0.15583455647941474"
"18","0.15454234065332334","0.15454234065332334","0.15454234065332334"
"21","0.15294078703298902","0.15294078703298902","0.15294078703298902"
"22","0.1521632493407458","0.1521632493407458","0.1521632493407458"
"23","0.15139404138007226","0.15139404138007226","0.15139404138007226"
"24","0.15056208977983623","0.15056208977983623","0.15056208977983623"
"25","0.14888217571717985","0.14888217571717985","0.14888217571717985"
"28","0.1480541302321611","0.1480541302321611","0.1480541302321611"
"29","0.14717051089862226","0.14717051089862226","0.14717051089862226"
"30","0.1457170265803107","0.1457170265803107","0.1457170265803107"
"31","0.14479641832057613","0.14479641832057613","0.14479641832057613"
"32","0.1436125873911376","0.1436125873911376","0.1436125873911376"
"35","0.14323749871710414","0.14323749871710414","0.14323749871710414"
"36","0.14178400985069395","0.14178400985069395","0.14178400985069395"
"37","0.14100500951799144","0.14100500951799144","0.14100500951799144"
"38","0.14001330619889085","0.14001330619889085","0.14001330619889085"
"39","0.13880628859496388","0.13880628859496388","0.13880628859496388"
"42","0.13816265271382502","0.13816265271382502","0.13816265271382502"
"43","0.13734870868460625","0.13734870868460625","0.13734870868460625"
"44","0.1364340540964307","0.1364340540964307","0.1364340540964307"
"45","0.13477047170644277","0.13477047170644277","0.13477047170644277"
"46","0.1340833486716576","0.1340833486716576","0.1340833486716576"
"49","0.13226335170971454","0.13226335170971454","0.13226335170971454"
"50","0.1320125074562441","0.1320125074562441","0.1320125074562441"
"51","0.13055344161542082","0.13055344161542082","0.13055344161542082"
"52","0.12932403102113763","0.12932403102113763","0.12932403102113763"
"53","0.12852630530118286","0.12852630530118286","0.12852630530118286"
"56","0.1272584009797211","0.1272584009797211","0.1272584009797211"
"57","0.12589878946390748","0.12589878946390748","0.12589878946390748"
"58","0.12449740663188352","0.12449740663188352","0.12449740663188352"
"59","0.12338060270388392","0.12338060270388392","0.12338060270388392"
"60","0.12249437887652709","0.12249437887652709","0.12249437887652709"
"63","0.12130627668619437","0.12130627668619437","0.12130627668619437"
"64","0.11991017236107235","0.11991017236107235","0.11991017236107235"
"65","0.11857854173014144","0.11857854173014144","0.11857854173014144"
"66","0.11726690000438279","0.11726690000438279","0.11726690000438279"
"67","0.11613447839674083","0.11613447839674083","0.11613447839674083"
"70","0.11509067817452656","0.11509067817452656","0.11509067817452656"
"71","0.11422260480331131","0.11422260480331131","0.11422260480331131"
"72","0.11303201766751149","0.11303201766751149","0.11303201766751149"
"73","0.112016086825767","0.112016086825767","0.112016086825767"
"74","0.11070484141594478","0.11070484141594478","0.11070484141594478"
"77","0.10951795177910552","0.10951795177910552","0.10951795177910552"
"78","0.10841404217839382","0.10841404217839382","0.10841404217839382"
"79","0.10749896592652392","0.10749896592652392","0.10749896592652392"
"80","0.10664422266994938","0.10664422266994938","0.10664422266994938"
"81","0.10534000669146763","0.10534000669146763","0.10534000669146763"
"84","0.10459675626129952","0.10459675626129952","0.10459675626129952"
"85","0.1036747973916483","0.1036747973916483","0.1036747973916483"
"86","0.10268676582623014","0.10268676582623014","0.10268676582623014"
"87","0.10192552904560782","0.10192552904560782","0.10192552904560782"
"88","0.1009328770562685","0.1009328770562685","0.1009328770562685"
"91","0.1003249646776468","0.1003249646776468","0.1003249646776468"
"92","0.09930368494454343","0.09930368494454343","0.09930368494454343"
"93","0.0987303981644446","0.0987303981644446","0.0987303981644446"
"94","0.09782912827978513","0.09782912827978513","0.09782912827978513"
"95","0.09715291553733395","0.09715291553733395","0.09715291553733395"
"98","0.09649869992528162","0.09649869992528162","0.09649869992528162"
"99","0.09597779799321438","0.09597779799321438","0.09597779799321438"
"100","0.09524772708768608","0.09524772708768608","0.09524772708768608"
"101","0.09489816592084796","0.09489816592084796","0.09489816592084796"
