"Step","dynunet_fold1 - train/mae","dynunet_fold1 - train/mae__MIN","dynunet_fold1 - train/mae__MAX"
"0","0.10247375286341488","0.10247375286341488","0.10247375286341488"
"1","0.08918465470927425","0.08918465470927425","0.08918465470927425"
"2","0.08397963860382636","0.08397963860382636","0.08397963860382636"
"3","0.08038385834311058","0.08038385834311058","0.08038385834311058"
"4","0.07855859787094516","0.07855859787094516","0.07855859787094516"
"7","0.07596370338228454","0.07596370338228454","0.07596370338228454"
"8","0.07426984674595619","0.07426984674595619","0.07426984674595619"
"9","0.07343187938279017","0.07343187938279017","0.07343187938279017"
"10","0.07183624339870529","0.07183624339870529","0.07183624339870529"
"11","0.07147341255235659","0.07147341255235659","0.07147341255235659"
"14","0.0707046155035657","0.0707046155035657","0.0707046155035657"
"15","0.07027536111448396","0.07027536111448396","0.07027536111448396"
"16","0.06880507133679375","0.06880507133679375","0.06880507133679375"
"17","0.06775080526723361","0.06775080526723361","0.06775080526723361"
"18","0.06786897209386272","0.06786897209386272","0.06786897209386272"
"21","0.06772147438859817","0.06772147438859817","0.06772147438859817"
"22","0.06767138528226355","0.06767138528226355","0.06767138528226355"
"23","0.06585526324655393","0.06585526324655393","0.06585526324655393"
"24","0.06644469358541527","0.06644469358541527","0.06644469358541527"
"25","0.06533672553950767","0.06533672553950767","0.06533672553950767"
"28","0.06531057684043286","0.06531057684043286","0.06531057684043286"
"29","0.06474605825068469","0.06474605825068469","0.06474605825068469"
"30","0.06498906652148796","0.06498906652148796","0.06498906652148796"
"31","0.06413273481668268","0.06413273481668268","0.06413273481668268"
"32","0.06397749638402617","0.06397749638402617","0.06397749638402617"
"35","0.06390387037853626","0.06390387037853626","0.06390387037853626"
"36","0.06357904223854215","0.06357904223854215","0.06357904223854215"
"37","0.0633816788526397","0.0633816788526397","0.0633816788526397"
"38","0.06290324022832178","0.06290324022832178","0.06290324022832178"
"39","0.06263669545170589","0.06263669545170589","0.06263669545170589"
"42","0.06269485733443589","0.06269485733443589","0.06269485733443589"
"43","0.06240821823989771","0.06240821823989771","0.06240821823989771"
"44","0.06272338188628292","0.06272338188628292","0.06272338188628292"
"45","0.06194896327061538","0.06194896327061538","0.06194896327061538"
"46","0.0624692068269952","0.0624692068269952","0.0624692068269952"
"49","0.06203052937531908","0.06203052937531908","0.06203052937531908"
"50","0.06142262280192952","0.06142262280192952","0.06142262280192952"
"51","0.06147163829391266","0.06147163829391266","0.06147163829391266"
"52","0.06040682933531153","0.06040682933531153","0.06040682933531153"
"53","0.06052184202184183","0.06052184202184183","0.06052184202184183"
"56","0.06008094598063433","0.06008094598063433","0.06008094598063433"
"57","0.060648048138326575","0.060648048138326575","0.060648048138326575"
"58","0.06071180559279502","0.06071180559279502","0.06071180559279502"
"59","0.06071098391329507","0.06071098391329507","0.06071098391329507"
"60","0.06028021393884054","0.06028021393884054","0.06028021393884054"
"63","0.0605008566834726","0.0605008566834726","0.0605008566834726"
"64","0.06051004010663888","0.06051004010663888","0.06051004010663888"
"65","0.0607216187153824","0.0607216187153824","0.0607216187153824"
"66","0.05938525264477962","0.05938525264477962","0.05938525264477962"
"67","0.06000383454652149","0.06000383454652149","0.06000383454652149"
"70","0.05951296178738937","0.05951296178738937","0.05951296178738937"
"71","0.06010001400602554","0.06010001400602554","0.06010001400602554"
"72","0.05929772131794104","0.05929772131794104","0.05929772131794104"
"73","0.058786065215889964","0.058786065215889964","0.058786065215889964"
"74","0.05903340906340193","0.05903340906340193","0.05903340906340193"
"77","0.05889050692856086","0.05889050692856086","0.05889050692856086"
"78","0.059177504662924256","0.059177504662924256","0.059177504662924256"
"79","0.059221459783460474","0.059221459783460474","0.059221459783460474"
"80","0.05914851694843567","0.05914851694843567","0.05914851694843567"
"81","0.05834913772563107","0.05834913772563107","0.05834913772563107"
"84","0.05832587771855488","0.05832587771855488","0.05832587771855488"
"85","0.05863814597175299","0.05863814597175299","0.05863814597175299"
"86","0.05822080706883206","0.05822080706883206","0.05822080706883206"
"87","0.05817577240331445","0.05817577240331445","0.05817577240331445"
"88","0.058291465613499155","0.058291465613499155","0.058291465613499155"
"91","0.058247321388115746","0.058247321388115746","0.058247321388115746"
"92","0.058099002076425786","0.058099002076425786","0.058099002076425786"
"93","0.058390189758481786","0.058390189758481786","0.058390189758481786"
"94","0.05701327533360361","0.05701327533360361","0.05701327533360361"
"95","0.057487619966187904","0.057487619966187904","0.057487619966187904"
"98","0.057192916725862984","0.057192916725862984","0.057192916725862984"
"99","0.05678274228390774","0.05678274228390774","0.05678274228390774"
"100","0.05772271094283339","0.05772271094283339","0.05772271094283339"
"101","0.05745646566983103","0.05745646566983103","0.05745646566983103"
"102","0.056885129413305424","0.056885129413305424","0.056885129413305424"
"105","0.05716910451807856","0.05716910451807856","0.05716910451807856"
"106","0.05667575496123918","0.05667575496123918","0.05667575496123918"
"107","0.05722803041919485","0.05722803041919485","0.05722803041919485"
"108","0.0564398749235582","0.0564398749235582","0.0564398749235582"
"109","0.05696974529189791","0.05696974529189791","0.05696974529189791"
"112","0.056625350673775714","0.056625350673775714","0.056625350673775714"
"113","0.05640351681998282","0.05640351681998282","0.05640351681998282"
"114","0.05631709264317181","0.05631709264317181","0.05631709264317181"
"115","0.05608594136058607","0.05608594136058607","0.05608594136058607"
"116","0.056341270120911204","0.056341270120911204","0.056341270120911204"
"119","0.05671700100652325","0.05671700100652325","0.05671700100652325"
"120","0.056379890981537506","0.056379890981537506","0.056379890981537506"
"121","0.05594028474650148","0.05594028474650148","0.05594028474650148"
"122","0.05630873524668542","0.05630873524668542","0.05630873524668542"
"123","0.05608732344530265","0.05608732344530265","0.05608732344530265"
"126","0.055566011375679084","0.055566011375679084","0.055566011375679084"
"127","0.05577048094685137","0.05577048094685137","0.05577048094685137"
"128","0.05550163687565626","0.05550163687565626","0.05550163687565626"
"129","0.05573197587764141","0.05573197587764141","0.05573197587764141"
"130","0.05571710603620083","0.05571710603620083","0.05571710603620083"
"133","0.05510917333865869","0.05510917333865869","0.05510917333865869"
"134","0.05573546795932439","0.05573546795932439","0.05573546795932439"
"135","0.055359145429880394","0.055359145429880394","0.055359145429880394"
"136","0.05535058544906364","0.05535058544906364","0.05535058544906364"
"137","0.055161290503463814","0.055161290503463814","0.055161290503463814"
"140","0.054958131171493826","0.054958131171493826","0.054958131171493826"
"141","0.05497495749626647","0.05497495749626647","0.05497495749626647"
"142","0.05455152222531892","0.05455152222531892","0.05455152222531892"
"143","0.05462697752271638","0.05462697752271638","0.05462697752271638"
"144","0.05517252705975141","0.05517252705975141","0.05517252705975141"
"147","0.05473114359162312","0.05473114359162312","0.05473114359162312"
"148","0.05458511402770006","0.05458511402770006","0.05458511402770006"
"149","0.055007636577326366","0.055007636577326366","0.055007636577326366"
"150","0.05450245824408641","0.05450245824408641","0.05450245824408641"
"151","0.05495823692738026","0.05495823692738026","0.05495823692738026"
"154","0.05470974535632927","0.05470974535632927","0.05470974535632927"
"155","0.05475793116689696","0.05475793116689696","0.05475793116689696"
"156","0.05412304262203281","0.05412304262203281","0.05412304262203281"
"157","0.054653086931368104","0.054653086931368104","0.054653086931368104"
"158","0.05450854366504108","0.05450854366504108","0.05450854366504108"
"161","0.054141724820841446","0.054141724820841446","0.054141724820841446"
"162","0.054404976773700674","0.054404976773700674","0.054404976773700674"
"163","0.05409780480229655","0.05409780480229655","0.05409780480229655"
"164","0.05429685546298919","0.05429685546298919","0.05429685546298919"
"165","0.054570431608880074","0.054570431608880074","0.054570431608880074"
"168","0.054500194207978844","0.054500194207978844","0.054500194207978844"
"169","0.05397674371186015","0.05397674371186015","0.05397674371186015"
"170","0.054007830395609205","0.054007830395609205","0.054007830395609205"
"171","0.0541511381365504","0.0541511381365504","0.0541511381365504"
"172","0.05418029439018725","0.05418029439018725","0.05418029439018725"
"175","0.054157131686161604","0.054157131686161604","0.054157131686161604"
"176","0.053546540665471","0.053546540665471","0.053546540665471"
"177","0.054111865415636985","0.054111865415636985","0.054111865415636985"
"178","0.053727053753926834","0.053727053753926834","0.053727053753926834"
"179","0.05412242776165954","0.05412242776165954","0.05412242776165954"
"182","0.053887007944487454","0.053887007944487454","0.053887007944487454"
"183","0.053586874357263406","0.053586874357263406","0.053586874357263406"
"184","0.053984010200020235","0.053984010200020235","0.053984010200020235"
"185","0.05388825724417449","0.05388825724417449","0.05388825724417449"
"186","0.053832090598857636","0.053832090598857636","0.053832090598857636"
"189","0.05317582981660962","0.05317582981660962","0.05317582981660962"
"190","0.05336896891733914","0.05336896891733914","0.05336896891733914"
"191","0.0537048439581947","0.0537048439581947","0.0537048439581947"
"192","0.053119765396292415","0.053119765396292415","0.053119765396292415"
"193","0.05341232738717665","0.05341232738717665","0.05341232738717665"
"196","0.05392383440756501","0.05392383440756501","0.05392383440756501"
"197","0.053623726141429406","0.053623726141429406","0.053623726141429406"
"198","0.05340951447096932","0.05340951447096932","0.05340951447096932"
"199","0.05362589112220904","0.05362589112220904","0.05362589112220904"
