"Step","unet2d_25d_fold1 - train/ssim","unet2d_25d_fold1 - train/ssim__MIN","unet2d_25d_fold1 - train/ssim__MAX"
"0","0.23074734546521825","0.23074734546521825","0.23074734546521825"
"1","0.198213870289654","0.198213870289654","0.198213870289654"
"2","0.1838651917620517","0.1838651917620517","0.1838651917620517"
"3","0.17815899355545284","0.17815899355545284","0.17815899355545284"
"4","0.17251145516998304","0.17251145516998304","0.17251145516998304"
"7","0.16892832747951775","0.16892832747951775","0.16892832747951775"
"8","0.16628614898146998","0.16628614898146998","0.16628614898146998"
"9","0.16419218524431145","0.16419218524431145","0.16419218524431145"
"10","0.16231572909792905","0.16231572909792905","0.16231572909792905"
"11","0.16015142746044636","0.16015142746044636","0.16015142746044636"
"14","0.15875105113784863","0.15875105113784863","0.15875105113784863"
"15","0.1573392733048813","0.1573392733048813","0.1573392733048813"
"16","0.15671737659861407","0.15671737659861407","0.15671737659861407"
"17","0.1550063955849318","0.1550063955849318","0.1550063955849318"
"18","0.15378135635647974","0.15378135635647974","0.15378135635647974"
"21","0.15272640381059538","0.15272640381059538","0.15272640381059538"
"22","0.15182962425552943","0.15182962425552943","0.15182962425552943"
"23","0.15059915982353403","0.15059915982353403","0.15059915982353403"
"24","0.14930055766023342","0.14930055766023342","0.14930055766023342"
"25","0.14808471621883387","0.14808471621883387","0.14808471621883387"
"28","0.14703033735304077","0.14703033735304077","0.14703033735304077"
"29","0.1466291216295249","0.1466291216295249","0.1466291216295249"
"30","0.1452694836084681","0.1452694836084681","0.1452694836084681"
"31","0.14468018171038052","0.14468018171038052","0.14468018171038052"
"32","0.14354420843522844","0.14354420843522844","0.14354420843522844"
"35","0.14262867591202422","0.14262867591202422","0.14262867591202422"
"36","0.14140838294601665","0.14140838294601665","0.14140838294601665"
"37","0.1409556973256425","0.1409556973256425","0.1409556973256425"
"38","0.13955843366796525","0.13955843366796525","0.13955843366796525"
"39","0.13907727762828764","0.13907727762828764","0.13907727762828764"
"42","0.13771658088235866","0.13771658088235866","0.13771658088235866"
"43","0.13662756491334077","0.13662756491334077","0.13662756491334077"
"44","0.1353654245527738","0.1353654245527738","0.1353654245527738"
"45","0.13482400266363742","0.13482400266363742","0.13482400266363742"
"46","0.1329891013252637","0.1329891013252637","0.1329891013252637"
"49","0.1322692020961751","0.1322692020961751","0.1322692020961751"
"50","0.13128578246645292","0.13128578246645292","0.13128578246645292"
"51","0.12981356977948771","0.12981356977948771","0.12981356977948771"
"52","0.12910970510011002","0.12910970510011002","0.12910970510011002"
"53","0.12767515373304808","0.12767515373304808","0.12767515373304808"
"56","0.1268142252026375","0.1268142252026375","0.1268142252026375"
"57","0.12559411230158365","0.12559411230158365","0.12559411230158365"
"58","0.12414045635977648","0.12414045635977648","0.12414045635977648"
"59","0.12297398710119907","0.12297398710119907","0.12297398710119907"
"60","0.12179680399541155","0.12179680399541155","0.12179680399541155"
"63","0.1206592741598097","0.1206592741598097","0.1206592741598097"
"64","0.11927746247431492","0.11927746247431492","0.11927746247431492"
"65","0.11813671730835797","0.11813671730835797","0.11813671730835797"
"66","0.1168823723303846","0.1168823723303846","0.1168823723303846"
"67","0.11564988875304918","0.11564988875304918","0.11564988875304918"
"70","0.11449150213216884","0.11449150213216884","0.11449150213216884"
"71","0.11333749522504362","0.11333749522504362","0.11333749522504362"
"72","0.11192387299193453","0.11192387299193453","0.11192387299193453"
"73","0.11090429038943474","0.11090429038943474","0.11090429038943474"
"74","0.10961320204751639","0.10961320204751639","0.10961320204751639"
"77","0.10844820273675466","0.10844820273675466","0.10844820273675466"
"78","0.10769969443565913","0.10769969443565913","0.10769969443565913"
"79","0.10629671715015802","0.10629671715015802","0.10629671715015802"
"80","0.10503772720723771","0.10503772720723771","0.10503772720723771"
"81","0.104264798878501","0.104264798878501","0.104264798878501"
"84","0.10316666850813608","0.10316666850813608","0.10316666850813608"
"85","0.10209853108278112","0.10209853108278112","0.10209853108278112"
"86","0.10101973375604405","0.10101973375604405","0.10101973375604405"
"87","0.10015854788977008","0.10015854788977008","0.10015854788977008"
"88","0.09937806554334498","0.09937806554334498","0.09937806554334498"
"91","0.09846333148620698","0.09846333148620698","0.09846333148620698"
"92","0.09758051817161796","0.09758051817161796","0.09758051817161796"
"93","0.09696071938983877","0.09696071938983877","0.09696071938983877"
"94","0.09603155808572257","0.09603155808572257","0.09603155808572257"
"95","0.09537169629566901","0.09537169629566901","0.09537169629566901"
"98","0.09490317425432276","0.09490317425432276","0.09490317425432276"
"99","0.09399720738803045","0.09399720738803045","0.09399720738803045"
"100","0.09343943855677365","0.09343943855677365","0.09343943855677365"
"101","0.09286870766780385","0.09286870766780385","0.09286870766780385"
"102","0.09206390795917219","0.09206390795917219","0.09206390795917219"
"105","0.09148099226968436","0.09148099226968436","0.09148099226968436"
"106","0.09079832447749019","0.09079832447749019","0.09079832447749019"
"107","0.09034542924705885","0.09034542924705885","0.09034542924705885"
"108","0.09005318043651933","0.09005318043651933","0.09005318043651933"
"109","0.08957180325869908","0.08957180325869908","0.08957180325869908"
"112","0.0893732408253807","0.0893732408253807","0.0893732408253807"
"113","0.08870737546329266","0.08870737546329266","0.08870737546329266"
"114","0.08841951450398035","0.08841951450398035","0.08841951450398035"
"115","0.08809236992149083","0.08809236992149083","0.08809236992149083"
"116","0.08786822290175472","0.08786822290175472","0.08786822290175472"
"119","0.0875229647155835","0.0875229647155835","0.0875229647155835"
"120","0.087277340545239","0.087277340545239","0.087277340545239"
"121","0.08720590911364265","0.08720590911364265","0.08720590911364265"
"122","0.08666153141637557","0.08666153141637557","0.08666153141637557"
"123","0.08649693183358298","0.08649693183358298","0.08649693183358298"
"126","0.0865864167380866","0.0865864167380866","0.0865864167380866"
"127","0.08644560801370231","0.08644560801370231","0.08644560801370231"
"128","0.08649604405408375","0.08649604405408375","0.08649604405408375"
"129","0.08615944241953626","0.08615944241953626","0.08615944241953626"
"130","0.0861498307087413","0.0861498307087413","0.0861498307087413"
"133","0.0858003068386503","0.0858003068386503","0.0858003068386503"
"134","0.08591573209844883","0.08591573209844883","0.08591573209844883"
"135","0.0859036006825538","0.0859036006825538","0.0859036006825538"
"136","0.08583066682340398","0.08583066682340398","0.08583066682340398"
"137","0.085853690210629","0.085853690210629","0.085853690210629"
