"Step","swin_unetr_fold1 - train/mae","swin_unetr_fold1 - train/mae__MIN","swin_unetr_fold1 - train/mae__MAX"
"0","0.10244623237406407","0.10244623237406407","0.10244623237406407"
"1","0.0882130520906122","0.0882130520906122","0.0882130520906122"
"2","0.0847654989658496","0.0847654989658496","0.0847654989658496"
"3","0.0822547914639712","0.0822547914639712","0.0822547914639712"
"4","0.08122236360049931","0.08122236360049931","0.08122236360049931"
"7","0.08005143577450669","0.08005143577450669","0.08005143577450669"
"8","0.0795584359020801","0.0795584359020801","0.0795584359020801"
"9","0.07832422456401703","0.07832422456401703","0.07832422456401703"
"10","0.07753430433910001","0.07753430433910001","0.07753430433910001"
"11","0.07800445334332717","0.07800445334332717","0.07800445334332717"
"14","0.07628415420840925","0.07628415420840925","0.07628415420840925"
"15","0.07559026707995893","0.07559026707995893","0.07559026707995893"
"16","0.07555269045670601","0.07555269045670601","0.07555269045670601"
"17","0.0747853978617657","0.0747853978617657","0.0747853978617657"
"18","0.07409817614094696","0.07409817614094696","0.07409817614094696"
"21","0.07299836880720958","0.07299836880720958","0.07299836880720958"
"22","0.0728080967779864","0.0728080967779864","0.0728080967779864"
"23","0.07280322997347004","0.07280322997347004","0.07280322997347004"
"24","0.07240608594485143","0.07240608594485143","0.07240608594485143"
"25","0.07198068610739237","0.07198068610739237","0.07198068610739237"
"28","0.0717817770168024","0.0717817770168024","0.0717817770168024"
"29","0.07156284175031048","0.07156284175031048","0.07156284175031048"
"30","0.07172783587764932","0.07172783587764932","0.07172783587764932"
"31","0.07032721056864956","0.07032721056864956","0.07032721056864956"
"32","0.07008111061330771","0.07008111061330771","0.07008111061330771"
"35","0.07029914988448754","0.07029914988448754","0.07029914988448754"
"36","0.06980197260345763","0.06980197260345763","0.06980197260345763"
"37","0.07031332873295815","0.07031332873295815","0.07031332873295815"
"38","0.06915185626725227","0.06915185626725227","0.06915185626725227"
"39","0.06935880260513813","0.06935880260513813","0.06935880260513813"
"42","0.06914040755411989","0.06914040755411989","0.06914040755411989"
"43","0.06949774284435847","0.06949774284435847","0.06949774284435847"
"44","0.06832035496635402","0.06832035496635402","0.06832035496635402"
"45","0.06821908993602153","0.06821908993602153","0.06821908993602153"
"46","0.06823873759178824","0.06823873759178824","0.06823873759178824"
"49","0.06747070488467555","0.06747070488467555","0.06747070488467555"
"50","0.06732022090516662","0.06732022090516662","0.06732022090516662"
"51","0.06707761739783828","0.06707761739783828","0.06707761739783828"
"52","0.06661447205200784","0.06661447205200784","0.06661447205200784"
"53","0.06668233746376485","0.06668233746376485","0.06668233746376485"
"56","0.06695488459547554","0.06695488459547554","0.06695488459547554"
"57","0.06713767691809701","0.06713767691809701","0.06713767691809701"
"58","0.06666968271007269","0.06666968271007269","0.06666968271007269"
"59","0.06673618693618322","0.06673618693618322","0.06673618693618322"
"60","0.0661861901593574","0.0661861901593574","0.0661861901593574"
"63","0.06663397654741841","0.06663397654741841","0.06663397654741841"
"64","0.06642106872201127","0.06642106872201127","0.06642106872201127"
"65","0.06670782498579908","0.06670782498579908","0.06670782498579908"
"66","0.06558549969892513","0.06558549969892513","0.06558549969892513"
"67","0.06546631048824557","0.06546631048824557","0.06546631048824557"
"70","0.06515113245020519","0.06515113245020519","0.06515113245020519"
"71","0.06526680684797627","0.06526680684797627","0.06526680684797627"
"72","0.06505814648749411","0.06505814648749411","0.06505814648749411"
"73","0.06534798553080431","0.06534798553080431","0.06534798553080431"
"74","0.06485461511697571","0.06485461511697571","0.06485461511697571"
"77","0.06515051986623023","0.06515051986623023","0.06515051986623023"
"78","0.06451686967347721","0.06451686967347721","0.06451686967347721"
"79","0.06480111131944503","0.06480111131944503","0.06480111131944503"
"80","0.06467011096298662","0.06467011096298662","0.06467011096298662"
"81","0.06476071777675922","0.06476071777675922","0.06476071777675922"
"84","0.06440234195579093","0.06440234195579093","0.06440234195579093"
"85","0.06372164718875283","0.06372164718875283","0.06372164718875283"
"86","0.06421579230875099","0.06421579230875099","0.06421579230875099"
"87","0.06399470727812112","0.06399470727812112","0.06399470727812112"
"88","0.0645679701794971","0.0645679701794971","0.0645679701794971"
"91","0.06392338721976652","0.06392338721976652","0.06392338721976652"
"92","0.06356414109649887","0.06356414109649887","0.06356414109649887"
"93","0.06369642795918276","0.06369642795918276","0.06369642795918276"
