"Step","unet2d_25d_fold3 - train/ssim","unet2d_25d_fold3 - train/ssim__MIN","unet2d_25d_fold3 - train/ssim__MAX"
"0","0.23622539789245134","0.23622539789245134","0.23622539789245134"
"1","0.20178377563971184","0.20178377563971184","0.20178377563971184"
"2","0.1882024705058975","0.1882024705058975","0.1882024705058975"
"3","0.18062411876439954","0.18062411876439954","0.18062411876439954"
"4","0.17570086551920125","0.17570086551920125","0.17570086551920125"
"7","0.17248322798029134","0.17248322798029134","0.17248322798029134"
"8","0.16956573722406515","0.16956573722406515","0.16956573722406515"
"9","0.16713252949115573","0.16713252949115573","0.16713252949115573"
"10","0.16533376295799643","0.16533376295799643","0.16533376295799643"
"11","0.16331315814021244","0.16331315814021244","0.16331315814021244"
"14","0.16168045560004057","0.16168045560004057","0.16168045560004057"
"15","0.1603514453594386","0.1603514453594386","0.1603514453594386"
"16","0.15901941214302356","0.15901941214302356","0.15901941214302356"
"17","0.15756129480175846","0.15756129480175846","0.15756129480175846"
"18","0.1559427500496577","0.1559427500496577","0.1559427500496577"
"21","0.15544338503864918","0.15544338503864918","0.15544338503864918"
"22","0.15393691721456773","0.15393691721456773","0.15393691721456773"
"23","0.15282202467854744","0.15282202467854744","0.15282202467854744"
"24","0.15154184217915426","0.15154184217915426","0.15154184217915426"
"25","0.1506323483372184","0.1506323483372184","0.1506323483372184"
"28","0.14996137404189092","0.14996137404189092","0.14996137404189092"
"29","0.14870542383774338","0.14870542383774338","0.14870542383774338"
"30","0.14714033277445696","0.14714033277445696","0.14714033277445696"
"31","0.14666831031190117","0.14666831031190117","0.14666831031190117"
"32","0.1458977796912521","0.1458977796912521","0.1458977796912521"
"35","0.14457886142734458","0.14457886142734458","0.14457886142734458"
"36","0.14322246775516678","0.14322246775516678","0.14322246775516678"
"37","0.14231659089952625","0.14231659089952625","0.14231659089952625"
"38","0.14198002552677239","0.14198002552677239","0.14198002552677239"
"39","0.140522819935316","0.140522819935316","0.140522819935316"
"42","0.13900843910905114","0.13900843910905114","0.13900843910905114"
"43","0.13813180124520974","0.13813180124520974","0.13813180124520974"
"44","0.13734261734278752","0.13734261734278752","0.13734261734278752"
"45","0.1360720569449965","0.1360720569449965","0.1360720569449965"
"46","0.13487262197181107","0.13487262197181107","0.13487262197181107"
"49","0.13392972448876572","0.13392972448876572","0.13392972448876572"
"50","0.13243949680081246","0.13243949680081246","0.13243949680081246"
"51","0.1311158427875745","0.1311158427875745","0.1311158427875745"
"52","0.13036056774992733","0.13036056774992733","0.13036056774992733"
"53","0.1293614039268501","0.1293614039268501","0.1293614039268501"
"56","0.12757141929680008","0.12757141929680008","0.12757141929680008"
"57","0.12695244381743223","0.12695244381743223","0.12695244381743223"
"58","0.12497865451659977","0.12497865451659977","0.12497865451659977"
"59","0.12408748441085096","0.12408748441085096","0.12408748441085096"
"60","0.12267907285016333","0.12267907285016333","0.12267907285016333"
"63","0.12138069232960144","0.12138069232960144","0.12138069232960144"
"64","0.12001659332371993","0.12001659332371993","0.12001659332371993"
"65","0.11912015332022413","0.11912015332022413","0.11912015332022413"
"66","0.1178980792883943","0.1178980792883943","0.1178980792883943"
"67","0.1168741445518916","0.1168741445518916","0.1168741445518916"
"70","0.1152135654903647","0.1152135654903647","0.1152135654903647"
"71","0.1140697702361782","0.1140697702361782","0.1140697702361782"
"72","0.11296912074135854","0.11296912074135854","0.11296912074135854"
"73","0.11169712372419643","0.11169712372419643","0.11169712372419643"
"74","0.11039917244132379","0.11039917244132379","0.11039917244132379"
"77","0.10921679702187034","0.10921679702187034","0.10921679702187034"
"78","0.10804605162232635","0.10804605162232635","0.10804605162232635"
"79","0.10706339829755288","0.10706339829755288","0.10706339829755288"
"80","0.10591526517317629","0.10591526517317629","0.10591526517317629"
"81","0.10497708756127075","0.10497708756127075","0.10497708756127075"
"84","0.10413598642191982","0.10413598642191982","0.10413598642191982"
"85","0.10265916602303572","0.10265916602303572","0.10265916602303572"
"86","0.10178113292608722","0.10178113292608722","0.10178113292608722"
"87","0.1009514936639788","0.1009514936639788","0.1009514936639788"
"88","0.09986879186018055","0.09986879186018055","0.09986879186018055"
"91","0.09912859105249457","0.09912859105249457","0.09912859105249457"
"92","0.09827542336585243","0.09827542336585243","0.09827542336585243"
"93","0.09774513506964229","0.09774513506964229","0.09774513506964229"
"94","0.09670681929092198","0.09670681929092198","0.09670681929092198"
"95","0.09603060803602478","0.09603060803602478","0.09603060803602478"
"98","0.09542947959609718","0.09542947959609718","0.09542947959609718"
"99","0.0944751207155483","0.0944751207155483","0.0944751207155483"
"100","0.09406536747344953","0.09406536747344953","0.09406536747344953"
"101","0.0932636984456133","0.0932636984456133","0.0932636984456133"
"102","0.09268668692955373","0.09268668692955373","0.09268668692955373"
"105","0.09217987082310644","0.09217987082310644","0.09217987082310644"
"106","0.0915556252002716","0.0915556252002716","0.0915556252002716"
"107","0.09093726289754388","0.09093726289754388","0.09093726289754388"
"108","0.0907285839354332","0.0907285839354332","0.0907285839354332"
"109","0.09012961278815432","0.09012961278815432","0.09012961278815432"
"112","0.08991106364087681","0.08991106364087681","0.08991106364087681"
"113","0.08930238691741081","0.08930238691741081","0.08930238691741081"
"114","0.08900424540861944","0.08900424540861944","0.08900424540861944"
"115","0.08884165471424811","0.08884165471424811","0.08884165471424811"
"116","0.08841017741617803","0.08841017741617803","0.08841017741617803"
"119","0.0882474212937604","0.0882474212937604","0.0882474212937604"
"120","0.08792312855714904","0.08792312855714904","0.08792312855714904"
"121","0.08772131345484553","0.08772131345484553","0.08772131345484553"
"122","0.08726754979989929","0.08726754979989929","0.08726754979989929"
"123","0.0871356724990692","0.0871356724990692","0.0871356724990692"
"126","0.08732995970089107","0.08732995970089107","0.08732995970089107"
"127","0.08684574613441988","0.08684574613441988","0.08684574613441988"
"128","0.08694527990030784","0.08694527990030784","0.08694527990030784"
"129","0.08686437827257441","0.08686437827257441","0.08686437827257441"
"130","0.08670544104806385","0.08670544104806385","0.08670544104806385"
"133","0.08639949532083123","0.08639949532083123","0.08639949532083123"
"134","0.08650437547358336","0.08650437547358336","0.08650437547358336"
"135","0.0864030781169475","0.0864030781169475","0.0864030781169475"
"136","0.08639228953583174","0.08639228953583174","0.08639228953583174"
"137","0.08640030144615458","0.08640030144615458","0.08640030144615458"
