"Step","swin_unetr_fold4 - train/mae","swin_unetr_fold4 - train/mae__MIN","swin_unetr_fold4 - train/mae__MAX"
"0","0.1013867866879502","0.1013867866879502","0.1013867866879502"
"1","0.08676743863621167","0.08676743863621167","0.08676743863621167"
"2","0.08404372908581313","0.08404372908581313","0.08404372908581313"
"3","0.08142495069795612","0.08142495069795612","0.08142495069795612"
"4","0.08044344160432242","0.08044344160432242","0.08044344160432242"
"7","0.07976502208562153","0.07976502208562153","0.07976502208562153"
"8","0.07907647821251665","0.07907647821251665","0.07907647821251665"
"9","0.07849147947822933","0.07849147947822933","0.07849147947822933"
"10","0.07681576163582424","0.07681576163582424","0.07681576163582424"
"11","0.07613695367313841","0.07613695367313841","0.07613695367313841"
"14","0.07455824823752367","0.07455824823752367","0.07455824823752367"
"15","0.07402345375308755","0.07402345375308755","0.07402345375308755"
"16","0.07400808329482766","0.07400808329482766","0.07400808329482766"
"17","0.07405799853798509","0.07405799853798509","0.07405799853798509"
"18","0.07269679487845811","0.07269679487845811","0.07269679487845811"
"21","0.07262574276911019","0.07262574276911019","0.07262574276911019"
"22","0.07178174163120322","0.07178174163120322","0.07178174163120322"
"23","0.07233060714456838","0.07233060714456838","0.07233060714456838"
"24","0.07131149414343434","0.07131149414343434","0.07131149414343434"
"25","0.07095614816695774","0.07095614816695774","0.07095614816695774"
"28","0.0705852612478912","0.0705852612478912","0.0705852612478912"
"29","0.07042262553826747","0.07042262553826747","0.07042262553826747"
"30","0.07033353656722478","0.07033353656722478","0.07033353656722478"
"31","0.0703355884119128","0.0703355884119128","0.0703355884119128"
"32","0.06939821729494851","0.06939821729494851","0.06939821729494851"
"35","0.06923586379567696","0.06923586379567696","0.06923586379567696"
"36","0.06965863057583184","0.06965863057583184","0.06965863057583184"
"37","0.06853700133812962","0.06853700133812962","0.06853700133812962"
"38","0.06826169460460736","0.06826169460460736","0.06826169460460736"
"39","0.06804388726721508","0.06804388726721508","0.06804388726721508"
"42","0.06792189257287824","0.06792189257287824","0.06792189257287824"
"43","0.06814923766622276","0.06814923766622276","0.06814923766622276"
"44","0.06793540987119755","0.06793540987119755","0.06793540987119755"
"45","0.06760391479329916","0.06760391479329916","0.06760391479329916"
"46","0.06688742209668422","0.06688742209668422","0.06688742209668422"
"49","0.06710323394270168","0.06710323394270168","0.06710323394270168"
"50","0.06665098297130115","0.06665098297130115","0.06665098297130115"
"51","0.06675723378926708","0.06675723378926708","0.06675723378926708"
"52","0.06664710486464637","0.06664710486464637","0.06664710486464637"
