"Step","swin_unetr_fold4 - train/total","swin_unetr_fold4 - train/total__MIN","swin_unetr_fold4 - train/total__MAX"
"0","0.11503407212284034","0.11503407212284034","0.11503407212284034"
"1","0.09887298411482515","0.09887298411482515","0.09887298411482515"
"2","0.09601484235883016","0.09601484235883016","0.09601484235883016"
"3","0.09333481106577243","0.09333481106577243","0.09333481106577243"
"4","0.09233528741114405","0.09233528741114405","0.09233528741114405"
"7","0.09152534925710756","0.09152534925710756","0.09152534925710756"
"8","0.09091892122787867","0.09091892122787867","0.09091892122787867"
"9","0.0903832995821571","0.0903832995821571","0.0903832995821571"
"10","0.08860915032724324","0.08860915032724324","0.08860915032724324"
"11","0.08782209810593666","0.08782209810593666","0.08782209810593666"
"14","0.08613306297226678","0.08613306297226678","0.08613306297226678"
"15","0.08564817403557813","0.08564817403557813","0.08564817403557813"
"16","0.0856275513836587","0.0856275513836587","0.0856275513836587"
"17","0.08571276471388907","0.08571276471388907","0.08571276471388907"
"18","0.08430930752946832","0.08430930752946832","0.08430930752946832"
"21","0.08418378312961393","0.08418378312961393","0.08418378312961393"
"22","0.08329546932818983","0.08329546932818983","0.08329546932818983"
"23","0.08388784577261423","0.08388784577261423","0.08388784577261423"
"24","0.08279744162652682","0.08279744162652682","0.08279744162652682"
"25","0.08238614241232528","0.08238614241232528","0.08238614241232528"
"28","0.08204094552159406","0.08204094552159406","0.08204094552159406"
"29","0.08180824828336164","0.08180824828336164","0.08180824828336164"
"30","0.08180016982640677","0.08180016982640677","0.08180016982640677"
"31","0.08175422892589967","0.08175422892589967","0.08175422892589967"
"32","0.08077664628371467","0.08077664628371467","0.08077664628371467"
"35","0.0806438642378985","0.0806438642378985","0.0806438642378985"
"36","0.08104245637424821","0.08104245637424821","0.08104245637424821"
"37","0.07985331694827844","0.07985331694827844","0.07985331694827844"
"38","0.07957303047795694","0.07957303047795694","0.07957303047795694"
"39","0.07937963711415653","0.07937963711415653","0.07937963711415653"
"42","0.07922008504777278","0.07922008504777278","0.07922008504777278"
"43","0.07943323126955855","0.07943323126955855","0.07943323126955855"
"44","0.07921605444157226","0.07921605444157226","0.07921605444157226"
"45","0.07886565557819818","0.07886565557819818","0.07886565557819818"
"46","0.07810863680216297","0.07810863680216297","0.07810863680216297"
"49","0.07838915080157939","0.07838915080157939","0.07838915080157939"
"50","0.07788574068000456","0.07788574068000456","0.07788574068000456"
"51","0.07801990345880776","0.07801990345880776","0.07801990345880776"
"52","0.07791068882894647","0.07791068882894647","0.07791068882894647"
"53","0.07793772082220658","0.07793772082220658","0.07793772082220658"
"56","0.07761255788494135","0.07761255788494135","0.07761255788494135"
"57","0.07693636063969096","0.07693636063969096","0.07693636063969096"
"58","0.07692667752500326","0.07692667752500326","0.07692667752500326"
"59","0.0770417423576889","0.0770417423576889","0.0770417423576889"
"60","0.07659816409543671","0.07659816409543671","0.07659816409543671"
"63","0.07709739374431337","0.07709739374431337","0.07709739374431337"
"64","0.07665358321161912","0.07665358321161912","0.07665358321161912"
"65","0.07609288589163939","0.07609288589163939","0.07609288589163939"
"66","0.0758914506690452","0.0758914506690452","0.0758914506690452"
"67","0.07589170732686285","0.07589170732686285","0.07589170732686285"
"70","0.07638431558401583","0.07638431558401583","0.07638431558401583"
"71","0.07549565803907313","0.07549565803907313","0.07549565803907313"
"72","0.07487301336557124","0.07487301336557124","0.07487301336557124"
"73","0.07579383582226755","0.07579383582226755","0.07579383582226755"
"74","0.07511062029704903","0.07511062029704903","0.07511062029704903"
"77","0.07499575285345605","0.07499575285345605","0.07499575285345605"
"78","0.07464842349250618","0.07464842349250618","0.07464842349250618"
"79","0.07474334236560289","0.07474334236560289","0.07474334236560289"
"80","0.0747110339818969","0.0747110339818969","0.0747110339818969"
"81","0.07413327853626835","0.07413327853626835","0.07413327853626835"
"84","0.07433072015337372","0.07433072015337372","0.07433072015337372"
"85","0.07458943222723821","0.07458943222723821","0.07458943222723821"
"86","0.07441599130757218","0.07441599130757218","0.07441599130757218"
"87","0.07413644235396102","0.07413644235396102","0.07413644235396102"
"88","0.07422676247285104","0.07422676247285104","0.07422676247285104"
"91","0.07419962130414551","0.07419962130414551","0.07419962130414551"
"92","0.07426837034680384","0.07426837034680384","0.07426837034680384"
"93","0.07376151721015348","0.07376151721015348","0.07376151721015348"
"94","0.07364016723040628","0.07364016723040628","0.07364016723040628"
"95","0.07417290424224046","0.07417290424224046","0.07417290424224046"
"98","0.07347156643489332","0.07347156643489332","0.07347156643489332"
"99","0.0739780102482319","0.0739780102482319","0.0739780102482319"
"100","0.0730705111316198","0.0730705111316198","0.0730705111316198"
"101","0.07280567677019739","0.07280567677019739","0.07280567677019739"
"102","0.07285900829640493","0.07285900829640493","0.07285900829640493"
"105","0.07298244363185799","0.07298244363185799","0.07298244363185799"
"106","0.07331348167024311","0.07331348167024311","0.07331348167024311"
"107","0.07293868596418147","0.07293868596418147","0.07293868596418147"
"108","0.07246303860073985","0.07246303860073985","0.07246303860073985"
"109","0.07284506385216638","0.07284506385216638","0.07284506385216638"
"112","0.07178795150909613","0.07178795150909613","0.07178795150909613"
"113","0.07237341281099016","0.07237341281099016","0.07237341281099016"
"114","0.07253867724747447","0.07253867724747447","0.07253867724747447"
"115","0.07217841880138537","0.07217841880138537","0.07217841880138537"
"116","0.07221134584477537","0.07221134584477537","0.07221134584477537"
"119","0.07198146244583423","0.07198146244583423","0.07198146244583423"
"120","0.0719278596037874","0.0719278596037874","0.0719278596037874"
"121","0.0716990829539962","0.0716990829539962","0.0716990829539962"
"122","0.07229912375174383","0.07229912375174383","0.07229912375174383"
"123","0.07182807206290877","0.07182807206290877","0.07182807206290877"
"126","0.07164553246314016","0.07164553246314016","0.07164553246314016"
"127","0.07215823647495738","0.07215823647495738","0.07215823647495738"
"128","0.07212213282578989","0.07212213282578989","0.07212213282578989"
"129","0.07175016063456595","0.07175016063456595","0.07175016063456595"
"130","0.07103916543855716","0.07103916543855716","0.07103916543855716"
"133","0.07154155626880974","0.07154155626880974","0.07154155626880974"
"134","0.07188896761330138","0.07188896761330138","0.07188896761330138"
"135","0.07029697696676329","0.07029697696676329","0.07029697696676329"
"136","0.07171851492207296","0.07171851492207296","0.07171851492207296"
"137","0.07121811140847611","0.07121811140847611","0.07121811140847611"
"140","0.0718208727211597","0.0718208727211597","0.0718208727211597"
"141","0.07101531998811543","0.07101531998811543","0.07101531998811543"
"142","0.07124457493792519","0.07124457493792519","0.07124457493792519"
"143","0.07035156170139592","0.07035156170139592","0.07035156170139592"
"144","0.07066308763521859","0.07066308763521859","0.07066308763521859"
"147","0.07100194818430759","0.07100194818430759","0.07100194818430759"
"148","0.07037932610292125","0.07037932610292125","0.07037932610292125"
"149","0.0706420366081045","0.0706420366081045","0.0706420366081045"
"150","0.07017890470641511","0.07017890470641511","0.07017890470641511"
"151","0.07097946339916462","0.07097946339916462","0.07097946339916462"
"154","0.07102019999771667","0.07102019999771667","0.07102019999771667"
"155","0.07039997760321116","0.07039997760321116","0.07039997760321116"
"156","0.07030655296929744","0.07030655296929744","0.07030655296929744"
"157","0.07018883065893827","0.07018883065893827","0.07018883065893827"
"158","0.07072838527084073","0.07072838527084073","0.07072838527084073"
"161","0.07005550366570895","0.07005550366570895","0.07005550366570895"
"162","0.07033557929782515","0.07033557929782515","0.07033557929782515"
"163","0.07063287511049543","0.07063287511049543","0.07063287511049543"
"164","0.07095433816164892","0.07095433816164892","0.07095433816164892"
"165","0.07034427286115662","0.07034427286115662","0.07034427286115662"
