"Step","dynunet_fold0 - train/mae","dynunet_fold0 - train/mae__MIN","dynunet_fold0 - train/mae__MAX"
"0","0.10380256567271305","0.10380256567271305","0.10380256567271305"
"1","0.08900568333708427","0.08900568333708427","0.08900568333708427"
"2","0.08369016616496366","0.08369016616496366","0.08369016616496366"
"3","0.08081372180606895","0.08081372180606895","0.08081372180606895"
"4","0.07787914614160887","0.07787914614160887","0.07787914614160887"
"7","0.0754715741291497","0.0754715741291497","0.0754715741291497"
"8","0.07451421425081145","0.07451421425081145","0.07451421425081145"
"9","0.07296846974822511","0.07296846974822511","0.07296846974822511"
"10","0.07236042083946592","0.07236042083946592","0.07236042083946592"
"11","0.07077960119113019","0.07077960119113019","0.07077960119113019"
"14","0.06989357869636703","0.06989357869636703","0.06989357869636703"
"15","0.06947572543628482","0.06947572543628482","0.06947572543628482"
"16","0.0689058488711626","0.0689058488711626","0.0689058488711626"
"17","0.06827859088548689","0.06827859088548689","0.06827859088548689"
"18","0.06759897688931878","0.06759897688931878","0.06759897688931878"
"21","0.06722757367526072","0.06722757367526072","0.06722757367526072"
"22","0.06664304175611699","0.06664304175611699","0.06664304175611699"
"23","0.0666806832877153","0.0666806832877153","0.0666806832877153"
"24","0.06641611229987146","0.06641611229987146","0.06641611229987146"
"25","0.0655389535079561","0.0655389535079561","0.0655389535079561"
"28","0.06560855179126032","0.06560855179126032","0.06560855179126032"
"29","0.06523774129346625","0.06523774129346625","0.06523774129346625"
"30","0.06533500066861607","0.06533500066861607","0.06533500066861607"
"31","0.06467207575728916","0.06467207575728916","0.06467207575728916"
"32","0.06407881393177975","0.06407881393177975","0.06407881393177975"
"35","0.06408398488064768","0.06408398488064768","0.06408398488064768"
"36","0.0638257474324175","0.0638257474324175","0.0638257474324175"
"37","0.06360814411060087","0.06360814411060087","0.06360814411060087"
"38","0.06253661227702804","0.06253661227702804","0.06253661227702804"
"39","0.06280821347024566","0.06280821347024566","0.06280821347024566"
"42","0.06278361639640903","0.06278361639640903","0.06278361639640903"
"43","0.06316303775153925","0.06316303775153925","0.06316303775153925"
"44","0.06216273151410671","0.06216273151410671","0.06216273151410671"
"45","0.062214174725163676","0.062214174725163676","0.062214174725163676"
"46","0.06225148559088347","0.06225148559088347","0.06225148559088347"
"49","0.06268379921436278","0.06268379921436278","0.06268379921436278"
"50","0.062323059108071996","0.062323059108071996","0.062323059108071996"
"51","0.06154484849310282","0.06154484849310282","0.06154484849310282"
"52","0.06163254191441808","0.06163254191441808","0.06163254191441808"
"53","0.06132049167032849","0.06132049167032849","0.06132049167032849"
"56","0.0610601713768009","0.0610601713768009","0.0610601713768009"
"57","0.06152166706183321","0.06152166706183321","0.06152166706183321"
"58","0.06150195750335304","0.06150195750335304","0.06150195750335304"
"59","0.06108327643898945","0.06108327643898945","0.06108327643898945"
"60","0.060227156038198504","0.060227156038198504","0.060227156038198504"
"63","0.06044728007168586","0.06044728007168586","0.06044728007168586"
"64","0.060823420762161025","0.060823420762161025","0.060823420762161025"
"65","0.061045067343514135","0.061045067343514135","0.061045067343514135"
"66","0.060328211543630016","0.060328211543630016","0.060328211543630016"
"67","0.060563238323525045","0.060563238323525045","0.060563238323525045"
"70","0.060459194353124475","0.060459194353124475","0.060459194353124475"
"71","0.05948570031809794","0.05948570031809794","0.05948570031809794"
"72","0.06017480847159667","0.06017480847159667","0.06017480847159667"
"73","0.06000256209001267","0.06000256209001267","0.06000256209001267"
"74","0.05982525224063658","0.05982525224063658","0.05982525224063658"
"77","0.05986177680249935","0.05986177680249935","0.05986177680249935"
"78","0.059457343764899466","0.059457343764899466","0.059457343764899466"
"79","0.0596034908677286","0.0596034908677286","0.0596034908677286"
"80","0.05898438489217779","0.05898438489217779","0.05898438489217779"
"81","0.05884436935436351","0.05884436935436351","0.05884436935436351"
"84","0.05908582668078184","0.05908582668078184","0.05908582668078184"
"85","0.05886732822473592","0.05886732822473592","0.05886732822473592"
"86","0.05871722211625863","0.05871722211625863","0.05871722211625863"
"87","0.058074480405448256","0.058074480405448256","0.058074480405448256"
"88","0.0578723276806068","0.0578723276806068","0.0578723276806068"
"91","0.058379732482578786","0.058379732482578786","0.058379732482578786"
"92","0.058292084835163314","0.058292084835163314","0.058292084835163314"
"93","0.05856619026155102","0.05856619026155102","0.05856619026155102"
"94","0.058065934715998156","0.058065934715998156","0.058065934715998156"
"95","0.058302742184151886","0.058302742184151886","0.058302742184151886"
"98","0.05795810051923577","0.05795810051923577","0.05795810051923577"
"99","0.05839335902904471","0.05839335902904471","0.05839335902904471"
"100","0.05808201967839361","0.05808201967839361","0.05808201967839361"
"101","0.05768112098149052","0.05768112098149052","0.05768112098149052"
"102","0.05753521032095181","0.05753521032095181","0.05753521032095181"
"105","0.05704259226608667","0.05704259226608667","0.05704259226608667"
"106","0.05719415115059486","0.05719415115059486","0.05719415115059486"
"107","0.0570400322876161","0.0570400322876161","0.0570400322876161"
"108","0.057499349707923024","0.057499349707923024","0.057499349707923024"
"109","0.05702011911521033","0.05702011911521033","0.05702011911521033"
"112","0.05693988226761324","0.05693988226761324","0.05693988226761324"
"113","0.05725467605496156","0.05725467605496156","0.05725467605496156"
"114","0.057012931981982734","0.057012931981982734","0.057012931981982734"
"115","0.05715275952013943","0.05715275952013943","0.05715275952013943"
"116","0.056572825248752324","0.056572825248752324","0.056572825248752324"
"119","0.05644883995183272","0.05644883995183272","0.05644883995183272"
"120","0.05664256741534677","0.05664256741534677","0.05664256741534677"
"121","0.05692679033961421","0.05692679033961421","0.05692679033961421"
"122","0.05692543707348535","0.05692543707348535","0.05692543707348535"
"123","0.056539239030274926","0.056539239030274926","0.056539239030274926"
"126","0.05641529458732187","0.05641529458732187","0.05641529458732187"
"127","0.05665210878287011","0.05665210878287011","0.05665210878287011"
"128","0.055990194710318276","0.055990194710318276","0.055990194710318276"
"129","0.05630250606641528","0.05630250606641528","0.05630250606641528"
"130","0.055340196153661037","0.055340196153661037","0.055340196153661037"
"133","0.05575629484384156","0.05575629484384156","0.05575629484384156"
"134","0.05602116023141939","0.05602116023141939","0.05602116023141939"
"135","0.055423271154896134","0.055423271154896134","0.055423271154896134"
"136","0.056076938335812","0.056076938335812","0.056076938335812"
"137","0.05564007457563436","0.05564007457563436","0.05564007457563436"
"140","0.05578553931660612","0.05578553931660612","0.05578553931660612"
"141","0.055197747060384","0.055197747060384","0.055197747060384"
"142","0.05522767752151961","0.05522767752151961","0.05522767752151961"
"143","0.0555622595084178","0.0555622595084178","0.0555622595084178"
"144","0.05562851437391689","0.05562851437391689","0.05562851437391689"
"147","0.055469884290218804","0.055469884290218804","0.055469884290218804"
"148","0.055508845865734534","0.055508845865734534","0.055508845865734534"
"149","0.05505481507484015","0.05505481507484015","0.05505481507484015"
"150","0.054880294459972744","0.054880294459972744","0.054880294459972744"
"151","0.055108626887153886","0.055108626887153886","0.055108626887153886"
"154","0.055030839793884005","0.055030839793884005","0.055030839793884005"
"155","0.05499541483117969","0.05499541483117969","0.05499541483117969"
"156","0.05511964317532135","0.05511964317532135","0.05511964317532135"
"157","0.05487452833550414","0.05487452833550414","0.05487452833550414"
"158","0.05482808419188799","0.05482808419188799","0.05482808419188799"
"161","0.0549802602998493","0.0549802602998493","0.0549802602998493"
"162","0.054907423462738886","0.054907423462738886","0.054907423462738886"
"163","0.054698738076994234","0.054698738076994234","0.054698738076994234"
"164","0.05482815955342217","0.05482815955342217","0.05482815955342217"
"165","0.054798765940535246","0.054798765940535246","0.054798765940535246"
"168","0.05462432783842893","0.05462432783842893","0.05462432783842893"
"169","0.05523782149178996","0.05523782149178996","0.05523782149178996"
"170","0.05464358122825816","0.05464358122825816","0.05464358122825816"
