"Step","swin_unetr_fold0 - train/gdl","swin_unetr_fold0 - train/gdl__MIN","swin_unetr_fold0 - train/gdl__MAX"
"0","0.01384058579106037","0.01384058579106037","0.01384058579106037"
"1","0.012349403330509942","0.012349403330509942","0.012349403330509942"
"2","0.012266731800338116","0.012266731800338116","0.012266731800338116"
"3","0.012071768950783846","0.012071768950783846","0.012071768950783846"
"4","0.012052963261020842","0.012052963261020842","0.012052963261020842"
"7","0.011956415693497374","0.011956415693497374","0.011956415693497374"
"8","0.011907060966636478","0.011907060966636478","0.011907060966636478"
"9","0.01186803750667592","0.01186803750667592","0.01186803750667592"
"10","0.011779326606502563","0.011779326606502563","0.011779326606502563"
"11","0.011845757118784076","0.011845757118784076","0.011845757118784076"
"14","0.011770507178266302","0.011770507178266302","0.011770507178266302"
"15","0.01171313942674884","0.01171313942674884","0.01171313942674884"
"16","0.011671225824448768","0.011671225824448768","0.011671225824448768"
"17","0.011682350877284383","0.011682350877284383","0.011682350877284383"
"18","0.01165924804979125","0.01165924804979125","0.01165924804979125"
"21","0.011590467993844325","0.011590467993844325","0.011590467993844325"
"22","0.011665123787978704","0.011665123787978704","0.011665123787978704"
"23","0.011661168867450014","0.011661168867450014","0.011661168867450014"
"24","0.011629258877961485","0.011629258877961485","0.011629258877961485"
"25","0.011667898407072894","0.011667898407072894","0.011667898407072894"
"28","0.011440607961403303","0.011440607961403303","0.011440607961403303"
"29","0.011483975996573767","0.011483975996573767","0.011483975996573767"
"30","0.011523240908085331","0.011523240908085331","0.011523240908085331"
"31","0.01151085335741654","0.01151085335741654","0.01151085335741654"
"32","0.011464658104340865","0.011464658104340865","0.011464658104340865"
"35","0.01147037207298142","0.01147037207298142","0.01147037207298142"
"36","0.011414725767111897","0.011414725767111897","0.011414725767111897"
"37","0.011498429544760899","0.011498429544760899","0.011498429544760899"
"38","0.011462130355023784","0.011462130355023784","0.011462130355023784"
"39","0.011446879457760989","0.011446879457760989","0.011446879457760989"
"42","0.011367036662421299","0.011367036662421299","0.011367036662421299"
"43","0.011349334260065801","0.011349334260065801","0.011349334260065801"
"44","0.011357233127341222","0.011357233127341222","0.011357233127341222"
"45","0.01139167357959081","0.01139167357959081","0.01139167357959081"
"46","0.011384003611233134","0.011384003611233134","0.011384003611233134"
"49","0.011448649481292693","0.011448649481292693","0.011448649481292693"
"50","0.011423863016106229","0.011423863016106229","0.011423863016106229"
"51","0.011376930310393914","0.011376930310393914","0.011376930310393914"
"52","0.011298779728172299","0.011298779728172299","0.011298779728172299"
"53","0.011336133154023447","0.011336133154023447","0.011336133154023447"
"56","0.011425222119505949","0.011425222119505949","0.011425222119505949"
"57","0.011314416197642636","0.011314416197642636","0.011314416197642636"
"58","0.011349180861712873","0.011349180861712873","0.011349180861712873"
"59","0.011286602342436775","0.011286602342436775","0.011286602342436775"
"60","0.011234458255202579","0.011234458255202579","0.011234458255202579"
"63","0.01130053374327435","0.01130053374327435","0.01130053374327435"
"64","0.011250593504733385","0.011250593504733385","0.011250593504733385"
"65","0.011311425652316654","0.011311425652316654","0.011311425652316654"
"66","0.011208667511320007","0.011208667511320007","0.011208667511320007"
"67","0.011320736521156505","0.011320736521156505","0.011320736521156505"
"70","0.011260373186767585","0.011260373186767585","0.011260373186767585"
"71","0.011275637554190247","0.011275637554190247","0.011275637554190247"
"72","0.01126116128460488","0.01126116128460488","0.01126116128460488"
"73","0.011184358327912602","0.011184358327912602","0.011184358327912602"
"74","0.011208088481037784","0.011208088481037784","0.011208088481037784"
"77","0.0112697768403828","0.0112697768403828","0.0112697768403828"
"78","0.011213051627926303","0.011213051627926303","0.011213051627926303"
"79","0.011207033039445613","0.011207033039445613","0.011207033039445613"
"80","0.011130205084452833","0.011130205084452833","0.011130205084452833"
"81","0.011212151774277838","0.011212151774277838","0.011212151774277838"
"84","0.011214512146017071","0.011214512146017071","0.011214512146017071"
"85","0.01114659053340904","0.01114659053340904","0.01114659053340904"
"86","0.011187941586982773","0.011187941586982773","0.011187941586982773"
"87","0.011199550584862734","0.011199550584862734","0.011199550584862734"
"88","0.01124331149201058","0.01124331149201058","0.01124331149201058"
"91","0.011073519771836005","0.011073519771836005","0.011073519771836005"
"92","0.011217517862439123","0.011217517862439123","0.011217517862439123"
"93","0.011084484247373844","0.011084484247373844","0.011084484247373844"
"94","0.011072131104362136","0.011072131104362136","0.011072131104362136"
"95","0.011188936601967441","0.011188936601967441","0.011188936601967441"
"98","0.011138180030148992","0.011138180030148992","0.011138180030148992"
"99","0.011137368241289743","0.011137368241289743","0.011137368241289743"
"100","0.01110918485827631","0.01110918485827631","0.01110918485827631"
"101","0.011159530413705952","0.011159530413705952","0.011159530413705952"
"102","0.011078997663621895","0.011078997663621895","0.011078997663621895"
"105","0.011153289332362981","0.011153289332362981","0.011153289332362981"
"106","0.011077597703420844","0.011077597703420844","0.011077597703420844"
"107","0.011198795019438313","0.011198795019438313","0.011198795019438313"
"108","0.01117588083276896","0.01117588083276896","0.01117588083276896"
"109","0.011143175784288804","0.011143175784288804","0.011143175784288804"
"112","0.011105794055529495","0.011105794055529495","0.011105794055529495"
"113","0.011059387535228721","0.011059387535228721","0.011059387535228721"
"114","0.01115310254624694","0.01115310254624694","0.01115310254624694"
"115","0.011101720025999778","0.011101720025999778","0.011101720025999778"
"116","0.011147044969972594","0.011147044969972594","0.011147044969972594"
"119","0.011060563953632682","0.011060563953632682","0.011060563953632682"
"120","0.01108041673949597","0.01108041673949597","0.01108041673949597"
"121","0.01114036480506108","0.01114036480506108","0.01114036480506108"
"122","0.01112470876433568","0.01112470876433568","0.01112470876433568"
"123","0.011060070632745257","0.011060070632745257","0.011060070632745257"
"126","0.011065477200429","0.011065477200429","0.011065477200429"
"127","0.011079910617710789","0.011079910617710789","0.011079910617710789"
"128","0.011042030467460278","0.011042030467460278","0.011042030467460278"
"129","0.01109277282073465","0.01109277282073465","0.01109277282073465"
"130","0.011037525678183521","0.011037525678183521","0.011037525678183521"
"133","0.01099868530512876","0.01099868530512876","0.01099868530512876"
"134","0.011078072202445343","0.011078072202445343","0.011078072202445343"
"135","0.011080693695578297","0.011080693695578297","0.011080693695578297"
"136","0.011046263807704189","0.011046263807704189","0.011046263807704189"
"137","0.011040245411737148","0.011040245411737148","0.011040245411737148"
"140","0.011111886555266473","0.011111886555266473","0.011111886555266473"
"141","0.011026036099461966","0.011026036099461966","0.011026036099461966"
"142","0.011067916768919515","0.011067916768919515","0.011067916768919515"
"143","0.0110003057110337","0.0110003057110337","0.0110003057110337"
"144","0.010988634609233274","0.010988634609233274","0.010988634609233274"
"147","0.011035689340755182","0.011035689340755182","0.011035689340755182"
"148","0.01099916744787746","0.01099916744787746","0.01099916744787746"
"149","0.011013255441622825","0.011013255441622825","0.011013255441622825"
"150","0.011034742590882593","0.011034742590882593","0.011034742590882593"
"151","0.010998418412294271","0.010998418412294271","0.010998418412294271"
"154","0.011022102122509538","0.011022102122509538","0.011022102122509538"
"155","0.011071313003625407","0.011071313003625407","0.011071313003625407"
"156","0.01096253237662861","0.01096253237662861","0.01096253237662861"
"157","0.011025751396752612","0.011025751396752612","0.011025751396752612"
"158","0.011060255507835756","0.011060255507835756","0.011060255507835756"
"161","0.011042570700824615","0.011042570700824615","0.011042570700824615"
"162","0.01104029653242636","0.01104029653242636","0.01104029653242636"
"163","0.010969696932843205","0.010969696932843205","0.010969696932843205"
"164","0.01106425634664947","0.01106425634664947","0.01106425634664947"
"165","0.010989990724261762","0.010989990724261762","0.010989990724261762"
"168","0.010993061474956838","0.010993061474956838","0.010993061474956838"
"169","0.011048576427302101","0.011048576427302101","0.011048576427302101"
"170","0.010990123248868723","0.010990123248868723","0.010990123248868723"
"171","0.01104296683457285","0.01104296683457285","0.01104296683457285"
"172","0.010970962057076596","0.010970962057076596","0.010970962057076596"
"175","0.011065620947649372","0.011065620947649372","0.011065620947649372"
"176","0.011004402561998196","0.011004402561998196","0.011004402561998196"
"177","0.010946458582040648","0.010946458582040648","0.010946458582040648"
"178","0.011035213490150686","0.011035213490150686","0.011035213490150686"
"179","0.010949321802770034","0.010949321802770034","0.010949321802770034"
"182","0.01099588084125335","0.01099588084125335","0.01099588084125335"
"183","0.011035575339539395","0.011035575339539395","0.011035575339539395"
"184","0.01104598063889899","0.01104598063889899","0.01104598063889899"
"185","0.01097495703581515","0.01097495703581515","0.01097495703581515"
"186","0.010987646416010077","0.010987646416010077","0.010987646416010077"
"189","0.010968900331647793","0.010968900331647793","0.010968900331647793"
"190","0.01097789268287552","0.01097789268287552","0.01097789268287552"
"191","0.010963422433877348","0.010963422433877348","0.010963422433877348"
"192","0.011001670247526412","0.011001670247526412","0.011001670247526412"
"193","0.011009803821445641","0.011009803821445641","0.011009803821445641"
"196","0.010947947448963154","0.010947947448963154","0.010947947448963154"
"197","0.010986130118916351","0.010986130118916351","0.010986130118916351"
"198","0.010941133723297919","0.010941133723297919","0.010941133723297919"
"199","0.011048023078315468","0.011048023078315468","0.011048023078315468"
"200","0.011046089994715068","0.011046089994715068","0.011046089994715068"
"203","0.011020797468344903","0.011020797468344903","0.011020797468344903"
"204","0.011003351791381828","0.011003351791381828","0.011003351791381828"
"205","0.011003523388322145","0.011003523388322145","0.011003523388322145"
"206","0.01101084200849805","0.01101084200849805","0.01101084200849805"
"207","0.011069130019858799","0.011069130019858799","0.011069130019858799"
