"Step","dynunet_fold4 - train/gdl","dynunet_fold4 - train/gdl__MIN","dynunet_fold4 - train/gdl__MAX"
"0","0.01482855324124511","0.01482855324124511","0.01482855324124511"
"1","0.012109804899757628","0.012109804899757628","0.012109804899757628"
"2","0.011855149507365687","0.011855149507365687","0.011855149507365687"
"3","0.01169283969401227","0.01169283969401227","0.01169283969401227"
"4","0.011530232249173792","0.011530232249173792","0.011530232249173792"
"7","0.011504323383291366","0.011504323383291366","0.011504323383291366"
"8","0.01145621211095522","0.01145621211095522","0.01145621211095522"
"9","0.011431917230363284","0.011431917230363284","0.011431917230363284"
"10","0.011360739629258569","0.011360739629258569","0.011360739629258569"
"11","0.011322984046862937","0.011322984046862937","0.011322984046862937"
"14","0.011308412489754834","0.011308412489754834","0.011308412489754834"
"15","0.011190704295947769","0.011190704295947769","0.011190704295947769"
"16","0.011232324904555025","0.011232324904555025","0.011232324904555025"
"17","0.011228493117872168","0.011228493117872168","0.011228493117872168"
"18","0.011141579055461679","0.011141579055461679","0.011141579055461679"
"21","0.01112330556879779","0.01112330556879779","0.01112330556879779"
"22","0.011105206514433122","0.011105206514433122","0.011105206514433122"
"23","0.011117556030041343","0.011117556030041343","0.011117556030041343"
"24","0.011096412361349074","0.011096412361349074","0.011096412361349074"
"25","0.011116625787278555","0.011116625787278555","0.011116625787278555"
"28","0.010979299686474979","0.010979299686474979","0.010979299686474979"
"29","0.011045764758453763","0.011045764758453763","0.011045764758453763"
"30","0.01107197679196068","0.01107197679196068","0.01107197679196068"
"31","0.010989503143204389","0.010989503143204389","0.010989503143204389"
"32","0.010978921452717208","0.010978921452717208","0.010978921452717208"
"35","0.01100874775829554","0.01100874775829554","0.01100874775829554"
"36","0.010995160583879388","0.010995160583879388","0.010995160583879388"
"37","0.011022168720861671","0.011022168720861671","0.011022168720861671"
"38","0.01092782307988974","0.01092782307988974","0.01092782307988974"
"39","0.010928406969359502","0.010928406969359502","0.010928406969359502"
"42","0.010984899722201624","0.010984899722201624","0.010984899722201624"
"43","0.010893400460426328","0.010893400460426328","0.010893400460426328"
"44","0.010983437197644979","0.010983437197644979","0.010983437197644979"
"45","0.010884140516690644","0.010884140516690644","0.010884140516690644"
"46","0.010892929373003268","0.010892929373003268","0.010892929373003268"
"49","0.01086216900971885","0.01086216900971885","0.01086216900971885"
"50","0.010878514360307593","0.010878514360307593","0.010878514360307593"
"51","0.010910196308640976","0.010910196308640976","0.010910196308640976"
"52","0.01089744752003423","0.01089744752003423","0.01089744752003423"
"53","0.010945890102833188","0.010945890102833188","0.010945890102833188"
"56","0.010857469862760457","0.010857469862760457","0.010857469862760457"
"57","0.010832517223531223","0.010832517223531223","0.010832517223531223"
"58","0.010822223600746408","0.010822223600746408","0.010822223600746408"
"59","0.010844900702492416","0.010844900702492416","0.010844900702492416"
"60","0.010852273254148405","0.010852273254148405","0.010852273254148405"
"63","0.01079048413922105","0.01079048413922105","0.01079048413922105"
"64","0.010756037936477518","0.010756037936477518","0.010756037936477518"
"65","0.010792776016084997","0.010792776016084997","0.010792776016084997"
"66","0.010812853131957671","0.010812853131957671","0.010812853131957671"
"67","0.010785022913930901","0.010785022913930901","0.010785022913930901"
"70","0.010815800259646118","0.010815800259646118","0.010815800259646118"
"71","0.010751552183455616","0.010751552183455616","0.010751552183455616"
"72","0.01083089222794109","0.01083089222794109","0.01083089222794109"
"73","0.010731930137067816","0.010731930137067816","0.010731930137067816"
