"Step","swin_unetr_fold2 - train/mae","swin_unetr_fold2 - train/mae__MIN","swin_unetr_fold2 - train/mae__MAX"
"156","0.06118190470474139","0.06118190470474139","0.06118190470474139"
"157","0.06069478541219534","0.06069478541219534","0.06069478541219534"
"158","0.061518428865336365","0.061518428865336365","0.061518428865336365"
"161","0.060860150771868696","0.060860150771868696","0.060860150771868696"
"162","0.06138764909021072","0.06138764909021072","0.06138764909021072"
"163","0.0604828711391479","0.0604828711391479","0.0604828711391479"
"164","0.06136579545480864","0.06136579545480864","0.06136579545480864"
"165","0.06065255948201274","0.06065255948201274","0.06065255948201274"
"168","0.06099690316654177","0.06099690316654177","0.06099690316654177"
"169","0.06078972763208535","0.06078972763208535","0.06078972763208535"
"170","0.06072899056558227","0.06072899056558227","0.06072899056558227"
"171","0.06081648918173127","0.06081648918173127","0.06081648918173127"
"172","0.06078356251476365","0.06078356251476365","0.06078356251476365"
"175","0.060421052195829265","0.060421052195829265","0.060421052195829265"
"176","0.06086167977876897","0.06086167977876897","0.06086167977876897"
"177","0.060033120090964356","0.060033120090964356","0.060033120090964356"
"178","0.06114375015249016","0.06114375015249016","0.06114375015249016"
"179","0.06082846658219668","0.06082846658219668","0.06082846658219668"
"182","0.06058927915397693","0.06058927915397693","0.06058927915397693"
"183","0.06069742180346572","0.06069742180346572","0.06069742180346572"
"184","0.061033062416116717","0.061033062416116717","0.061033062416116717"
"185","0.06021671543286879","0.06021671543286879","0.06021671543286879"
"186","0.0603534509286736","0.0603534509286736","0.0603534509286736"
"189","0.06027066980355552","0.06027066980355552","0.06027066980355552"
"190","0.06090176801370594","0.06090176801370594","0.06090176801370594"
"191","0.06042369076522527","0.06042369076522527","0.06042369076522527"
"192","0.060326236099593374","0.060326236099593374","0.060326236099593374"
"193","0.05995933908174919","0.05995933908174919","0.05995933908174919"
"196","0.06071829959272419","0.06071829959272419","0.06071829959272419"
"197","0.0602814737915009","0.0602814737915009","0.0602814737915009"
"198","0.06069096978007941","0.06069096978007941","0.06069096978007941"
"199","0.06065806640146776","0.06065806640146776","0.06065806640146776"
"200","0.06057907671020547","0.06057907671020547","0.06057907671020547"
"203","0.06034035038997246","0.06034035038997246","0.06034035038997246"
"204","0.06067591851972269","0.06067591851972269","0.06067591851972269"
"205","0.06076593976871018","0.06076593976871018","0.06076593976871018"
"206","0.059975375520121874","0.059975375520121874","0.059975375520121874"
"207","0.06036089884431718","0.06036089884431718","0.06036089884431718"
