"Step","dynunet_fold3 - train/mae","dynunet_fold3 - train/mae__MIN","dynunet_fold3 - train/mae__MAX"
"0","0.10276774232241588","0.10276774232241588","0.10276774232241588"
"1","0.09205154246463568","0.09205154246463568","0.09205154246463568"
"2","0.0873670551773024","0.0873670551773024","0.0873670551773024"
"3","0.08301054725532075","0.08301054725532075","0.08301054725532075"
"4","0.08064272340495726","0.08064272340495726","0.08064272340495726"
"7","0.07840426635705176","0.07840426635705176","0.07840426635705176"
"8","0.07651801881761601","0.07651801881761601","0.07651801881761601"
"9","0.07503432630848936","0.07503432630848936","0.07503432630848936"
"10","0.07354906687390293","0.07354906687390293","0.07354906687390293"
"11","0.07285099512782776","0.07285099512782776","0.07285099512782776"
"14","0.07225543905661057","0.07225543905661057","0.07225543905661057"
"15","0.07163618461854482","0.07163618461854482","0.07163618461854482"
"16","0.06990042237940065","0.06990042237940065","0.06990042237940065"
"17","0.06961440235038427","0.06961440235038427","0.06961440235038427"
"18","0.06959281922227524","0.06959281922227524","0.06959281922227524"
"21","0.06938998822875111","0.06938998822875111","0.06938998822875111"
"22","0.06813819245606274","0.06813819245606274","0.06813819245606274"
"23","0.06811049746623017","0.06811049746623017","0.06811049746623017"
"24","0.06770820642034996","0.06770820642034996","0.06770820642034996"
"25","0.06629255847385873","0.06629255847385873","0.06629255847385873"
"28","0.06659656106826264","0.06659656106826264","0.06659656106826264"
"29","0.06682424661331281","0.06682424661331281","0.06682424661331281"
"30","0.06595145126243503","0.06595145126243503","0.06595145126243503"
"31","0.06633536939129041","0.06633536939129041","0.06633536939129041"
"32","0.06532171343254091","0.06532171343254091","0.06532171343254091"
"35","0.06447792299027448","0.06447792299027448","0.06447792299027448"
"36","0.06517628565044434","0.06517628565044434","0.06517628565044434"
"37","0.06424234026704048","0.06424234026704048","0.06424234026704048"
"38","0.06381369777955115","0.06381369777955115","0.06381369777955115"
"39","0.06396169074736616","0.06396169074736616","0.06396169074736616"
"42","0.06383804752331501","0.06383804752331501","0.06383804752331501"
"43","0.06381334681325385","0.06381334681325385","0.06381334681325385"
"44","0.06339110533724947","0.06339110533724947","0.06339110533724947"
"45","0.06254721075406028","0.06254721075406028","0.06254721075406028"
"46","0.06344200144712984","0.06344200144712984","0.06344200144712984"
"49","0.06251085680390489","0.06251085680390489","0.06251085680390489"
"50","0.06239654135650937","0.06239654135650937","0.06239654135650937"
"51","0.062219596925527504","0.062219596925527504","0.062219596925527504"
"52","0.0625565770931027","0.0625565770931027","0.0625565770931027"
"53","0.06235087773165229","0.06235087773165229","0.06235087773165229"
"56","0.061581426454993614","0.061581426454993614","0.061581426454993614"
"57","0.06127991913827881","0.06127991913827881","0.06127991913827881"
"58","0.061945186755931726","0.061945186755931726","0.061945186755931726"
"59","0.06156368042919664","0.06156368042919664","0.06156368042919664"
"60","0.06147384141686475","0.06147384141686475","0.06147384141686475"
"63","0.06083770694596327","0.06083770694596327","0.06083770694596327"
"64","0.06198946168730699","0.06198946168730699","0.06198946168730699"
"65","0.0610713355237423","0.0610713355237423","0.0610713355237423"
"66","0.06101578626315035","0.06101578626315035","0.06101578626315035"
"67","0.06067549047909162","0.06067549047909162","0.06067549047909162"
"70","0.06078171766839306","0.06078171766839306","0.06078171766839306"
"71","0.060754565994524785","0.060754565994524785","0.060754565994524785"
"72","0.06005559026185206","0.06005559026185206","0.06005559026185206"
"73","0.06024774240699977","0.06024774240699977","0.06024774240699977"
"74","0.06014594132157111","0.06014594132157111","0.06014594132157111"
"77","0.05977756196641027","0.05977756196641027","0.05977756196641027"
"78","0.05977260322032444","0.05977260322032444","0.05977260322032444"
"79","0.05999409978843211","0.05999409978843211","0.05999409978843211"
"80","0.059530844344691115","0.059530844344691115","0.059530844344691115"
"81","0.05931940124939411","0.05931940124939411","0.05931940124939411"
"84","0.05970624798274847","0.05970624798274847","0.05970624798274847"
"85","0.05952276391999044","0.05952276391999044","0.05952276391999044"
"86","0.0588366492635311","0.0588366492635311","0.0588366492635311"
"87","0.05891573467124937","0.05891573467124937","0.05891573467124937"
"88","0.05871350337503796","0.05871350337503796","0.05871350337503796"
"91","0.05868157771443415","0.05868157771443415","0.05868157771443415"
"92","0.05817719493322798","0.05817719493322798","0.05817719493322798"
"93","0.05844965904295348","0.05844965904295348","0.05844965904295348"
"94","0.0579872677820789","0.0579872677820789","0.0579872677820789"
"95","0.058627578159583006","0.058627578159583006","0.058627578159583006"
"98","0.05816399420412422","0.05816399420412422","0.05816399420412422"
"99","0.058730120898614645","0.058730120898614645","0.058730120898614645"
"100","0.058234328963767665","0.058234328963767665","0.058234328963767665"
"101","0.0578082685745281","0.0578082685745281","0.0578082685745281"
"102","0.05821461275875665","0.05821461275875665","0.05821461275875665"
"105","0.057823460057305404","0.057823460057305404","0.057823460057305404"
"106","0.05773250159146727","0.05773250159146727","0.05773250159146727"
"107","0.058111748217603044","0.058111748217603044","0.058111748217603044"
"108","0.05776135052089654","0.05776135052089654","0.05776135052089654"
"109","0.057552287187859756","0.057552287187859756","0.057552287187859756"
"112","0.0573052152192731","0.0573052152192731","0.0573052152192731"
"113","0.057930660729128544","0.057930660729128544","0.057930660729128544"
"114","0.05665985257797281","0.05665985257797281","0.05665985257797281"
"115","0.05737201148668228","0.05737201148668228","0.05737201148668228"
"116","0.056762283131858375","0.056762283131858375","0.056762283131858375"
"119","0.05731198579861459","0.05731198579861459","0.05731198579861459"
"120","0.0566305559567029","0.0566305559567029","0.0566305559567029"
"121","0.0566467184660912","0.0566467184660912","0.0566467184660912"
"122","0.05623021165736736","0.05623021165736736","0.05623021165736736"
"123","0.05712031128114294","0.05712031128114294","0.05712031128114294"
"126","0.05665874268384912","0.05665874268384912","0.05665874268384912"
"127","0.056375468344896325","0.056375468344896325","0.056375468344896325"
"128","0.05685190090755721","0.05685190090755721","0.05685190090755721"
"129","0.05629593021345484","0.05629593021345484","0.05629593021345484"
