"Step","unet2d_25d_fold4 - train/total","unet2d_25d_fold4 - train/total__MIN","unet2d_25d_fold4 - train/total__MAX"
"0","0.32177316686516294","0.32177316686516294","0.32177316686516294"
"1","0.2793050972347327","0.2793050972347327","0.2793050972347327"
"2","0.259735284108532","0.259735284108532","0.259735284108532"
"3","0.249506726636154","0.249506726636154","0.249506726636154"
"4","0.24350432664237723","0.24350432664237723","0.24350432664237723"
"7","0.23906560276632985","0.23906560276632985","0.23906560276632985"
"8","0.23545456673441134","0.23545456673441134","0.23545456673441134"
"9","0.23238369475450793","0.23238369475450793","0.23238369475450793"
"10","0.22964316528701512","0.22964316528701512","0.22964316528701512"
"11","0.22709386115672892","0.22709386115672892","0.22709386115672892"
"14","0.22544135472458202","0.22544135472458202","0.22544135472458202"
"15","0.2235114658078025","0.2235114658078025","0.2235114658078025"
"16","0.22162315272803684","0.22162315272803684","0.22162315272803684"
"17","0.21959998708290607","0.21959998708290607","0.21959998708290607"
"18","0.21790604451614667","0.21790604451614667","0.21790604451614667"
"21","0.2167260886149712","0.2167260886149712","0.2167260886149712"
"22","0.21540553343370805","0.21540553343370805","0.21540553343370805"
"23","0.214160294975927","0.214160294975927","0.214160294975927"
"24","0.21227398298369793","0.21227398298369793","0.21227398298369793"
"25","0.21159604906469331","0.21159604906469331","0.21159604906469331"
"28","0.21016877456439514","0.21016877456439514","0.21016877456439514"
"29","0.20862450732738394","0.20862450732738394","0.20862450732738394"
"30","0.20722428928566475","0.20722428928566475","0.20722428928566475"
"31","0.20587706635062797","0.20587706635062797","0.20587706635062797"
"32","0.20410860073337503","0.20410860073337503","0.20410860073337503"
"35","0.20277206340701398","0.20277206340701398","0.20277206340701398"
"36","0.20153898111680152","0.20153898111680152","0.20153898111680152"
"37","0.20004052490831098","0.20004052490831098","0.20004052490831098"
"38","0.19858750640651","0.19858750640651","0.19858750640651"
"39","0.19774680492540633","0.19774680492540633","0.19774680492540633"
"42","0.19616543739674933","0.19616543739674933","0.19616543739674933"
"43","0.19527008991112504","0.19527008991112504","0.19527008991112504"
"44","0.19254955643024743","0.19254955643024743","0.19254955643024743"
"45","0.19134182171093445","0.19134182171093445","0.19134182171093445"
"46","0.19022313253773374","0.19022313253773374","0.19022313253773374"
"49","0.18852307025124904","0.18852307025124904","0.18852307025124904"
"50","0.18663520327043398","0.18663520327043398","0.18663520327043398"
"51","0.18552899116392163","0.18552899116392163","0.18552899116392163"
"52","0.1839474750361138","0.1839474750361138","0.1839474750361138"
"53","0.18226307016300403","0.18226307016300403","0.18226307016300403"
"56","0.1806449885201786","0.1806449885201786","0.1806449885201786"
"57","0.17915043849501683","0.17915043849501683","0.17915043849501683"
"58","0.17719647281971276","0.17719647281971276","0.17719647281971276"
"59","0.1759718640121775","0.1759718640121775","0.1759718640121775"
"60","0.17410942264939322","0.17410942264939322","0.17410942264939322"
"63","0.17257529201415645","0.17257529201415645","0.17257529201415645"
"64","0.17110481903806704","0.17110481903806704","0.17110481903806704"
"65","0.16894364137112708","0.16894364137112708","0.16894364137112708"
"66","0.16767137301580218","0.16767137301580218","0.16767137301580218"
"67","0.16596611766004105","0.16596611766004105","0.16596611766004105"
"70","0.1642225246380795","0.1642225246380795","0.1642225246380795"
"71","0.16283846378338096","0.16283846378338096","0.16283846378338096"
"72","0.1609326575083544","0.1609326575083544","0.1609326575083544"
"73","0.15964801304294926","0.15964801304294926","0.15964801304294926"
"74","0.1581378829908761","0.1581378829908761","0.1581378829908761"
"77","0.15687539745228046","0.15687539745228046","0.15687539745228046"
"78","0.15542501227883831","0.15542501227883831","0.15542501227883831"
"79","0.1538926492358116","0.1538926492358116","0.1538926492358116"
"80","0.15218622040484622","0.15218622040484622","0.15218622040484622"
"81","0.15079076600345168","0.15079076600345168","0.15079076600345168"
"84","0.14986451205385215","0.14986451205385215","0.14986451205385215"
"85","0.14865387323532014","0.14865387323532014","0.14865387323532014"
"86","0.14720105670440695","0.14720105670440695","0.14720105670440695"
"87","0.1461525308751205","0.1461525308751205","0.1461525308751205"
"88","0.14497114470921707","0.14497114470921707","0.14497114470921707"
"91","0.14384123672025476","0.14384123672025476","0.14384123672025476"
"92","0.14304033835191668","0.14304033835191668","0.14304033835191668"
"93","0.14180971344072585","0.14180971344072585","0.14180971344072585"
"94","0.1407880176339819","0.1407880176339819","0.1407880176339819"
"95","0.13993128383571954","0.13993128383571954","0.13993128383571954"
"98","0.1392756501884699","0.1392756501884699","0.1392756501884699"
"99","0.13820064567028015","0.13820064567028015","0.13820064567028015"
"100","0.13718715531876713","0.13718715531876713","0.13718715531876713"
"101","0.13663722609313778","0.13663722609313778","0.13663722609313778"
"102","0.13553201096278766","0.13553201096278766","0.13553201096278766"
"105","0.1352578882385697","0.1352578882385697","0.1352578882385697"
"106","0.13430142656622765","0.13430142656622765","0.13430142656622765"
"107","0.13365148011884828","0.13365148011884828","0.13365148011884828"
"108","0.13315502422555694","0.13315502422555694","0.13315502422555694"
"109","0.13255382736357502","0.13255382736357502","0.13255382736357502"
"112","0.13238596771435832","0.13238596771435832","0.13238596771435832"
"113","0.13186603980279427","0.13186603980279427","0.13186603980279427"
"114","0.1314214743175928","0.1314214743175928","0.1314214743175928"
"115","0.13091507160427662","0.13091507160427662","0.13091507160427662"
"116","0.1306304237421134","0.1306304237421134","0.1306304237421134"
"119","0.13021492464867568","0.13021492464867568","0.13021492464867568"
"120","0.12981221399355958","0.12981221399355958","0.12981221399355958"
"121","0.12947901776934662","0.12947901776934662","0.12947901776934662"
"122","0.1292900131365995","0.1292900131365995","0.1292900131365995"
"123","0.12885172117750435","0.12885172117750435","0.12885172117750435"
"126","0.12891720726577974","0.12891720726577974","0.12891720726577974"
"127","0.1286855231501146","0.1286855231501146","0.1286855231501146"
"128","0.12849733371644564","0.12849733371644564","0.12849733371644564"
"129","0.1283084183417417","0.1283084183417417","0.1283084183417417"
"130","0.12826496775658275","0.12826496775658275","0.12826496775658275"
"133","0.12800626302922377","0.12800626302922377","0.12800626302922377"
"134","0.12807854649694952","0.12807854649694952","0.12807854649694952"
"135","0.127942513317518","0.127942513317518","0.127942513317518"
"136","0.12794185807888656","0.12794185807888656","0.12794185807888656"
"137","0.12781756028223454","0.12781756028223454","0.12781756028223454"
