"Step","unet2d_25d_fold1 - train/mae","unet2d_25d_fold1 - train/mae__MIN","unet2d_25d_fold1 - train/mae__MAX"
"0","0.08619533343150738","0.08619533343150738","0.08619533343150738"
"1","0.0753385431548634","0.0753385431548634","0.0753385431548634"
"2","0.06995223047816085","0.06995223047816085","0.06995223047816085"
"3","0.06803700795690187","0.06803700795690187","0.06803700795690187"
"4","0.06612902329690248","0.06612902329690248","0.06612902329690248"
"7","0.06498424910526268","0.06498424910526268","0.06498424910526268"
"8","0.0641690902784613","0.0641690902784613","0.0641690902784613"
"9","0.06345228028910073","0.06345228028910073","0.06345228028910073"
"10","0.06291471805135589","0.06291471805135589","0.06291471805135589"
"11","0.06220658702455043","0.06220658702455043","0.06220658702455043"
"14","0.06156996756875372","0.06156996756875372","0.06156996756875372"
"15","0.061203368739237755","0.061203368739237755","0.061203368739237755"
"16","0.061016909986012426","0.061016909986012426","0.061016909986012426"
"17","0.0604145542308162","0.0604145542308162","0.0604145542308162"
"18","0.06014664575535031","0.06014664575535031","0.06014664575535031"
"21","0.05963980928487219","0.05963980928487219","0.05963980928487219"
"22","0.05936199503926295","0.05936199503926295","0.05936199503926295"
"23","0.05883259355375911","0.05883259355375911","0.05883259355375911"
"24","0.05847556802245765","0.05847556802245765","0.05847556802245765"
"25","0.058072434009734955","0.058072434009734955","0.058072434009734955"
"28","0.05767600011174038","0.05767600011174038","0.05767600011174038"
"29","0.05757069718984177","0.05757069718984177","0.05757069718984177"
"30","0.057137442640551005","0.057137442640551005","0.057137442640551005"
"31","0.05693137760373858","0.05693137760373858","0.05693137760373858"
"32","0.05658713380176619","0.05658713380176619","0.05658713380176619"
"35","0.05623635589797305","0.05623635589797305","0.05623635589797305"
"36","0.05582371052893857","0.05582371052893857","0.05582371052893857"
"37","0.05571454530563563","0.05571454530563563","0.05571454530563563"
"38","0.05524324911667371","0.05524324911667371","0.05524324911667371"
"39","0.05513320871029252","0.05513320871029252","0.05513320871029252"
"42","0.05471098178463468","0.05471098178463468","0.05471098178463468"
"43","0.054362496565742414","0.054362496565742414","0.054362496565742414"
"44","0.053963041192424115","0.053963041192424115","0.053963041192424115"
"45","0.05380120897346288","0.05380120897346288","0.05380120897346288"
"46","0.053205726437691545","0.053205726437691545","0.053205726437691545"
"49","0.05295788478427784","0.05295788478427784","0.05295788478427784"
"50","0.05268601146729414","0.05268601146729414","0.05268601146729414"
"51","0.05219457218757432","0.05219457218757432","0.05219457218757432"
"52","0.05206620732447291","0.05206620732447291","0.05206620732447291"
"53","0.05156988863167914","0.05156988863167914","0.05156988863167914"
"56","0.051350247653083575","0.051350247653083575","0.051350247653083575"
"57","0.05100346168831266","0.05100346168831266","0.05100346168831266"
"58","0.05058825496005434","0.05058825496005434","0.05058825496005434"
"59","0.05025232216053182","0.05025232216053182","0.05025232216053182"
"60","0.04988017605369923","0.04988017605369923","0.04988017605369923"
"63","0.04952074177110134","0.04952074177110134","0.04952074177110134"
"64","0.04915744434054188","0.04915744434054188","0.04915744434054188"
"65","0.04877798553781271","0.04877798553781271","0.04877798553781271"
"66","0.04848397572781699","0.04848397572781699","0.04848397572781699"
"67","0.04814285878530492","0.04814285878530492","0.04814285878530492"
"70","0.04775814136995164","0.04775814136995164","0.04775814136995164"
"71","0.04745043138653718","0.04745043138653718","0.04745043138653718"
"72","0.047057606670793575","0.047057606670793575","0.047057606670793575"
"73","0.04678554144655433","0.04678554144655433","0.04678554144655433"
"74","0.04643371705698027","0.04643371705698027","0.04643371705698027"
"77","0.04604600286078352","0.04604600286078352","0.04604600286078352"
"78","0.04582783130314325","0.04582783130314325","0.04582783130314325"
"79","0.045467813520097836","0.045467813520097836","0.045467813520097836"
"80","0.04507436463554532","0.04507436463554532","0.04507436463554532"
"81","0.044839852822015754","0.044839852822015754","0.044839852822015754"
"84","0.0445564707175552","0.0445564707175552","0.0445564707175552"
"85","0.044269683090885886","0.044269683090885886","0.044269683090885886"
"86","0.04397440468326135","0.04397440468326135","0.04397440468326135"
"87","0.04369544905050274","0.04369544905050274","0.04369544905050274"
"88","0.043519294741075736","0.043519294741075736","0.043519294741075736"
"91","0.043240680599715975","0.043240680599715975","0.043240680599715975"
"92","0.04299067498742657","0.04299067498742657","0.04299067498742657"
"93","0.042789372612958614","0.042789372612958614","0.042789372612958614"
"94","0.04253261788171289","0.04253261788171289","0.04253261788171289"
"95","0.04234466277444337","0.04234466277444337","0.04234466277444337"
"98","0.04220064681223581","0.04220064681223581","0.04220064681223581"
"99","0.041943978280027785","0.041943978280027785","0.041943978280027785"
"100","0.04180445614471453","0.04180445614471453","0.04180445614471453"
"101","0.041631415832704445","0.041631415832704445","0.041631415832704445"
"102","0.04141101145750754","0.04141101145750754","0.04141101145750754"
"105","0.041243455313561175","0.041243455313561175","0.041243455313561175"
"106","0.04105808606671616","0.04105808606671616","0.04105808606671616"
"107","0.04088260643966072","0.04088260643966072","0.04088260643966072"
"108","0.040787937958487674","0.040787937958487674","0.040787937958487674"
"109","0.04067782598166559","0.04067782598166559","0.04067782598166559"
"112","0.040604546781236185","0.040604546781236185","0.040604546781236185"
"113","0.040421239062033015","0.040421239062033015","0.040421239062033015"
"114","0.04033830220982427","0.04033830220982427","0.04033830220982427"
"115","0.04024558216983744","0.04024558216983744","0.04024558216983744"
"116","0.040196849318223406","0.040196849318223406","0.040196849318223406"
"119","0.0400822389934456","0.0400822389934456","0.0400822389934456"
"120","0.04000374129741344","0.04000374129741344","0.04000374129741344"
"121","0.039960607295879996","0.039960607295879996","0.039960607295879996"
"122","0.03983300201165157","0.03983300201165157","0.03983300201165157"
"123","0.039775601037214926","0.039775601037214926","0.039775601037214926"
"126","0.039798418721626226","0.039798418721626226","0.039798418721626226"
"127","0.03974254415310238","0.03974254415310238","0.03974254415310238"
"128","0.039747842100495305","0.039747842100495305","0.039747842100495305"
"129","0.03965055778229491","0.03965055778229491","0.03965055778229491"
"130","0.03963323225471472","0.03963323225471472","0.03963323225471472"
"133","0.03957313292967824","0.03957313292967824","0.03957313292967824"
"134","0.03956731075217101","0.03956731075217101","0.03956731075217101"
"135","0.0395654408106264","0.0395654408106264","0.0395654408106264"
"136","0.0395487941035737","0.0395487941035737","0.0395487941035737"
"137","0.039572878305940196","0.039572878305940196","0.039572878305940196"
